name,id,tier,rarity,tech/manufacturer,tags,uiTags,base value,unlocked,hidden,hiddenEverywhere,cost_frigate,cost_dest,cost_cruiser,cost_capital,script,desc,short,sModDesc,sprite
Мираж,HSI_Mirage,2,,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,0,,TRUE,,0,0,0,0,data.hullmods.ShieldMod.HSIMirage,За каждые %s полученного до снижения урона корабль становится неуязвимым на %s сек. и получает %s дополнительного барьера. За каждые %s урона корпусу получает %s этого эффекта. Емкость барьера равна %s.,,,graphics/icons/hullmods/HSI_Mirage.png
Ядро дневного света,HSI_DayTime_Core,2,,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,0,,TRUE,,0,0,0,0,data.hullmods.HSIDayTimeCore,Сильно увеличивает урон по истребителям и ракетам. Сильно сокращает время ремонта оружия/двигателей в бою и длительность перегрузки. Содержит разум неизвестного происхождения.,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
#universal builtin#,,,,,,,,,,,,,,,,,,,
Система Halo,HSI_Halo,2,0,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,,,TRUE,,0,0,0,0,data.hullmods.HSIHaloV2,Универсальная рамная конструкция корпуса с широким набором продвинутых технологий. Снижает эффективность неродных потоковых модификаций на %s.,,,graphics/icons/hullmods/HSI_Halo.png
E.G.O,HSI_EGO,2,0,Halo Dynamics L Department,"special, no_drop, no_drop_salvage",,,,TRUE,,0,0,0,0,data.hullmods.HSIEGO,[ЗАСЕКРЕЧЕНО],,,graphics/icons/hullmods/HSI_Halo.png
Система запутывания,HSI_Entanglement,2,0,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,,,TRUE,,0,0,0,0,data.hullmods.HSIEntanglement,Модули корабля входят в бой как самостоятельные корабли и сохраняют связь с основным корпусом. Они не расходуют очки развертывания и продолжают бой после уничтожения или отступления основного корпуса.,,,graphics/icons/hullmods/HSI_Halo.png
Инверсионный след,HSI_ContrailMod,2,0,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,,,TRUE,TRUE,0,0,0,0,data.hullmods.HSIContrailMod,Помечает корабль как требующий инверсионного следа. Другого применения нет.,,,graphics/icons/hullmods/HSI_Halo.png
Наземная поддержка дронов,HSI_DGS,2,0,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,,,TRUE,,0,0,0,0,data.hullmods.HSIDroneGroundSupport,"Дроновые подразделения корабля участвуют в наземном бою. Повышает эффективность планетарных рейдов на %s за крыло, но не выше общего числа морпехов во флоте.",,,graphics/icons/hullmods/HSI_DGS.png
Каркас связи щитов,HSI_ShieldLinkFrame,2,0,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,,,TRUE,TRUE,0,0,0,0,data.hullmods.ShieldMod.HSIShieldLinkFrame,"Связанная рамка щита для малых кораблей. Когда дружественные суда с такой же рамкой находятся примерно в %s, они взаимно восстанавливают щиты со скоростью %s от меньшей скорости восстановления.",,,graphics/icons/hullmods/HSI_ShieldLinkFrame.png
3-й гвардейский флот,HSI_GuardFleet3,2,0,,"special, no_drop, no_drop_salvage",,,,TRUE,,0,0,0,0,data.hullmods.HSIGuardFleet3,Невосприимчив к влиянию работы в солнечной короне на боеготовность. Увеличивает максимальный burn в гиперпространстве на %s.,,,graphics/icons/hullmods/HSI_GuardFleet3.png
Сталкер,HSI_Stalker,2,0,,"special, no_drop, no_drop_salvage",,,,TRUE,,0,0,0,0,data.hullmods.HSIAvangers,"Установленные особые подсистемы резко сокращают дальность оружия после %s, повышают регенерацию барьера на %s и позволяют нулевому ускорению работать независимо от уровня потока. Рассеивание потока увеличено в %s раза. Побочные эффекты снижают емкость барьера.",,,graphics/icons/hullmods/HSI_Avangers.png
Элитная кузница,HSI_EliteForge,2,0,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,,,TRUE,TRUE,0,0,0,0,data.hullmods.ShieldMod.HSIEliteForge,Элитный корабль на переднем крае технологий. Улучшенная барьерная система увеличивает емкость барьера на %s и скорость регенерации на %s. Барьер управляется как щит и автоматически активируется при перегрузке или активном сбросе потока.,,,graphics/icons/hullmods/HSI_ShieldLinkFrame.png
1-й гвардейский флот,HSI_GuardFleet1,2,0,,"special, no_drop, no_drop_salvage",,,,TRUE,,0,0,0,0,data.hullmods.HSIGuardFleet1,Увеличивает максимальную скорость корабля в бою на %s и маневренность на %s.,,,graphics/icons/hullmods/HSI_GuardFleet3.png
Пустотный щит,VoidShield,2,0,Unknown,"special, no_drop, no_drop_salvage",,,,TRUE,,0,0,0,0,data.hullmods.HSIDeflectionShieldHullMod,Здесь нечего видеть. Это просто эллипс.,,,graphics/icons/hullmods/HSI_HardenShield.png
Гипершунтированная проницаемая броня,HSI_HyperShuntArmor,2,0,Halo Dynamics Department of Science and Technology,"special, no_drop, no_drop_salvage",,,,TRUE,,0,0,0,0,data.hullmods.HSIHyperShuntArmor,"Продвинутая броневая система с серьезными недостатками. Повышает максимальное снижение урона броней на %s и снижает урон лучевого оружия на %s. Позволяет реакторам медленно сбрасывать поток через броню, естественно рассеивая %s жесткого потока.",,,graphics/icons/hullmods/HSI_TurboFocus.png
Тактический центр,HSI_TacCenter,2,0,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,,,TRUE,,0,0,0,0,data.hullmods.HSITacCenter,Снижает уменьшение дальности оружия от вражеской РЭБ на %s. Дает %s рейтинга РЭБ. Увеличивает дальность обзора корабля в бою на %s.,,,graphics/icons/hullmods/HSI_MatrixTargeting.png
Проекция силы,HSI_PowerProjection,2,0,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,,,TRUE,,0,0,0,0,data.hullmods.HSIPowerProjection,"Увеличивает дальность вылета истребителей на %s. Истребители, запущенные с этого корабля, наследуют все боевые навыки корабля.",,,graphics/icons/hullmods/HSI_DGS.png
Нанополе,HSI_NanoRepairField,2,0,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,,,TRUE,,0,0,0,0,data.hullmods.HSINanoRepairField,Дружественные суда в радиусе %s восстанавливают %s потерянной брони и корпуса в секунду. Этот корабль ремонтируется со скоростью %s.,,,graphics/icons/hullmods/HSI_CombatAutomateRepairSystem.png
Ядро наведения Juggernaut,HSI_JuggernautTargetingCore,2,0,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,,,TRUE,,0,0,0,0,data.hullmods.HSIJuggernautTargetingCore,Увеличивает дальность оружия на %s. Дальность оружия ПКО увеличивается только на %s.,,,graphics/icons/hullmods/HSI_MatrixTargeting.png
Ядро Juggernaut,HSI_JuggernautCore,2,0,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,,,TRUE,TRUE,0,0,0,0,data.hullmods.HSIJuggernautCore,Нельзя использовать нулевое ускорение двигателя.,,,graphics/icons/hullmods/HSI_PowerOverwhelming.png
Бронированный барьер,HSI_ArmoredShield,2,0,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,0,,TRUE,,0,0,0,0,data.hullmods.ShieldMod.HSIArmoredShield,Увеличивает броню барьера на %s.,,,graphics/icons/hullmods/HSI_HardenShield.png
Фокус мобильности,HSI_ManuverTransfer,2,0,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,0,,TRUE,,0,0,0,0,data.hullmods.ShieldMod.HSIManuverTransfer,"Высокие энергетические и пространственные требования двигательной системы увеличивают урон, получаемый барьером, на %s.",,,graphics/icons/hullmods/HSI_ManuverTransfer.png
,,,,,,,,,,,,,,,,,,,
#normal#,,,,,,,,,,,,,,,,,,,
Неостановимый,HSI_PowerOverwhelming,2,,Halo Dynamics Ship Industry,"defensive,offensive",,15000,,TRUE,,5,10,15,25,data.hullmods.ShieldMod.HSIPowerOverwhelming,"Увеличивает емкость барьера на %s, снижает регенерацию барьера на %s.",,,graphics/icons/hullmods/HSI_PowerOverwhelming.png
Адаптационный комплект оружейной промышленности,HSI_WeaponIndAdaption,3,,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",Weapons,25000,TRUE,,,0,0,0,0,data.hullmods.HSIWeaponIndAdaption,Преобразует часть оружия в модифицированные версии от Weapons Industry. #Модифицированное оружие нельзя безопасно снять. Перед снятием удалите эту модификацию корпуса. ##Weapons Industry не несет ответственности за ущерб от неправильных процедур.,,,graphics/icons/hullmods/HSI_WeaponIndAdaption.png
Комплект улучшения оружейной промышленности,HSI_WeaponIndUpgrades,3,,Halo Dynamics Ship Industry,"special,req_spaceport,no_drop, no_drop_salvage",,35000,,TRUE,,5,8,14,20,data.hullmods.HSIWeaponIndUpgrades,Активирует эффект оружия %s.,,,graphics/icons/hullmods/HSI_WeaponIndUpgrades.png
Укрепленный барьер,HSI_HardenShield,2,,Halo Dynamics Ship Industry,"defensive,HSI_bp",Shields,12000,,,,5,10,15,25,data.hullmods.ShieldMod.HSIHardenShield,Увеличивает прочность барьера на %s. Урон по барьеру выше %s снижается на %s.,,,graphics/icons/hullmods/HSI_HardenShield.png
Усиленный барьер,HSI_EnhancedShield,2,,Halo Dynamics Ship Industry,"defensive,HSI_bp",Shields,12000,,,,5,10,15,25,data.hullmods.ShieldMod.HSIEnhancedShield,Увеличивает емкость барьера на %s. Увеличивает регенерацию барьера на %s.,,,graphics/icons/hullmods/HSI_PowerOverwhelming.png
,,,,,,,,,,,,,,,,,,,graphics/icons/hullmods/HSI_WeaponIndUpgrades.png
Протокол расплава,HSI_ProtocalMeltDown,2,,Halo Dynamics Ship Industry,"offensive,req_spaceport,HSI_bp",Weapons,12000,,,,4,8,12,20,data.hullmods.WeaponMod.HSIProtocalMeltDown,"Лучевое оружие наносит до %s больше урона в зависимости от доли слотов, занятых лучевым оружием Halo Dynamics. Усиливает дополнительные эффекты оружия Halo Dynamics на %s. Текущая доля слотов: %s.",,,graphics/icons/hullmods/HSI_ProtocalMeltdown.png
Штурмовой протокол,HSI_ProtocalAssault,2,,Halo Dynamics Ship Industry,"offensive,req_spaceport,HSI_bp",Weapons,12000,,,,2,4,6,10,data.hullmods.WeaponMod.HSIProtocalAssault,"Увеличивает скорострельность баллистического и энергетического оружия по мере роста потока, максимум до %s при %s потока.",,Также дает эквивалентное снижение затрат потока оружия до %s.,graphics/icons/hullmods/HSI_WeaponIndUpgrades.png
Протокол подавления,HSI_ProtocalSuppression,2,,Halo Dynamics Ship Industry,"offensive,req_spaceport,HSI_bp",Weapons,12000,,,,2,4,6,10,data.hullmods.WeaponMod.HSIProtocalSuppression,При нанесении урона цели дальше %s su от корабля цель получает эффект [Coordinated Suppression] на заданное время. Каждый стак увеличивает весь получаемый целью урон до %s в зависимости от размера корпуса источника.,,Накладывает дополнительный стак [Coordinated Suppression] с %s эффекта обычного стака. Не учитывается в лимите стаков.,graphics/icons/hullmods/HSI_ProtocalSuppression.png
净空升级,,,,,,,,,,,,,,,,,,,
蔽日升级,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
梯度转向系统,,,,,,,,,,,,,,,,,,,
微型滑流发生器,,,,,,,,,,,,,,,,,,,
压差感应电场,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
#limit#,,,,,,,,,,,,,,,,,,,
Автоматизированная система боевого ремонта,HSI_CombatAutomateRepairSystem,2,0,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage,req_spaceport,no_build_in",,0,TRUE,,,5,10,15,20,data.hullmods.LogisticsMod.HSICombatAutomateRepairSystem,"Автоматически ремонтирует броню, потерянную в бою, до примерно %s максимальной брони. Итоговый ремонт не будет меньше %s и больше %s. Ремонт начинается сразу после повреждения брони и восстанавливает ячейки по одной.",,,graphics/icons/hullmods/HSI_CombatAutomateRepairSystem.png
,,,,,,,,,,,,,,,,,,,
#special,,,,,,,,,,,,,,,,,,,
Скрытая огневая точка,HSI_HiddenHardpoint,2,,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,0,,TRUE,TRUE,0,0,0,0,data.hullmods.HSIHiddenHardpoints,Огневая точка скрыта внутри корпуса корабля.,,,
Эффект телепортации,HSI_DisplacerExtendFx,2,,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,0,,TRUE,TRUE,0,0,0,0,data.hullmods.HSIDisplacerExtendFx,Эффекты отрисовки.,,,
Эффект сброса потока,HSI_SpecialVent,2,,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,0,,TRUE,TRUE,0,0,0,0,data.hullmods.FxMod.HSISpecialVentMod,Эффекты отрисовки.,,,
Возврат истребителя,HSI_ReturnFighter,2,,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,0,,TRUE,TRUE,0,0,0,0,data.hullmods.HSIReturnFighter,Возвращается после исчерпания боезапаса.,,,
Долговечность,HSI_InfiniteSync,2,,??,"special, no_drop, no_drop_salvage",,0,,TRUE,,0,0,0,0,data.hullmods.HSIInfiniteSync,"""Мне надоели твои маленькие игры.""",,,
Модуль дредноута,HSI_ModularDreadnought,2,,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,0,,TRUE,TRUE,0,0,0,0,data.hullmods.ShieldMod.HSIModularDreadnought,"Класс Ukiyo - продвинутый модульный дредноут, который можно переоснастить в любом стандартном доке. В доке он может переключаться между тремя тактическими режимами, устанавливая одну из трех специальных модификаций корпуса. Любое переключение снимет все системные модификации, истребители и несовместимое оружие.",,,graphics/icons/hullmods/HSI_PowerOverwhelming.png
Отменитель самоуничтожения,HSI_ModularArmorSpecial,2,,Halo Dynamics Ship Industry,"special, no_drop, no_drop_salvage",,0,,TRUE,TRUE,0,0,0,0,data.hullmods.HSIModularArmorSpecial,Практически никакой самодетонации.,,,
Ukiyo-штурм,HSI_Ukiyo_TypeA,2,,Halo Dynamics Ship Industry,"special,req_spaceport,no_drop, no_drop_salvage",,0,TRUE,,,0,0,0,0,data.hullmods.HSIUkiyoSig,"Переводит класс Ukiyo в штурмовой режим. Конфигурация сосредоточена на электронной войне и усилении огневой мощи флота, повышая эффективность союзных судов в обычных перестрелках.",,,graphics/icons/hullmods/HSI_MatrixTargeting.png
Ukiyo-авианосец,HSI_Ukiyo_TypeB,2,,Halo Dynamics Ship Industry,"special,req_spaceport,no_drop, no_drop_salvage",,0,TRUE,,,0,0,0,0,data.hullmods.HSIUkiyoSig,"Переводит класс Ukiyo в авианосный режим. Конфигурация расширяет осведомленность флота и запускает атаки всей палубой, но требует поддержки дружественных авианосцев схожей философии.",,,graphics/icons/hullmods/HSI_DGS.png
Ukiyo-тяжелый,HSI_Ukiyo_TypeC,2,,Halo Dynamics Ship Industry,"special,req_spaceport,no_drop, no_drop_salvage",,0,TRUE,,,0,0,0,0,data.hullmods.HSIUkiyoSig,Переводит класс Ukiyo в тяжелый режим. Конфигурация сосредоточена на длительном бою и выживаемости.,,,graphics/icons/hullmods/HSI_CombatAutomateRepairSystem.png
Проекция режима приключения,HSI_AdventureEnemy,2,0,Stella Arena,"special, no_drop, no_drop_salvage",,0,,TRUE,TRUE,0,0,0,0,data.hullmods.HSIAdventureEnemy,Время охоты?,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
