name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Хексдаггер ЭМИ,sotf_hexdagger,,,,1500,,250,,15,20,,4,0.5,4,ENERGY,50,,0,1.25,2,0.25,0,0,0,,,600,450,6,400,,,"DO_NOT_AIM, DO_NOT_CONSERVE, SYSTEM",sotf_phaseweapon,,Symphony,,Ближняя поддержка,Быстро,Отличное,,,"Автоматически стреляет в полной фазе, если в радиусе есть противники.",в полной фазе,,,,
Бейлфайр ЭМИ,sotf_thornmicromissiles,,,,1000,,25,75,15,20,,,,,ENERGY,25,,0,1,4,0.05,0,10,2,1,,700,200,2.5,250,,,"DO_NOT_AIM, DO_NOT_CONSERVE, NO_MANUAL_FIRE, SYSTEM",sotf_force_fire_on_out,,Cult of the Daydream,,Общее,Быстро,Отличное,,,Нельзя стрелять вручную. В режиме автоогня автоматически выпускает очередь при использовании корабельной системы.,,,,TRUE,
Разряд,sotf_wispdischarge,,,,300,,75,100,0,10000,,,,,ENERGY,0,,0,0.5,1,,0,0,0,0,,10000,,,,,25,"PD, ANTI_FTR, IGNORES_FLARES, SYSTEM",,,Неизвестно,,ПВО,,,,Идеально,Выпускает ЭМИ-дугу в ближайшую цель рядом с текущим направлением орудия. Дуга всегда попадает.,,,,,
Ожог души,sotf_wisp_xo_laser,1,,,1000,100,,,0,10000,,,,,ENERGY,,0,0.1,0.1,,,,,,,10000,,,,,,,"PD,  IGNORES_FLARES, SYSTEM",,,,,Общее,,,,,,,,,,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Пушка «Опустошитель»,sotf_lrdevastator,,,,2100,,150,,40,12,20,,,,HIGH_EXPLOSIVE,75,,0,2,12,0.1,10,30,5,5,,700,,,100,,,"PD,PD_ALSO, SYSTEM",,,,,Против истребителей (зональное),,,,,"Каждый снаряд имеет взрыватель, настроенный на детонацию на случайной дистанции, из-за чего залп становится всё более смертоносным на близкой дистанции.

Будет наводиться на ракеты, если в радиусе нет других целей.",,,,,
Минный постановщик,sotf_emplmines,,,,1000,,1500,,25,30,12,,,,HIGH_EXPLOSIVE,0,,0,3,1,,0,0,0,0,,50,50,20,500,,,SYSTEM,,,,,,,,,,,,,,,
Дрон-капсула,sotf_dronestrikelayer,0,,200000,1000,,400,,25,30,12,30,,,FRAGMENTATION,0,,0,3,1,,0,0,0,0,,50,50,20,1000,,,SYSTEM,,,,,,,,,,,,,,,
Противокорабельная батарея,sotf_asb,,,,50000,,4000,2000,500,0,,,,,HIGH_EXPLOSIVE,0,,0,0,1,,0,0,0,0,,5000,,,,,,SYSTEM,,,,,,,,,,,,,,,
Лидар-лазер,sotf_lidarlaser,,,,1,10,,30,0,0,,,,,ENERGY,,0,0.65,0.65,0.1,0,0,0,0,0,100000,,,,,,,SYSTEM,,,,,,,,,,,,,,,
Лидар-лазер,sotf_lidarlaser_const,,,,1,40,,30,0,0,,,,,FRAGMENTATION,,0,0.2,0,0,,0,0,0,0,100000,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Злоба,sotf_spite,,,,1000,,5000,,,,,,,,ENERGY,0,,0,0,1,,0,0,0,0,,0,0,10,9999,,,SYSTEM,,,,,,,,,,,,,,,
Взломщик панцирей,sotf_hidecracker,,,,50000,,10000,2000,200,0,,,,,FRAGMENTATION,0,,0,0,1,,0,0,0,0,,5000,,,9999,,,SYSTEM,,,,,,,,,,,,,,,
Минный постановщик «Халлсинкер» Mk.III,sotf_graviticminelayer,0,,200000,1000,,1000,,25,30,12,30,,,KINETIC,0,,0,3,1,,0,0,0,0,,50,50,20,500,,,SYSTEM,,,,,,,,,,,,,,,
Ракетная конверсия кибервойны,sotf_cyberwarfare_tseq,3,,0,1500,,800,200,200,0,0,1,,,ENERGY,0,,0,1,1,,0,0,0,0,,400,0,10,100000,,,"DIRECT_AIM, SYSTEM",restricted,,,,Ракетное,Быстро,Среднее,,,     ,,,,TRUE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
УРМ «Резонатор»,sotf_resonator_f,,,,1500,,250,,15,20,,4,0.4,2,KINETIC,50,,0,1.25,2,0.25,0,0,0,,,400,200,6,250,,,"DO_NOT_AIM, DO_NOT_CONSERVE, SYSTEM",,,Неизвестно,,Против щитов,Быстро,Отличное,,,,,,,,
,sotf_dottyplating,,,,1,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,sotf_dottylwing,,,,1,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,sotf_dottyrwing,,,,1,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Искритель,sotf_dksparker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
Левое крыло «Шипа»,sotf_deco_thorn_lwing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
Правое крыло «Шипа»,sotf_deco_thorn_rwing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
Левый декор «Респайт»,sotf_deco_respite_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
Правый декор «Респайт»,sotf_deco_respite_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
Векторный двигатель,sotf_dkthruster,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
Средний колпак векторного двигателя,sotf_dkengcap_m,,,,1,120,,,,55,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
Большой колпак векторного двигателя,sotf_dkengcap_l,,,,1,120,,,,45,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
