name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бурна,ls_burna,1,,600,300,,20,,3,60,5,40,3,40,HIGH_EXPLOSIVE,15,,,0.05,2,0.05,0,0,0,0,,500,,,,,,USE_LESS_VS_SHIELDS,"energy6, ls_orky_bp",,Орочий,,Против брони,,,,,"Взрывается при уничтожении, нанося %s урона за каждый оставшийся боеприпас в магазине. Каждое попадание снимает %s фиксированных очков брони. ",25% урона оружия | 5,,,,12
Скорча,ls_skorcha,0,,500,350,,20,,3,60,5,60,3,30,ENERGY,12,,,0.05,2,0.05,0,0,0,0,,500,,,,,,PD,"energy6, ls_orky_bp",,Орочий,,Штурмовое,,,,,"Взрывается при уничтожении, нанося %s урона за каждый оставшийся боеприпас в магазине. При попадании по корпусу жар пламени увеличивает поток корабля на %s за попадание.",25% урона оружия | 20% урона оружия,,,,13
Огненная белча,ls_flame_belcha,1,,1500,400,,50,,3,45,12,60,6,60,ENERGY,35,,,0.05,2,0.05,0,0,0,0,,500,,,,,,"PD,PD_ALSO","energy12, ls_orky_bp",,Орочий,,Штурмовое,,,,,"Взрывается при уничтожении, нанося %s урона за каждый оставшийся боеприпас в магазине. При попадании по корпусу жар пламени увеличивает поток корабля на %s за попадание.",25% урона оружия | 20% урона оружия,,,,14
Сплэша-атака (встроенная),ls_splasha_attackgun_builtin,1,,1500,500,,80,,3,15,20,90,9,100,ENERGY,40,,,0.05,2,0.05,0,0,0,0,,500,,,,,,"SYSTEM,ANTI_FTR",energy12,,Орочий,,Штурмовое,,,,,"Взрывается при уничтожении, нанося %s урона за каждый оставшийся боеприпас в магазине. При попадании по корпусу жар пламени увеличивает поток корабля на %s за попадание.",25% урона оружия | 20% урона оружия,,,,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ззаппа,ls_zzappa,1,,500,500,,200,100,0,45,6,,,,ENERGY,220,,0.5,1,1,,,,,,,10000,,,,,,ANTI_FTR,"energy6, ls_orky_bp",,Орочий,,Универсальное,,,,Идеальная,"Ззапает ближайшую цель по направлению оружия, всегда попадает.",,,,,19.6
Ззап-каннон,ls_zzap_kannon,1,,2000,700,,400,200,0,15,12,,,,ENERGY,440,,1.5,1.5,2,0.2,,,,,,10000,,,,,,,"energy12, ls_orky_bp",,Орочий,,Универсальное,,,,Идеальная,"Ззапает ближайшую цель по направлению оружия, всегда попадает.",,,,,53
Око Морка,ls_eye_of_mork,2,,8000,800,,400,200,0,10,28,,,,ENERGY,440,,2,2,5,0.2,,,,,,10000,,,,,,,"energy13, ls_orky_bp, rare_bp",,Орочий,,Универсальное,,,,Идеальная,"Ззапает ближайшую цель по направлению оружия, всегда попадает.",,,,,54
Теллипорта-бласта,ls_tellyporta_blasta,2,,2400,500,,800,,0,15,14,,,,FRAGMENTATION,400,,0.75,0.25,1,,,,,,,800,,,,,,USE_LESS_VS_SHIELDS,"energy14, ls_orky_bp",,Орочий,,Против брони,,,,,Каждый заряд наносит броне дополнительно %s урона. Этот урон не снижается броней.,200,,,,55
Кастом-мега-бласта,ls_kustom_mega_blasta,1,,800,500,,325,,50,30,8,8,0.4,1,ENERGY,375,,0.25,0.25,1,,,,,,,800,,,,,,"STRIKE, USE_VS_FRIGATES","Strike10,energy14, ls_orky_bp",,Орочий,,Ударное,,,,,Есть шанс взорваться при выстреле и нанести себе %s энергетического урона.,200,,,,56.1
Кастом-мега-пушка,ls_kustom_mega_cannon,2,,3000,600,,550,,50,20,12,8,0.4,1,ENERGY,625,,0.25,0.25,1,,,,,,,800,,,,,,STRIKE,"Strike14, energy14,ls_orky_bp, rare_bp",,Орочий,,Ударное,,,,,Есть шанс взорваться при выстреле и нанести себе %s энергетического урона.,500,,,,56.2
Кастом-супа-пушки,ls_kustom_supa_cannon,2,,3000,700,,600,,50,10,28,20,1,2,ENERGY,650,,0.25,0.25,2,0.25,,,,,,800,,,,,,STRIKE,"Strike14, energy14,ls_orky_bp, rare_bp",,Орочий,,Ударное,,,,,"Теперь безопасно, да?",,,,,56.2
Пузырь-швыряла,ls_bubble_chukka,1,,400,450,,75,,50,50,6,,,,FRAGMENTATION,30,,0,1,4,0.2,0,15,2,1,,350,,,,,,PD,"pd5,energy5, ls_orky_bp",,Орочий,,ПВО,,,,,"При выстреле снаряд может стать малым пузырем, который наносит %s урона, но имеет гораздо меньший радиус взрыва, или большим пузырем, который наносит %s урона и имеет гораздо больший радиус взрыва.",кинетический | 50,,,,57
Малый пузырь,ls_bubble_chukka_small,1,,400,450,,75,,50,50,6,,,,KINETIC,30,,0,1,4,0.2,0,15,2,1,,350,,,,,,SYSTEM,"no_drop, no_drop_salvage",,Орочий,,ПВО,,,,,,,,,,57
Средний пузырь,ls_bubble_chukka_med,1,,400,450,,75,,50,50,6,,,,FRAGMENTATION,30,,0,1,4,0.2,0,15,2,1,,350,,,,,,SYSTEM,"no_drop, no_drop_salvage",,Орочий,,ПВО,,,,,,,,,,57
Большой пузырь,ls_bubble_chukka_big,1,,400,450,,50,,50,50,6,,,,FRAGMENTATION,30,,0,1,4,0.2,0,15,2,1,,350,,,,,,SYSTEM,"no_drop, no_drop_salvage",,Орочий,,ПВО,,,,,,,,,,57
#Shunta,ls_shunta,1,,1800,600,,200,,300,15,10,,,,KINETIC,300,,0,1,1,,,,,,,1000,,,,,,,"energy11, ls_orky_bp",,Орочий,,Против щитов,,,,,,,,,,
Ракетная пусковая,ls_rokkit_launcha,0,,150,1200,,400,,0,30,4,30,,,HIGH_EXPLOSIVE,0,,0,2,2,0.2,0,25,10,2.5,,400,50,3,175,,,CONSERVE_1,"rocket7, strike0, ls_orky_bp",,Орочий,,Против брони,Быстрая,Нет,,,,,,,,11
Ракеты (истребитель),ls_rokkit_fighter,0,,150,1200,,400,,10,30,4,2,,,HIGH_EXPLOSIVE,0,,0,2,2,0.5,0,25,10,2.5,,400,50,3,175,,,SYSTEM,"rocket7, strike0, no_drop, no_drop_salvage",,Орочий,,Против брони,Быстрая,Нет,,,,,,,,12
Мини-ракетный блок,ls_mini_rokkit_pod,0,,150,800,,100,,10,30,4,24,,,HIGH_EXPLOSIVE,0,,0,5,6,0.1,10,10,0,0,,600,300,1.5,75,,,SYSTEM,"rocket7, strike0, no_drop, no_drop_salvage",,Орочий,,Против брони,Очень быстрая,Нет,,,,,,,,12
Ракетный блок,ls_rokkitpod,0,,1200,1200,,400,,10,30,10,120,,,HIGH_EXPLOSIVE,0,,0,2,4,0.2,0,25,10,5,,400,50,3,175,,,,"rocket13, strike8, ls_orky_bp",,Орочий,,Давление,Быстрая,Нет,,,,,,,,12.33
Рельс грот-бомбы,ls_grot_rail,0,,200,1500,,1200,,40,10,3,2,,,HIGH_EXPLOSIVE,0,,0,8,1,0,,,,,,350,50,5.5,400,,,GUIDED_POOR,"strike9, missile1, ls_orky_bp",,Орочий,,Добивание,Быстрая,Грот,,,,,,,TRUE,14
Пусковая грот-бомбы,ls_grot_launcha,1,,1500,1500,,1200,,40,10,12,8,,,HIGH_EXPLOSIVE,0,,0,5,2,0.2,,,,,,350,50,5.5,400,,,GUIDED_POOR,"strike10, missile10, ls_orky_bp",,Орочий,,Добивание,Быстрая,Грот,,,,,,,TRUE,15
Ангар грот-бомбы,ls_grot_hanger,1,,6000,1500,,1200,,40,5,25,15,0.04,3,HIGH_EXPLOSIVE,0,,0,5,3,1.5,,,,,,350,50,5.5,400,,,GUIDED_POOR,"strike15, missile15, ls_orky_bp",,Орочий,,Добивание,Быстрая,Грот,,,,,,,TRUE,16
Пусковая Doom Diva,ls_doomdiva_launcher,1,,2000,2500,,1200,,200,10,12,14,,,KINETIC,0,,0,5,1,,,,,,,800,50,4,600,,,GUIDED_POOR,"strike10, missile10, ls_orky_bp",,Орочий,,Против щитов,Очень быстрая,Грот,,,Обладает значительной силой удара,,,,,
Умная ракетная пусковая,ls_mini_rokkit_launcha,0,,600,1800,,125,,5,45,3,60,,,HIGH_EXPLOSIVE,0,,0,3,2,0.2,0,0,0,0,,400,100,5.5,75,,,"ANTI_FTR, DO_NOT_AIM, CONSERVE_1, GUIDED_POOR","utility3, missile3, ls_orky_bp",,Орочий,,Давление,Быстрая,Тупое,,,,,,,,16.3
Умная ракетная лобба,ls_rokkit_lobba,0,,1200,2400,,125,,5,30,8,90,0.3,9,HIGH_EXPLOSIVE,0,,0,9,9,0.1,0,0,0,0,,300,100,8.5,75,,,"ANTI_FTR, DO_NOT_AIM, CONSERVE_1, GUIDED_POOR","utility7, missile7, ls_orky_bp",,Орочий,,Давление,Быстрая,Тупое,,,,,,,,16.3
Умная ракетная белча,ls_rokkit_belcha,1,,4000,2400,,125,,5,20,18,240,1,24,HIGH_EXPLOSIVE,0,,0,9,24,0.1,0,0,0,0,,300,100,8.5,75,,,"ANTI_FTR, DO_NOT_AIM, CONSERVE_1, GUIDED_POOR","utility18, missile15, ls_orky_bp",,Орочий,,Давление,Быстрая,Тупое,,,,,,,,16.3
Рельс реактивной шуты,ls_jet_shoota,0,,300,2400,,600,,,20,4,1,0.025,1,KINETIC,0,,,5,1,,,,,,,300,100,10,1000,,,DO_NOT_AIM,"missile6,  ls_orky_bp",,Орочий,,Давление,Быстрая,Грот,,,"Запускает турель со спаренной большой шутой, которая преследует и обстреливает захваченную цель",,,,,
Полезная нагрузка реактивной шуты,ls_jet_shoota_payload,0,,0,450,,30,,2,45,0,,,,KINETIC,0,,,0.1,,,0,15,1,5,,600,,,1000,,,SYSTEM,,,,,,,,,,,,,,,
Пусковая реактивной шуты,ls_shoota_launcha,0,,1200,2400,,600,,,15,7,2,0.075,1,KINETIC,0,,,5,1,,,,,,,300,100,10,1000,,,DO_NOT_AIM,"missile9,  ls_orky_bp",,Орочий,,Давление,Быстрая,Грот,,,"Запускает турель со спаренной большой шутой, которая преследует и обстреливает захваченную цель",,,,,
Мастерская реактивной шуты,ls_shoota_factory,1,,4000,2400,,600,,,5,16,4,0.20,2,KINETIC,0,,,5,2,0.2,,,,,,300,100,10,1000,,,DO_NOT_AIM,"missile15,  ls_orky_bp",,Орочий,,Давление,Быстрая,Грот,,,"Запускает турель со спаренной большой шутой, которая преследует и обстреливает захваченную цель",,,,,
Рельс торпеды Wrecka,ls_torpedo_rail,0,,200,1500,,2500,,75,10,3,2,,,HIGH_EXPLOSIVE,0,,,20,,,5,0,0,0,,300,100,6,800,,,STRIKE,"strike8, rocket2, ls_orky_bp",,Орочий,,Ударное,Средняя,Нет,,,"Очень прочный снаряд, случайно требует от %s для взведения и может пролететь от %s своей обычной дальности.",0.5-2  секунд | 75% - 125% ,,,TRUE,
Труба торпеды Wrecka,ls_torpedo_toob,0,,1200,1500,,2500,,75,20,8,8,,,HIGH_EXPLOSIVE,0,,,10,,,5,0,0,0,,300,100,6,800,,,STRIKE,"strike10, rocket3, ls_orky_bp",,Орочий,,Ударное,Средняя,Нет,,,"Очень прочный снаряд, случайно требует от %s для взведения и может пролететь от %s своей обычной дальности.",0.5-2  секунд | 75% - 125% ,,,TRUE,
Стойка торпед Wrecka,ls_torpedo_rack,1,,3000,1500,,2500,,75,20,20,16,,,HIGH_EXPLOSIVE,0,,,10,2,0.25,5,0,0,0,,300,100,6,800,,,STRIKE,"strike14, rocket3, ls_orky_bp",,Орочий,,Ударное,Средняя,Нет,,,"Очень прочный снаряд, случайно требует от %s для взведения и может пролететь от %s своей обычной дальности.",0.5-2  секунд | 75% - 125% ,,,TRUE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Деффган,ls_deffgun,1,,1000,700,,100,,10,15,10,,,,KINETIC,80,,,0.8,6,0.2,0,15,2.5,6,,700,,,30,,,,"kinetic9, ls_ds_bp",,Смерточерепа,,Универсальное,,,,,"Случайно стреляет снарядом одного из следующих видов оружия:
%s
%s
%s
%s
%s",30% тяжелая мортира |20% тяжелая автопушка |20% Thumper | 20% автопушка Arbalest | 10% зенитная пушка,,,,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Гвоздь-бласта,ls_nail_blasta,1,,1800,700,,250,300,50,25,13,40,,,KINETIC,200,,,3,6,0.2,0,5,1,5,,1000,,,,,,,"kinetic14, ls_es_bp",,Злые Солнца,,Против щитов,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Кастом-шута,ls_kustom_shoota,0,,400,500,,45,,2,45,4,,,,ENERGY,20,,,0.25,,,0,5,0.25,6,,700,,,10,,,PD,"energy4,pd4, ls_bm_bp",,Дурные Луны,,Универсальное,,,,,Стреляет быстрее при более высоком уровне нагрузки корабля.,,,,,21
Шикарное орудие,ls_snazzgun,1,,800,600,,80,,2,45,8,,,,ENERGY,80,,,0.4,1,,0,12,2,6,,800,,,10,,,ANTI_FTR,"energy7, ls_bm_bp",,Дурные Луны,,Универсальное,,,,,"Шанс случайно применить один из следующих эффектов при попадании:

Бум-бласта: %s
Ззаппи-шокка: %s
Плавящая бурна: %s","Вызывает небольшой взрыв по области, наносящий 80 фугасного урона| Вызывает малый ЭМИ-импульс, наносящий 10 энергетического и 80 ЭМИ-урона | При попадании по корпусу, наносит 25 прямого урона броне",,,,2
Шикарный каннон,ls_snazz_cannon,2,,2200,700,,175,,2,20,14,,,,ENERGY,175,,,0.5,1,,0,12,2,6,,800,,,10,,,,"energy12, ls_bm_bp",,Дурные Луны,,Универсальное,,,,,"Шанс случайно применить один из следующих эффектов при попадании:

Бум-бласта: %s
Ззаппи-шокка: %s
Плавящая бурна: %s","Вызывает небольшой взрыв по области, наносящий 150 фугасного урона| Вызывает малый ЭМИ-импульс, наносящий 20 энергетического и 150 ЭМИ-урона | При попадании по корпусу, наносит 40 прямого урона броне",,,,2
Шикарный мега-каннон,ls_snazz_mega_cannon,2,,4500,800,,350,,20,10,26,,,,ENERGY,450,,,1,2,0.25,,12,2,6,,800,,,,,,,"energy18, he17, kinetic17, ls_bm_bp",,Дурные Луны,,Универсальное,,,,,"Применяет один из следующих эффектов при попадании:

Бум-бласта: %s
Ззаппи-шокка: %s
Плавящая бурна: %s
Тумпа: %s","Вызывает небольшой взрыв по области, наносящий 300 фугасного урона|Вызывает потенциально пробивающий щит ЭМИ-импульс, наносящий 50 энергетического и 300 ЭМИ-урона|При попадании по корпусу наносит 80 прямого урона броне|Наносит сильный импульс при попадании",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Скорча-ракета,ls_skorcha_rokkit,0,,150,1200,,200,,,30,4,2,,,HIGH_EXPLOSIVE,,,,,,,,,,,,400,100,3,200,,,SYSTEM,"rocket7, strike0, no_drop, no_drop_salvage",,Орочий,,Универсальное,Быстрая,,,,"Взрывается рядом с целью волной пламени, нанося энергетический урон.",,,,,
Полезная нагрузка скорча-ракеты,ls_Skorcha_Rokkit_payload,0,,0,300,,25,,3,60,5,60,3,30,ENERGY,0,,,0.05,2,0.05,0,0,0,0,,500,,,,,,SYSTEM,,,,,,,,,,,,,,,
Бомбовый отсек,ls_bomb,0,,300,1500,,300,,30,15,5,30,,,HIGH_EXPLOSIVE,0,,0,2,4,0.1,0,0,0,0,,20,20,30,200,,,"STRIKE,SYSTEM, BOMB","no_drop, no_drop_salvage",,Орочий,,Универсальное,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Стикка,ls_stikka,0,,200,700,,220,,50,25,3,,,,KINETIC,50,,,2.5,,,,,,,,600,600,1.25,300,,,,"kinetic4, ls_sb_bp",,Змеекусы,,Против щитов,Быстрая,,,,"На дальность не влияют модификации корпуса, улучшающие дальность.",,,,,
Тяжелая пусковая сквигов,ls_heavy_squig_launcher,0,,1000,800,,150,,30,20,9,,,,HIGH_EXPLOSIVE,100,,,2.75,3,0.25,0,12,2,6,,500,,,,,,ANTI_FTR,"he8, ls_sb_bp",,Змеекусы,,Против брони/истребителей,,,,,"Выпускает разные типы сквигов в зависимости от цели корабля.

Против легких целей и истребителей используется бомба-сквиг, наносящая %s по области.

Против крупных целей используется желчный сквиг, наносящий %s и создающий лужу, которая замедляет цель.",150 фугасного урона| 100 фугасного урона | 100 | 10,,,,1
Бум-сквиг,ls_bomb_squig,,,,800,,150,,30,,,,,,HIGH_EXPLOSIVE,,,,,,,0,12,2,6,,500,300,2.5,150,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
Желчный сквиг,ls_bile_squig,,,,800,,100,,30,,,,,,HIGH_EXPLOSIVE,,,,,,,0,12,2,6,,500,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Снайпа-шута,ls_sniper_shoota,0,,300,600,,40,,2,40,5,,,,KINETIC,25,,1.5,3,20,0.125,0,10,1,5,,700,,,10,,,,"kinetic6, ls_ba_bp",,Кровавые Топоры,,Против щитов,,,,,Перед выстрелом требует захвата цели; в это время скорость поворота сильно снижена.,,,,,21
Комби-шута,ls_kombi_shoota,0,,450,500,,30,,2,40,5,30,3,30,KINETIC,10,,,0.2,,,0,10,1,5,,600,,,10,,,PD,"kinetic3,pd3, ls_orky_bp",,Орочий,,Многоцелевое (ПВО),,,,,"Пока у оружия остается %s боезапаса, каждый выстрел имеет шанс выпустить мини-ракету, наносящую %s урона.",50% | 125 фугасного урона,,,,21
Стикк-бомма,ls_stikk_bomma,0,,1000,600,,300,,30,20,3,4,0.25,2,FRAGMENTATION,,,,1.75,2,0.25,0,10,3,3,,400,350,1.5,80,,,"ANTI_FTR ,PD","pd4, ls_ba_bp",,Кровавые Топоры,,Против истребителей,,,,,,150 фугасного урона| 100 фугасного урона | 100 | 10,,,,1
Точный каннон,ls_precision_kannon,1,,1200,700,,70,,2,20,12,,,,KINETIC,55,,1.5,3.5,30,0.125,,12,1,5,,800,,,,,,,"kinetic11, ls_ba_bp",,Кровавые Топоры,,Против щитов,,,,,"Перед выстрелом требует захвата цели; в это время скорость поворота сильно снижена.

Взрывной наконечник наносит %s дополнительного фугасного урона при попадании по корпусу.",30 фугасного урона,,,,
Круша-каннон,ls_krusha_kannon,1,,1500,800,,350,,30,15,14,,,,ENERGY,350,,0,2.75,1,,0,12,6,4,,750,,,,,,ANTI_FTR,"he10,kinetic10, ls_ba_bp",,Кровавые Топоры,,Многоцелевое,,,,,"Стреляет разными типами снарядов в зависимости от цели корабля.

%s - используется против целей со щитами на большой дальности, наносит %s.

%s - универсальный снаряд, наносит %s с небольшим взрывом.

%s - выпускает %s.

Имеет %s шанс осечки.",Щитолом| 350 кинетического урона | Бум-снаряд | 350 фугасного урона | ломовой канистер | 6 осколков с 90 фугасного урона| 25%,,,,1
Круша - бум-снаряд,ls_boom_shell,,,,800,,350,,30,,,,,,HIGH_EXPLOSIVE,,,,,,,0,12,2,6,,750,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
Круша - щитолом,ls_shield_breaka,,,,800,,350,,30,,,,,,KINETIC,,,,,,,0,12,2,6,,750,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
Круша - ломовой канистер,ls_kanister_frag,,,,800,,90,,30,,,,,,HIGH_EXPLOSIVE,,,,,,,0,12,2,6,,750,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,
Круша-батарея,ls_krusha_battery,2,,5500,800,,350,,30,8,25,,,,HIGH_EXPLOSIVE,350,,0,2.75,3,0.25,0,10,2,6,,750,,,,,,ANTI_FTR,"he14,kinetic14, ls_ba_bp",,Кровавые Топоры,,Многоцелевое,,,,,"Стреляет разными типами снарядов в зависимости от цели корабля.

%s - используется против целей со щитами на большой дальности, наносит %s.

%s - универсальный снаряд, наносит %s с небольшим взрывом.

%s - выпускает %s.

Имеет %s шанс осечки.",Щитолом| 350 кинетического урона | Бум-снаряд | 350 фугасного урона | ломовой канистер | 6 осколков с 90 фугасного урона| 25%,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
