name,id,tier,rarity,tech/manufacturer,tags,uiTags,base value,unlocked,hidden,hiddenEverywhere,cost_frigate,cost_dest,cost_cruiser,cost_capital,script,desc,short,sModDesc,sprite
Модульный щит,dpl_modulizedshield,5,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_ModulizedShields,"На корабле установлены компактные щитовые модули, из-за чего невозможно установить другие генераторы щитов. Преимущество такой конструкции в том, что щиты меньше зависят от плазменных ядер корабля и имеют независимое состояние потока. Но при уничтожении каждого модуля его взрыв также наносит кораблю значительный урон.",Устанавливает щиты как независимые модули.,,graphics/hullmods/dpl_modulized_shields.png
Расширение фазовых катушек,dpl_phase_extension,3,,Лаборатория фазовых технологий Доминиона,"special, phase, no_build_in, no_drop, no_drop_salvage, req_spaceport",Фаза,15000,,,,15,20,25,35,data.hullmods.dpl_ExtendedCoils,"Фазовым катушкам становится труднее поддерживать связь с обычным пространством по мере роста жесткого потока корабля, что сильно снижает максимальную скорость, пока катушки пытаются сохранить сцепление.

Создание фрактальных расширений фазовых катушек в корпусе корабля повышает порог, на котором скорость достигает минимума, на %s. Для стандартных катушек без других модификаций это меняет порог с %s до %s. Эта модификация совместима со всеми другими модификациями корпуса, но не может быть встроенной.",Снижает влияние жесткого потока на максимальную скорость в фазе.,,graphics/hullmods/dpl_phase_coils_extended.png
Запутанные системы,dpl_entangled_systems,5,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_EntangledSystem,"Как сложная экспериментальная платформа, этот корабль имеет запутанные корабельные системы. Если на корабле есть D-мод, все его системы будут затронуты, а процесс индукции мотков нарушится. Это приведет к штрафу %s к урону корабля и отключит его корабельную систему.","Если на корабле есть D-мод, он получает штраф к урону.",,graphics/hullmods/detach_never.png
Особый ангар,dpl_special_hanger,5,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_SpecialHanger,Ангары этого корабля специализированы для поддержки истребителей Domain Phase Lab и не могут обслуживать истребители других конструкций стоимостью более %s очков вооружения.,Специализированные ангары для истребителей Domain Phase Lab.,,graphics/hullmods/dpl_special_hanger.png
Система анализа цели,dpl_energy_charger,,,Лаборатория фазовых технологий Доминиона,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_EnergyCharger,"На корабле установлено продвинутое устройство, помогающее операторам оружия проводить анализ цели во время стрельбы. Оно увеличивает весь урон оружия корабля и время перезарядки на %s. Эффект устройства значительно усиливается, если на корабле есть фазовые катушки, поэтому бонус урона для фазовых кораблей удваивается.

""Готовсь! Целься! Огонь!""",Увеличивает урон оружия и время перезарядки.,,graphics/hullmods/dpl_energy_charger.png
Энергетический ускоритель,dpl_energy_feed_sys,,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_ConstantEnergyCharger,"На корабле установлено продвинутое устройство, постоянно ускоряющее энергетическое оружие. Увеличивает скорострельность энергетического оружия на %s и снижает генерацию потока энергетическим оружием на %s.",Увеличивает скорострельность оружия и снижает стоимость потока.,,graphics/hullmods/dpl_energy_feed_sys.png
Подача боеприпасов Mad Hooks,dpl_mad_hooks_ammo,,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_MadHooksAmmoFeed,Этот корабль получает 100-процентный бонус к скорострельности баллистического оружия.,Увеличивает скорострельность баллистического оружия.,,graphics/hullmods/detach_never.png
Темпоральная система наведения,dpl_temporal_core,5,,Лаборатория фазовых технологий Доминиона,"req_spaceport, special, no_drop, no_drop_salvage",Особое,10000,,,,0,0,25,35,data.hullmods.dpl_TemporalCore,Эта особая система наведения использует темпоральные принципы для дальнейшего увеличения дальности оружия и обычно работает вместе с другими ядрами наведения. Дополнительно увеличивает дальность баллистического и энергетического оружия на %s. Дальность оружия точечной обороны увеличивается только на %s.,Увеличивает дальность неракетного оружия.,,graphics/hullmods/dpl_temporal_core.png
Логистический центр,dpl_logistic_center,5,,Лаборатория фазовых технологий Доминиона,"req_spaceport, special, no_drop, no_drop_salvage",Особое,10000,,,,0,0,25,35,data.hullmods.dpl_LogisticCenter,"Этот особый логистический центр значительно снижает логистическую стоимость вашего флота, уменьшая стоимость развертывания каждого корабля в бою.",Снижает ОР кораблей.,"При интеграции логистического центра в корабль его ОР будет снижена на %s вместо %s, но это снижение не имеет верхнего предела.",graphics/hullmods/dpl_logistic_center.png
Модифицированный ангар,dpl_modified_hangar,5,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_ModifiedHanger,"На корабле установлено все оборудование, необходимое для ангара и соответствующего малого флота кораблей поддержки.

Эффективность Converted Hangar соответствует полноценному истребительному отсеку: все штрафы и модификаторы, включая влияние на стоимость развертывания корабля, отменяются.",Усиливает Converted Hangar и убирает его штрафы.,,graphics/hullmods/dpl_modified_hangar.png
Фазовый ангар,dpl_phase_hangar,,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_PhaseHanger,"Ангары этого корабля способны сильно изменять локальную структуру пространства-времени, позволяя ближайшим истребителям ненадолго входить в фазовое пространство и выполнять посадку или запуск, когда сам корабль находится в фазовом пространстве.

В результате, когда корабль находится в фазе, локальное время в ангарах совпадает с остальными системами: время перевооружения и обслуживания истребителей получает тот же бонус ускорения от фазового плаща и фазового якоря, что и оружие.",Ангары получают бонус скорости от фазового плаща и фазового якоря.,,graphics/hullmods/dpl_phase_hangar.png
Фабрика дронов разрыва,dpl_anomaly_bay,,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_AnomalyBay,"Сложное оборудование этого корабля предназначено для быстрого производства фазовых дронов разрыва, но при правильных командах может помогать и другим истребителям. Снижает время пополнения истребителей на %s.",Снижает время пополнения истребителей.,Скорость восстановления пополнения всех истребителей дополнительно увеличивается на %s для крейсеров и на %s для капитальных кораблей.,graphics/hullmods/dpl_anomaly_bay.png
Завод сборки дронов,dpl_anomaly_hanger,2,,Лаборатория фазовых технологий Доминиона,"req_spaceport, special, no_drop, no_drop_salvage, merc, standard",,,,,,0,0,15,25,data.hullmods.dpl_AnomalyHanger,"Устанавливает сложное оборудование, позволяющее кораблю оснащаться фазовыми дронами разрыва.",Позволяет кораблю оснащаться фазовыми дронами разрыва.,Скорость восстановления пополнения всех истребителей дополнительно увеличивается на %s для крейсеров и на %s для капитальных кораблей.,graphics/hullmods/dpl_anomaly_hanger.png
Потоковый переходник,dpl_flux_gate,,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_FluxGate,Корабль рассеивает жесткий поток через истребители в радиусе %s вокруг себя; скорость рассеивания составляет %s от его скорости рассеивания мягкого потока.,"Корабль рассеивает жесткий поток, если рядом есть истребители.",,graphics/hullmods/dpl_flux_gate.png
Особая броня,dpl_special_armor,5,,Лаборатория фазовых технологий Доминиона,"req_spaceport, special, no_drop, no_drop_salvage",Особое,10000,,,,5,10,15,25,data.hullmods.dpl_SpecialArmor,"Использование новых материалов для снижения веса брони увеличивает максимальную скорость корабля в бою на %s/%s/%s/%s единиц/сек, в зависимости от размера корпуса.

Однако общий показатель брони снижается на %s из-за хрупкости нового материала, а общий коэффициент потока щита за полученный урон увеличивается на %s из-за поляризационного возмущения щита, вызванного этим материалом.","Увеличивает скорость, снижает броню.",,graphics/hullmods/dpl_special_armor.png
Перегрузка оружия,dpl_weapon_overcharge,5,,Лаборатория фазовых технологий Доминиона,"req_spaceport, special, no_drop, no_drop_salvage",Особое,10000,,,,10,15,20,30,data.hullmods.dpl_WeaponOvercharge,"Установка новых протоколов выходной мощности реактора и перегрузка оружия увеличивает урон корабля на %s.

Побочные эффекты: реакторы становятся разрушительнее при взрыве, корабль уязвимее, а щиты нестабильнее. Общая прочность корпуса снижается на %s, броня снижается на %s, а общий коэффициент потока щита за полученный урон также увеличивается на %s.","Увеличивает урон, снижает прочность корпуса.",,graphics/hullmods/dpl_weapon_overcharge.png
Анимация аномалии,dpl_anomaly_animation,5,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_AnomalyAnimation,"Служебная модификация корпуса, привязывающая анимации к аномальным истребителям.",Только служебная модификация корпуса. Реальной пользы нет.,,graphics/hullmods/detach_never.png
,,,,,,,,,,,,,,,,,,,
ЭМ-фокусирующая линза,dpl_focus_lens,,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_BeamCoherer,<tooltip создается скриптом>,Увеличивает базовую дальность лучевого оружия.,,graphics/hullmods/dpl_flux_gate.png
,,,,,,,,,,,,,,,,,,,
Оборонительная конструкция,dpl_pd_targeting_core,,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_PDTargetingCore,<tooltip создается скриптом из-за секций>,Снижает базовую дальность всего оружия. Не-ПВО оружие также получает крупные штрафы к урону.,Дополнительно увеличивает урон энергетического оружия на %s.,graphics/hullmods/dpl_pd_targeting.png
Тяжелая энергетическая интеграция,dpl_hei,,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_HeavyEnergyIntegration,Снижает стоимость крупных энергетических орудий в очках вооружения на %s.,Снижает стоимость крупных энергетических орудий в очках вооружения.,,graphics/hullmods/dpl_hei.png
,,,,,,,,,,,,,,,,,,,
Удаленный приемник потока,dpl_flux_escort,5,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_FluxEscort,"Когда этот корабль находится примерно в пределах %s единиц от дружественного капитального корабля с Удаленным проектором потока, рассеивание потока этого корабля снижается на %s. Это количество рассеивания передается ближайшему дружественному капитальному кораблю с Удаленным проектором потока в пределах дальности.",Передает часть рассеивания потока этого корабля ближайшему дружественному капитальному кораблю в заданном радиусе.,Передаваемое количество рассеивания потока дополнительно увеличивается на %s.,graphics/hullmods/dpl_flux_gate.png
Удаленный проектор потока,dpl_flux_escorted,2,,Лаборатория фазовых технологий Доминиона,"req_spaceport, special, no_build_in, merc, standard",Особое,8000,,,,0,0,0,15,data.hullmods.dpl_FluxEscorted,"За каждый фрегат с Удаленным приемником потока примерно в пределах %s единиц от этого корабля рассеивание потока этого корабля увеличивается на %s. Если фрегат имеет S-модифицированный Удаленный приемник потока, бонус от него дополнительно увеличивается на %s. Максимальное увеличение рассеивания потока составляет %s.",Получает часть рассеивания потока от всех особых фрегатов сопровождения в заданном радиусе.,,graphics/hullmods/dpl_flux_gate.png
,,,,,,,,,,,,,,,,,,,
Коллектор плазменных мотков,dpl_mote_count,5,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.dpl_MoteCounter,"Каждый раз, когда этот корабль генерирует поток, равный %s от максимального потока, его плазменные ядра сохраняют моток. Каждый моток наносит %s урона и создает такое же количество мягкого потока при выпуске корабельной системой. Можно хранить до %s мотков.",Хранит особые мотки для этого корабля.,,graphics/hullmods/dpl_plasma_coupling.png
Генератор мотков,dpl_clarinet_mote,5,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.dpl_ClarinetMote,"Каждые %s секунд его плазменные ядра получают моток, до максимума в %s мотков. Если мотков становится больше, плазменные ядра теряют один моток. Всего можно хранить до %s мотков. Каждый моток наносит %s урона и создает %s мягкого потока при выпуске корабельной системой.",Хранит особые мотки для этого корабля.,,graphics/hullmods/dpl_clarinet_mote.png
,,,,,,,,,,,,,,,,,,,
Сгоревшая электроника,dpl_burnt_electronics,,,,,,,,TRUE,TRUE,0,0,0,0,data.hullmods.dpl_BurntElectronics,"Электронные системы этого корабля полностью сгорели в крупном взрыве, вызванном фазовым резонансом. Добавляет крупный штраф к шансу неисправностей, корпусу и щиту корабля.",Корабль полностью испорчен без полной реставрации.,,graphics/hullmods/detach_never.png
,,,,,,,,,,,,,,,,,,,
Поглощение урона,dpl_damage_absorption,5,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_Damage_Absorption,"На корабле установлен особый модуль преобразования энергии, поглощающий урон за основной корпус. Если осталось не менее двух модулей, они поглощают %s урона для корпуса. Если остался один модуль, он поглощает %s урона для корпуса. Эффект исчезает, если корабль теряет все модули.",Модули поглощают урон за корабль.,,graphics/hullmods/shared_flux_sink.png
Перезагрузка Предтеч,dpl_precursor_reboot,5,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_Precursor_Reboot,Этот корабль возрождается каждые 20 секунд.,Корабль периодически возрождается.,,graphics/hullmods/shared_flux_sink.png
Двигатель Предтеч,dpl_precursor_engine,5,,,,,,,TRUE,,0,0,0,0,data.hullmods.dpl_Precursor_EngineFix,Двигатель этого корабля никогда не получает повреждений.,Двигатель корабля никогда не повреждается.,,graphics/hullmods/shared_flux_sink.png
