id,type,frame,magnitude,map,path
ls_terror_ds,ship,,1.5,normal,graphics/maps/ships/ls_terror_ds_normal.png
ls_terror_ds_cv,ship,,1.5,normal,graphics/maps/ships/ls_terror_ds_cv_normal.png
ls_terror_es,ship,,1.5,normal,graphics/maps/ships/ls_terror_es_normal.png
ls_terror_es_cv,ship,,1.5,normal,graphics/maps/ships/ls_terror_es_cv_normal.png
ls_wayfarer_bm,ship,,1.5,normal,graphics/maps/ships/ls_wayfarer_bm_normal.png
ls_wolf_bm,ship,,1.5,normal,graphics/maps/ships/ls_wolf_bm_normal.png
miko_redcomet,ship,,1.5,normal,graphics/maps/ships/miko_redcomet_normal.png
ls_miko_es,ship,,1.5,normal,graphics/maps/ships/ls_miko_looted_normal.png
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
ls_mega_bubble_blasta,hardpoint,,1.5,normal,graphics/maps/weapons/ls_mega_bubble_blasta_normal.png
ls_onihime_front_left,turret,,1.5,normal,graphics/maps/weapons/ls_onihime_mid_right_normal.png
ls_onihime_front_right,turret,,1.5,normal,graphics/maps/weapons/ls_onihime_front_right_normal.png
ls_onihime_mid_left,turret,,1.5,normal,graphics/maps/weapons/ls_onihime_mid_left_normal.png
ls_onihime_mid_right,turret,,1.5,normal,graphics/maps/weapons/ls_onihime_mid_right_normal.png
ls_onihime_tail,turret,,1.5,normal,graphics/maps/weapons/ls_onihime_tail_normal.png
,,,,,
ls_hulk_deco,turret,,1.5,normal,graphics/maps/weapons/ls_deco_hulk_left_normal.png
ls_yaroudomo_deco,turret,,1.5,normal,graphics/maps/weapons/ls_yaroudomo_deco_normal.png
ls_mekbox_deco,turret,,1.5,normal,graphics/maps/weapons/ls_deco_mek_box_normal.png
,,,,,
ls_kan_ds_padl,turret,,1.5,normal,graphics/maps/weapons/ls_kan_ds_pad_l_normal.png
ls_kan_ds_padr,turret,,1.5,normal,graphics/maps/weapons/ls_kan_ds_pad_r_normal.png
,,,,,
ls_bigshoota_kan,turret,,1.5,normal,graphics/maps/weapons/ls_kan_ds_shoota_normal.png
ls_grotzooka_kan,turret,,1.5,normal,graphics/maps/weapons/ls_kan_grotzooka_normal.png
,,,,,
ls_kustom_mega_blasta,turret,,1.5,normal,graphics/maps/weapons/ls_kustom_mega_blasta_turret_base_normal.png
ls_kustom_mega_blasta,hardpoint,,1.5,normal,graphics/maps/weapons/ls_kustom_mega_blasta_hardpoint_base_normal.png
,,,,,
ls_kustom_mega_cannon,turret,,1.5,normal,graphics/maps/weapons/ls_kustom_mega_cannon_turret_base_normal.png
ls_kustom_mega_cannon,hardpoint,,1.5,normal,graphics/maps/weapons/ls_kustom_mega_cannon_hardpoint_base_normal.png
,,,,,
ls_bubble_chukka,turret,,1.5,normal,graphics/maps/weapons/ls_bubble_chukka_turret_base_normal.png
ls_bubble_chukka,hardpoint,,1.5,normal,graphics/maps/weapons/ls_bubble_chukka_hardpoint_base_normal.png
,,,,,
ls_doomdiva_launcha,turret,,1.5,normal,graphics/maps/weapons/ls_doomdiva_launcher_turret_base_normal.png
ls_doomdiva_launcha,hardpoint,,1.5,normal,graphics/maps/weapons/ls_doomdiva_launcher_hardpoint_base_normal.png
,,,,,
ls_doomdiva,missile,,1.5,normal,graphics/maps/weapons/ls_doomdiva_normal.png
,,,,,
ls_eye_of_mork,turret,,1.5,normal,graphics/maps/weapons/ls_eye_of_mork_turret_base_normal.png
ls_eye_of_mork,hardpoint,,1.5,normal,graphics/maps/weapons/ls_eye_of_mork_hardpoint_base_normal.png
,,,,,
ls_grot_hanger,turret,,1.5,normal,graphics/maps/weapons/ls_grot_hanger_turret_base_normal.png
ls_grot_hanger,hardpoint,,1.5,normal,graphics/maps/weapons/ls_grot_hanger_hardpoint_base_normal.png
,,,,,
ls_grot_bomm,missile,,1.5,normal,graphics/maps/weapons/ls_grot_bomm_normal.png
ls_rokkit,missile,,1.5,normal,graphics/maps/weapons/ls_rokkit_normal.png
,,,,,
ls_grot_launcha,turret,,1.5,normal,graphics/maps/weapons/ls_grot_launcha_turret_base_normal.png
ls_grot_launcha,hardpoint,,1.5,normal,graphics/maps/weapons/ls_grot_launcha_hardpoint_base_normal.png
,,,,,
ls_grot_rail,turret,,1.5,normal,graphics/maps/weapons/ls_grot_rail_turret_base_normal.png
ls_grot_rail,hardpoint,,1.5,normal,graphics/maps/weapons/ls_grot_rail_hardpoint_base_normal.png
,,,,,
ls_rokkit_launcha,turret,,1.5,normal,graphics/maps/weapons/ls_rokkit_turret_base_normal.png
ls_rokkit_launcha,hardpoint,,1.5,normal,graphics/maps/weapons/ls_rokkit_hardpoint_base_normal.png
,,,,,
ls_rokkit_pod,turret,,1.5,normal,graphics/maps/weapons/ls_rokkitpod_turret_base_normal.png
ls_rokkit_pod,hardpoint,,1.5,normal,graphics/maps/weapons/ls_rokkitpod_hardpoint_base_normal.png
,,,,,
ls_tellyporta_blasta,turret,,1.5,normal,graphics/maps/weapons/ls_tellyporta_turret_base_normal.png
ls_tellyporta_blasta,hardpoint,,1.5,normal,graphics/maps/weapons/ls_tellyporta_hardpoint_base_normal.png
,,,,,
ls_zzap_cannon,turret,,1.5,normal,graphics/maps/weapons/ls_zzap_cannon_turret_base_normal.png
ls_zzap_cannon,hardpoint,,1.5,normal,graphics/maps/weapons/ls_zzap_cannon_hardpoint_base_normal.png
,,,,,
ls_zzappa,turret,,1.5,normal,graphics/maps/weapons/ls_zzappa_turret_base_normal.png
ls_zzappa,hardpoint,,1.5,normal,graphics/maps/weapons/ls_zzappa_hardpoint_base_normal.png
,,,,,
ls_lasher_es,turret,,1.5,normal,graphics/maps/weapons/ls_lasher_es_normal.png
ls_lasher_es,hardpoint,,1.5,normal,graphics/maps/weapons/ls_lasher_es_normal.png
,,,,,
ls_megabommer_l,turret,,1.5,normal,graphics/maps/weapons/ls_megabommer_l_normal.png
ls_megabommer_l,hardpoint,,1.5,normal,graphics/maps/weapons/ls_megabommer_l_normal.png
ls_megabommer_r,turret,,1.5,normal,graphics/maps/weapons/ls_megabommer_r_normal.png
ls_megabommer_r,hardpoint,,1.5,normal,graphics/maps/weapons/ls_megabommer_r_normal.png
,,,,,
ls_scrapjet_es_l,turret,,1.5,normal,graphics/maps/weapons/ls_scrapjet_es_l_normal.png
ls_scrapjet_es_l,hardpoint,,1.5,normal,graphics/maps/weapons/ls_scrapjet_es_l_normal.png
ls_scrapjet_es_r,turret,,1.5,normal,graphics/maps/weapons/ls_scrapjet_es_r_normal.png
ls_scrapjet_es_r,hardpoint,,1.5,normal,graphics/maps/weapons/ls_scrapjet_es_r_normal.png
,,,,,
ls_smash_hamma_es_deco,turret,,1.5,normal,graphics/maps/weapons/ls_smash_hamma_es_deco_normal.png
ls_smash_hamma_es_deco,hardpoint,,1.5,normal,graphics/maps/weapons/ls_smash_hamma_es_deco_normal.png
,,,,,
ls_smol_rok_head,turret,,1.5,normal,graphics/maps/weapons/ls_smol_rok_head_normal.png
ls_smol_rok_head,hardpoint,,1.5,normal,graphics/maps/weapons/ls_smol_rok_head_normal.png
,,,,,
ls_star_krumpa_bow,turret,,1.5,normal,graphics/maps/weapons/ls_star_krumpa_bow_normal.png
ls_star_krumpa_bow,hardpoint,,1.5,normal,graphics/maps/weapons/ls_star_krumpa_bow_normal.png
,,,,,
ls_eagle_front,turret,,1.5,normal,graphics/maps/weapons/ls_eagle_front_normal.png
ls_eagle_front,hardpoint,,1.5,normal,graphics/maps/weapons/ls_eagle_front_normal.png
,,,,,
ls_looted_cerberus_ds,ship,,,material,graphics/maps/ships/Cerberus Looted 2_material.png
ls_laberus_ds,ship,,,material,graphics/maps/ships/Cerberus Looted_material.png
ls_mudskipper_ds,ship,,,material,graphics/maps/ships/mudskipper Looted_material.png
ls_brawler_ds,ship,,,material,graphics/maps/ships/ls_brawler_ds_material.png
ls_wayfarer_ds,ship,,,material,graphics/maps/ships/ls_wayfarer_ds_material.png
,,,,,
ls_hammerhead_ds,ship,,,material,graphics/maps/ships/ls_hammerhead_ds_material.png
ls_mule_ds,ship,,,material,graphics/maps/ships/mule_looted 2_material.png
ls_tarsus_ds,ship,,,material,graphics/maps/ships/tarsus_looted_material.png
,,,,,
,,,,,
ls_mora_ds,ship,,,material,graphics/maps/ships/mora looted_material.png
ls_venture_ds,ship,,,material,graphics/maps/ships/venture_orky_material.png
,,,,,
,,,,,
ls_tur_ds,ship,,,material,graphics/maps/ships/ls_tur_ds_material.png
ls_mek_box_ds,ship,,,material,graphics/maps/ships/ls_mek_box_ds_material.png
ls_heron_ds,ship,,,material,graphics/maps/ships/ls_heron_ds_material.png
ls_yaroudomo,ship,,,material,graphics/maps/ships/ls_yarodomo_ds_material.png
,,,,,
ls_hulk_ds,ship,,,material,graphics/maps/ships/ls_hulk_ds_material.png
,,,,,
ls_attack_fighta_ds,ship,,,material,graphics/maps/ships/broadsword Looted_material.png
ls_fighta_bomma_ds,ship,,,material,graphics/maps/ships/Fighta_Bomma_ds_material.png
,,,,,
ls_kan_ds,ship,,,material,graphics/maps/ships/ls_kan_ds_material.png
,,,,,
ls_onihime_bm,ship,,,material,graphics/maps/ships/onihime_looted_material.png
,,,,,
ls_attack_fighta_es,ship,,,material,graphics/maps/ships/attack_fighta_es_material.png
ls_big_rok_ds,ship,,,material,graphics/maps/ships/ls_big_rok_ds_material.png
ls_big_rok_left_ds,ship,,,material,graphics/maps/ships/ls_big_rok_left_ds_material.png
ls_big_rok_right_ds,ship,,,material,graphics/maps/ships/ls_big_rok_right_ds_material.png
ls_blasta_pod_bm,ship,,,material,graphics/maps/ships/ls_blasta_pod_material.png
ls_blitza_bomma_es,ship,,,material,graphics/maps/ships/ls_blitza_bomma_es_material.png
ls_bomma_ds,ship,,,material,graphics/maps/ships/ls_bomma_ds_material.png
ls_centurion_ds,ship,,,material,graphics/maps/ships/ls_centurion_ds_material.png
ls_dram_es,ship,,,material,graphics/maps/ships/ls_dram_es_material.png
ls_drillakilla_es,ship,,,material,graphics/maps/ships/ls_drillakila_es_material.png
ls_drilla_es,ship,,,material,graphics/maps/ships/ls_drilla_es_material.png
,,,,,
ls_eagle_ds,ship,,,material,graphics/maps/ships/ls_eagle_material.png
ls_eagle_es,ship,,,material,graphics/maps/ships/ls_eagle_es_material.png
ls_fighta_bomma_es,ship,,,material,graphics/maps/ships/fighta_bomma_es_material.png
ls_flame_rumbla_es,ship,,,material,graphics/maps/ships/ls_flame_rumbla_material.png
ls_haula,ship,,,material,graphics/maps/ships/ls_haula_material.png
ls_hound_es,ship,,,material,graphics/maps/ships/ls_hound_es_material.png
,,,,,
ls_kite_es,ship,,,material,graphics/maps/ships/ls_kite_es_material.png
,,,,,
,,,,,
ls_landa,ship,,,material,graphics/maps/ships/ls_landa_material.png
ls_lasher_es,ship,,,material,graphics/maps/ships/ls_lasher_es_material.png
ls_manticore_ds,ship,,,material,graphics/maps/ships/ls_manticore_material.png
ls_megabommer_ds,ship,,,material,graphics/maps/ships/ls_megabommer_material.png
ls_mega_haula,ship,,,material,graphics/maps/ships/ls_mega_haula_material.png
ls_miko_comet,ship,,,material,graphics/maps/ships/miko_redcomet_material.png
ls_miko_red_comet,ship,,,material,graphics/maps/ships/ls_miko_redcomet_es_material.png
ls_miningpod,ship,,,material,graphics/maps/ships/ls_miningpod_material.png
ls_mule_bm,ship,,,material,graphics/maps/ships/ls_mule_bm_material.png
ls_phaeton_es,ship,,,material,graphics/maps/ships/ls_phaeton_es_material.png
ls_rok_ds,ship,,,material,graphics/maps/ships/ls_rok_ds_material.png
ls_rok_ds_left,ship,,,material,graphics/maps/ships/ls_rok_left_material.png
ls_rok_ds_right,ship,,,material,graphics/maps/ships/ls_rok_right_material.png
ls_scrapjet_es,ship,,,material,graphics/maps/ships/ls_scrapjet_es_material.png
ls_shade_es,ship,,,material,graphics/maps/ships/ls_shade_es_material.png
ls_shoota_skipper_ds,ship,,,material,graphics/maps/ships/ls_shootaskipper_ds_material.png
ls_shootaskipper_es,ship,,,material,graphics/maps/ships/ls_shootaskipper_es_material.png
ls_skarfist_es,ship,,,material,graphics/maps/ships/ls_skarfist_es_material.png
ls_smash_hamma_es,ship,,,material,graphics/maps/ships/ls_smash_hamma_es_material.png
ls_smol_rok_ds,ship,,,material,graphics/maps/ships/ls_smol_rok_ds_material.png
ls_star_krumpa_ds,ship,,,material,graphics/maps/ships/ls_star_krumpa_material.png
ls_star_krumpa_es,ship,,,material,graphics/maps/ships/ls_star_krumpa_es_material.png
ls_terror_ds,ship,,,material,graphics/maps/ships/ls_terror_ds_material.png
ls_terror_ds_cv,ship,,,material,graphics/maps/ships/ls_terror_ds_cv_material.png
ls_terror_es,ship,,,material,graphics/maps/ships/ls_terror_es_material.png
ls_terror_es_cv,ship,,,material,graphics/maps/ships/ls_terror_es_cv_material.png
ls_wayfarer_bm,ship,,,material,graphics/maps/ships/ls_wayfarer_bm_material.png
ls_wolf_bm,ship,,,material,graphics/maps/ships/ls_wolf_bm_material.png
miko_redcomet,ship,,,material,graphics/maps/ships/miko_redcomet_material.png
ls_miko_es,ship,,,material,graphics/maps/ships/ls_miko_looted_material.png
,,,,,
ls_mega_bubble_blasta,hardpoint,,,material,graphics/maps/weapons/ls_mega_bubble_blasta_material.png
ls_onihime_front_left,turret,,,material,graphics/maps/weapons/ls_onihime_mid_right_material.png
ls_onihime_front_right,turret,,,material,graphics/maps/weapons/ls_onihime_front_right_material.png
ls_onihime_mid_left,turret,,,material,graphics/maps/weapons/ls_onihime_mid_left_material.png
ls_onihime_mid_right,turret,,,material,graphics/maps/weapons/ls_onihime_mid_right_material.png
ls_onihime_tail,turret,,,material,graphics/maps/weapons/ls_onihime_tail_material.png
,,,,,
ls_hulk_deco,turret,,,material,graphics/maps/weapons/ls_deco_hulk_left_material.png
ls_yaroudomo_deco,turret,,,material,graphics/maps/weapons/ls_yaroudomo_deco_material.png
ls_mekbox_deco,turret,,,material,graphics/maps/weapons/ls_deco_mek_box_material.png
,,,,,
ls_kan_ds_padl,turret,,,material,graphics/maps/weapons/ls_kan_ds_pad_l_material.png
ls_kan_ds_padr,turret,,,material,graphics/maps/weapons/ls_kan_ds_pad_r_material.png
,,,,,
ls_bigshoota_kan,turret,,,material,graphics/maps/weapons/ls_kan_ds_shoota_material.png
ls_grotzooka_kan,turret,,,material,graphics/maps/weapons/ls_kan_grotzooka_material.png
,,,,,
ls_kustom_mega_blasta,turret,,,material,graphics/maps/weapons/ls_kustom_mega_blasta_turret_base_material.png
ls_kustom_mega_blasta,hardpoint,,,material,graphics/maps/weapons/ls_kustom_mega_blasta_hardpoint_base_material.png
,,,,,
ls_kustom_mega_cannon,turret,,,material,graphics/maps/weapons/ls_kustom_mega_cannon_turret_base_material.png
ls_kustom_mega_cannon,hardpoint,,,material,graphics/maps/weapons/ls_kustom_mega_cannon_hardpoint_base_material.png
,,,,,
ls_bubble_chukka,turret,,,material,graphics/maps/weapons/ls_bubble_chukka_turret_base_material.png
ls_bubble_chukka,hardpoint,,,material,graphics/maps/weapons/ls_bubble_chukka_hardpoint_base_material.png
,,,,,
ls_doomdiva_launcha,turret,,,material,graphics/maps/weapons/ls_doomdiva_launcher_turret_base_material.png
ls_doomdiva_launcha,hardpoint,,,material,graphics/maps/weapons/ls_doomdiva_launcher_hardpoint_base_material.png
,,,,,
ls_doomdiva,missile,,,material,graphics/maps/weapons/ls_doomdiva_material.png
,,,,,
ls_eye_of_mork,turret,,,material,graphics/maps/weapons/ls_eye_of_mork_turret_base_material.png
ls_eye_of_mork,hardpoint,,,material,graphics/maps/weapons/ls_eye_of_mork_hardpoint_base_material.png
,,,,,
ls_grot_hanger,turret,,,material,graphics/maps/weapons/ls_grot_hanger_turret_base_material.png
ls_grot_hanger,hardpoint,,,material,graphics/maps/weapons/ls_grot_hanger_hardpoint_base_material.png
,,,,,
ls_grot_bomm,missile,,,material,graphics/maps/weapons/ls_grot_bomm_material.png
ls_rokkit,missile,,,material,graphics/maps/weapons/ls_rokkit_material.png
,,,,,
ls_grot_launcha,turret,,,material,graphics/maps/weapons/ls_grot_launcha_turret_base_material.png
ls_grot_launcha,hardpoint,,,material,graphics/maps/weapons/ls_grot_launcha_hardpoint_base_material.png
,,,,,
ls_grot_rail,turret,,,material,graphics/maps/weapons/ls_grot_rail_turret_base_material.png
ls_grot_rail,hardpoint,,,material,graphics/maps/weapons/ls_grot_rail_hardpoint_base_material.png
,,,,,
ls_rokkit_launcha,turret,,,material,graphics/maps/weapons/ls_rokkit_turret_base_material.png
ls_rokkit_launcha,hardpoint,,,material,graphics/maps/weapons/ls_rokkit_hardpoint_base_material.png
,,,,,
ls_rokkit_pod,turret,,,material,graphics/maps/weapons/ls_rokkitpod_turret_base_material.png
ls_rokkit_pod,hardpoint,,,material,graphics/maps/weapons/ls_rokkitpod_hardpoint_base_material.png
,,,,,
ls_tellyporta_blasta,turret,,,material,graphics/maps/weapons/ls_tellyporta_turret_base_material.png
ls_tellyporta_blasta,hardpoint,,,material,graphics/maps/weapons/ls_tellyporta_hardpoint_base_material.png
,,,,,
ls_zzap_cannon,turret,,,material,graphics/maps/weapons/ls_zzap_cannon_turret_base_material.png
ls_zzap_cannon,hardpoint,,,material,graphics/maps/weapons/ls_zzap_cannon_hardpoint_base_material.png
,,,,,
ls_zzappa,turret,,,material,graphics/maps/weapons/ls_zzappa_turret_base_material.png
ls_zzappa,hardpoint,,,material,graphics/maps/weapons/ls_zzappa_hardpoint_base_material.png
,,,,,
ls_lasher_es,turret,,,material,graphics/maps/weapons/ls_lasher_es_material.png
ls_lasher_es,hardpoint,,,material,graphics/maps/weapons/ls_lasher_es_material.png
,,,,,
ls_megabommer_l,turret,,,material,graphics/maps/weapons/ls_megabommer_l_material.png
ls_megabommer_l,hardpoint,,,material,graphics/maps/weapons/ls_megabommer_l_material.png
ls_megabommer_r,turret,,,material,graphics/maps/weapons/ls_megabommer_r_material.png
ls_megabommer_r,hardpoint,,,material,graphics/maps/weapons/ls_megabommer_r_material.png
,,,,,
ls_scrapjet_es_l,turret,,,material,graphics/maps/weapons/ls_scrapjet_es_l_material.png
ls_scrapjet_es_l,hardpoint,,,material,graphics/maps/weapons/ls_scrapjet_es_l_material.png
ls_scrapjet_es_r,turret,,,material,graphics/maps/weapons/ls_scrapjet_es_r_material.png
ls_scrapjet_es_r,hardpoint,,,material,graphics/maps/weapons/ls_scrapjet_es_r_material.png
,,,,,
ls_smash_hamma_es_deco,turret,,,material,graphics/maps/weapons/ls_smash_hamma_es_deco_material.png
ls_smash_hamma_es_deco,hardpoint,,,material,graphics/maps/weapons/ls_smash_hamma_es_deco_material.png
,,,,,
ls_smol_rok_head,turret,,,material,graphics/maps/weapons/ls_smol_rok_head_material.png
ls_smol_rok_head,hardpoint,,,material,graphics/maps/weapons/ls_smol_rok_head_material.png
,,,,,
ls_star_krumpa_bow,turret,,,material,graphics/maps/weapons/ls_star_krumpa_bow_material.png
ls_star_krumpa_bow,hardpoint,,,material,graphics/maps/weapons/ls_star_krumpa_bow_material.png
,,,,,
ls_eagle_front,turret,,,material,graphics/maps/weapons/ls_eagle_front_material.png
ls_eagle_front,hardpoint,,,material,graphics/maps/weapons/ls_eagle_front_material.png
,,,,,
ls_looted_cerberus_ds,ship,,,surface,graphics/maps/ships/Cerberus Looted 2_surface.png
ls_laberus_ds,ship,,,surface,graphics/maps/ships/Cerberus Looted_surface.png
ls_mudskipper_ds,ship,,,surface,graphics/maps/ships/mudskipper Looted_surface.png
ls_brawler_ds,ship,,,surface,graphics/maps/ships/ls_brawler_ds_surface.png
ls_wayfarer_ds,ship,,,surface,graphics/maps/ships/ls_wayfarer_ds_surface.png
,,,,,
ls_hammerhead_ds,ship,,,surface,graphics/maps/ships/ls_hammerhead_ds_surface.png
ls_mule_ds,ship,,,surface,graphics/maps/ships/mule_looted 2_surface.png
ls_tarsus_ds,ship,,,surface,graphics/maps/ships/tarsus_looted_surface.png
,,,,,
,,,,,
ls_mora_ds,ship,,,surface,graphics/maps/ships/mora looted_surface.png
ls_venture_ds,ship,,,surface,graphics/maps/ships/venture_orky_surface.png
,,,,,
,,,,,
ls_tur_ds,ship,,,surface,graphics/maps/ships/ls_tur_ds_surface.png
ls_mek_box_ds,ship,,,surface,graphics/maps/ships/ls_mek_box_ds_surface.png
ls_heron_ds,ship,,,surface,graphics/maps/ships/ls_heron_ds_surface.png
ls_yaroudomo,ship,,,surface,graphics/maps/ships/ls_yarodomo_ds_surface.png
,,,,,
ls_hulk_ds,ship,,,surface,graphics/maps/ships/ls_hulk_ds_surface.png
,,,,,
ls_attack_fighta_ds,ship,,,surface,graphics/maps/ships/broadsword Looted_surface.png
ls_fighta_bomma_ds,ship,,,surface,graphics/maps/ships/Fighta_Bomma_ds_surface.png
,,,,,
ls_kan_ds,ship,,,surface,graphics/maps/ships/ls_kan_ds_surface.png
,,,,,
ls_onihime_bm,ship,,,surface,graphics/maps/ships/onihime_looted_surface.png
,,,,,
ls_attack_fighta_es,ship,,,surface,graphics/maps/ships/attack_fighta_es_surface.png
ls_big_rok_ds,ship,,,surface,graphics/maps/ships/ls_big_rok_ds_surface.png
ls_big_rok_left_ds,ship,,,surface,graphics/maps/ships/ls_big_rok_left_ds_surface.png
ls_big_rok_right_ds,ship,,,surface,graphics/maps/ships/ls_big_rok_right_ds_surface.png
ls_blasta_pod_bm,ship,,,surface,graphics/maps/ships/ls_blasta_pod_surface.png
ls_blitza_bomma_es,ship,,,surface,graphics/maps/ships/ls_blitza_bomma_es_surface.png
ls_bomma_ds,ship,,,surface,graphics/maps/ships/ls_bomma_ds_surface.png
ls_centurion_ds,ship,,,surface,graphics/maps/ships/ls_centurion_ds_surface.png
ls_dram_es,ship,,,surface,graphics/maps/ships/ls_dram_es_surface.png
ls_drillakilla_es,ship,,,surface,graphics/maps/ships/ls_drillakila_es_surface.png
ls_drilla_es,ship,,,surface,graphics/maps/ships/ls_drilla_es_surface.png
,,,,,
ls_eagle_ds,ship,,,surface,graphics/maps/ships/ls_eagle_surface.png
ls_eagle_es,ship,,,surface,graphics/maps/ships/ls_eagle_es_surface.png
