name,id,tier,rarity,tech/manufacturer,tags,uiTags,base value,unlocked,hidden,hiddenEverywhere,cost_frigate,cost_dest,cost_cruiser,cost_capital,script,desc,short,sModDesc,sprite
Бездонное преобразование экипажа (Хронос),rat_chronos_conversion,3,0,Изменение корпуса,"rat_alteration, rat alteration_no_drop, no_build_in, no_drop_salvage, restricted, codex_unlockable",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.abyssals.AbyssalCrewConversion,,,,graphics/hullmods/rat_chronos_conversion.png
Бездонное преобразование экипажа (Космос),rat_cosmos_conversion,3,0,Изменение корпуса,"rat_alteration, rat alteration_no_drop, no_build_in, no_drop_salvage, restricted, codex_unlockable",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.abyssals.AbyssalCrewConversion,,,,graphics/hullmods/rat_chosmos_conversion.png
Бездонное преобразование экипажа (Серафим),rat_seraph_conversion,3,0,Изменение корпуса,"rat_alteration, rat alteration_no_drop, no_build_in, no_drop_salvage, restricted, codex_unlockable",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.abyssals.AbyssalCrewConversion,,,,graphics/hullmods/rat_seraph_conversion.png
Бездонное преобразование экипажа (Первозданный),rat_primordial_conversion,3,0,Изменение корпуса,"rat_alteration, rat alteration_no_drop, no_build_in, no_drop_salvage, restricted, codex_unlockable",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.abyssals.AbyssalCrewConversion,,,,graphics/hullmods/rat_primordial_conversion.png
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Первозданный поток,rat_primordial_stream,3,0,Изменение корпуса,"rat_alteration, rat alteration_no_drop, no_build_in, no_drop_salvage, restricted, hide_in_codex",Особое,50000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.basic.PrimordialStreamHullmod,,,,graphics/hullmods/rat_primordial_stream.png
,,,,,,,,,,,,,,,,,,,
##Misc,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,#NOTE: Weights have been moved to dropgroups,,,,,,,,,,,,,,,,
Преобразование ИИ,rat_automated_conversion,3,1,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_150",Особое,25000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.AIConvertedShip,,,,graphics/hullmods/rat_ai_conversion.png
Дельта-помощник,rat_delta_assistant,3,1,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_150",Особое,25000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.basic.DeltaAIAssistantHullmod,,,,graphics/hullmods/rat_delta_ai.png
Незатронутое развертывание,rat_unaffected,3,1,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_150",Особое,25000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.basic.UnaffectedDeploymentHullmod,,,,graphics/hullmods/rat_unaffected.png
,,,,,,,,,,,,,,,,,,,
Контроль качества,rat_qualityAssurance,3,3,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_100",Особое,15000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.basic.QualityAssuranceHullmod,,,,graphics/hullmods/rat_quality_assurance.png
Баллистический фокус,rat_ballistic_focus,3,3,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_100",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.basic.BallisticFocusHullmod,,,,graphics/hullmods/rat_ballistic_focus.png
Энергетический фокус,rat_energy_focus,3,3,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_100",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.basic.EnergyFocusHullmod,,,,graphics/hullmods/rat_energy_focus.png
Продвинутый потоковый кристалл,rat_advanced_flux_crystal,3,3,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_100",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.relics.hullmods.alterations.AdvancedFluxCrystalHullmod,,,,graphics/hullmods/rat_flux_crystal.png
Фазовый стабилизатор,rat_phase_stabiliser,3,1.5,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_100",Особое,25000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.basic.PhaseStabiliserHullmod,,,,graphics/hullmods/rat_phase_stabiliser.png
,,,,,,,,,,,,,,,,,,,
Эффективные процедуры,rat_efficientProcedures,3,5,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_75",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.basic.EfficientProceduresHullmod,,,,graphics/hullmods/rat_efficient_procedures.png
Перегруженные системы,rat_overloaded_systems,3,5,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_75",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.basic.OverloadedSystemsHullmod,,,,graphics/hullmods/rat_overloaded_systems.png
Ракетные резервы,rat_missile_reserve,3,4,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_75",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.basic.MissileReserveHullmod,,,,graphics/hullmods/rat_missile_reserves.png
Темпоральная шестерня,rat_timegear,3,4,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_75",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.basic.TimegearHullmod,,,,graphics/hullmods/rat_timegear.png
Подготовка к развертыванию,rat_preperation,3,4,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_75",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.basic.DeploymentPreperation,,,,graphics/hullmods/rat_deployment.png
Перезапись поля двигателя,rat_drivefield_overwrite,3,5,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_75",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.basic.DrivefieldOverwriteHullmod,,,,graphics/hullmods/rat_drivefield_overwrite.png
Перенаправитель ускорения,rat_boost_redirector,3,2,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_75",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.relics.hullmods.alterations.BoostRedirectorHullmod,,,,graphics/hullmods/rat_boost_redirector.png
Мягкие щиты,rat_soft_shields,3,3,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_75",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.relics.hullmods.alterations.SoftShieldsHullmod,,,,graphics/hullmods/rat_soft_shields.png
,,,,,,,,,,,,,,,,,,,
##Fightersystems,,,,,,,,,,,,,,,,,,,
Темпоральный штурм,rat_temporalAssault,3,1.5,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_100",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.fightersystems.TemporalAssaultHullmod,,,,graphics/hullmods/rat_temporal_assault.png
Упорство,rat_perseverance,3,2.5,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_100",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.fightersystems.PerseveranceHullmod,,,,graphics/hullmods/rat_perseverance.png
Магнитный шторм,rat_magneticStorm,3,2.5,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_100",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.fightersystems.MagneticStormHullmod,,,,graphics/hullmods/rat_magnetic_storm.png
Плазматический щит,rat_plasmaticShield,3,2.5,Изменение корпуса,"rat_alteration, no_drop_salvage,  no_build_in, restricted, abyss, codex_unlockable, rat_fabricatable_100",Особое,10000,FALSE,FALSE,,0,0,0,0,assortment_of_things.abyss.hullmods.fightersystems.PlasmaticShieldHullmod,,,,graphics/hullmods/rat_plasmatic_shield.png
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
#Exo,,,,,,,,,,,,,,,,,,,
Экзосеть,rat_exogrid,0,,Экзо-технология,codex_require_related,,10000,FALSE,TRUE,FALSE,0,0,0,0,assortment_of_things.exotech.hullmods.ExogridHullmod,,,,graphics/hullmods/rat_exogrid.png
#Перегрузка экзосети,rat_exogrid_overload,0,,Экзо-технология,"offensive, no_build_in, rat_exo",,10000,TRUE,FALSE,FALSE,10,20,30,50,assortment_of_things.exotech.hullmods.ExogridOverloadHullmod,,,,graphics/hullmods/rat_exogrid_overload.png
ИИ экзо-истребителей,rat_exo_fighter_ai,0,,Экзо-технология,hide_in_codex,,10000,FALSE,TRUE,TRUE,0,0,0,0,assortment_of_things.exotech.hullmods.ExoFighterAIHullmod,,,,graphics/hullmods/rat_exogrid.png
Независимость экзо-истребителей,rat_exo_fighter_independence,0,,Экзо-технология,hide_in_codex,,10000,FALSE,TRUE,TRUE,0,0,0,0,assortment_of_things.exotech.hullmods.ExoFighterIndependenceHmod,,,,graphics/hullmods/rat_exogrid.png
Экспериментальная конструкция,rat_exo_experimental,0,,Экспериментальная экзо-технология,codex_require_related,,10000,FALSE,TRUE,FALSE,0,0,0,0,assortment_of_things.exotech.hullmods.ExperimentalDesignHullmod,,,,graphics/hullmods/rat_experimental_design.png
Фазосдвиговый щит,rat_phaseshift_shield,0,,Экспериментальная экзо-технология,codex_require_related,,10000,FALSE,TRUE,FALSE,0,0,0,0,assortment_of_things.exotech.hullmods.PhaseshiftShield,,,,graphics/hullmods/rat_phaserift_shields.png
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Варп-поле,rat_hypatia_hullmod,0,,Экзо-технология,codex_require_related,,10000,FALSE,TRUE,FALSE,0,0,0,0,assortment_of_things.exotech.hullmods.HypatiaHullmod,,,,graphics/hullmods/rat_hypatia_hullmod.png
Фазовая запутанность,rat_tylos_hullmod,0,,Экзо-технология,codex_require_related,,10000,FALSE,TRUE,FALSE,0,0,0,0,assortment_of_things.exotech.hullmods.TylosHullmod,,,,graphics/hullmods/rat_tylos_hullmod.png
Фазовая платформа,rat_apheidas_hullmod,0,,Экзо-технология,codex_require_related,,10000,FALSE,TRUE,FALSE,0,0,0,0,assortment_of_things.exotech.hullmods.ApheidasHullmod,,,,graphics/hullmods/rat_apheidas_hullmod.png
,,,,,,,,,,,,,,,,,,,
#Exo Alterations,,,,,,,,,,,,,,,,,,,
Автономные ангары,rat_autonomous_bays,3,1,Изменение корпуса,"rat_alteration, no_drop_salvage, no_build_in, restricted, exo, codex_unlockable",Особое,50000,FALSE,FALSE,,0,0,0,0,assortment_of_things.exotech.hullmods.alteration.AutonomousBaysHullmod,,,,graphics/hullmods/rat_autonomous_bays.png
Форсированное наведение,rat_overtuned_targeting,3,1,Изменение корпуса,"rat_alteration, no_drop_salvage, no_build_in, restricted, exo, codex_unlockable",Особое,25000,FALSE,FALSE,,0,0,0,0,assortment_of_things.exotech.hullmods.alteration.OvertunedTargetingHullmod,,,,graphics/hullmods/rat_overtuned_targeting.png
Неостановимая сила,rat_unstopable_force,3,1,Изменение корпуса,"rat_alteration, no_drop_salvage, no_build_in, restricted, exo, codex_unlockable",Особое,25000,FALSE,FALSE,,0,0,0,0,assortment_of_things.exotech.hullmods.alteration.UnstopableForceHullmod,,,,graphics/hullmods/rat_unstopable_force.png
,,,,,,,,,,,,,,,,,,,
#Relics,,,,,,,,,,,,,,,,,,,
Исключительная конструкция,rat_exceptional_construction,0,,,,,10000,FALSE,TRUE,FALSE,-5,-10,-15,-25,assortment_of_things.relics.hullmods.ExceptionalConstructionHullmod,,,,graphics/hullmods/rat_exceptional_construction.png
Восстановленный,rat_refurbished_hull,0,,,,,10000,FALSE,TRUE,FALSE,0,0,0,0,assortment_of_things.relics.hullmods.RefurbishedHullHullmod,,,,graphics/hullmods/rat_refurbished_hull.png
,,,,,,,,,,,,,,,,,,,
#Relics Alterations,,,,,,,,,,,,,,,,,,,
Протокол масштабирования,rat_upscale_protocol,3,4,Изменение корпуса,"rat_alteration, rat alteration_no_drop, no_drop_salvage, no_build_in, restricted, codex_unlockable",Особое,50000,FALSE,FALSE,,0,0,0,0,assortment_of_things.relics.hullmods.alterations.UpscaleProtocolHullmod,,,,graphics/hullmods/rat_upscale_protocol.png
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
