name,id,tier,rarity,tech/manufacturer,tags,uiTags,base value,unlocked,hidden,hiddenEverywhere,cost_frigate,cost_dest,cost_cruiser,cost_capital,script,desc,short,sModDesc,sprite
Специализированные энергетические крепления,tahlan_heavyenergy,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.HeavyEnergy,"Благодаря специализированным энергетическим креплениям стоимость крупного энергетического оружия в ОП снижена на %s. Кроме того, модифицированная сеть потока позволяет перегружать энергетические снарядные орудия, увеличивая их урон на %s. Ценой этого становится снижение скорострельности всех видов энергетического оружия на %s.",Повышает урон энергетического оружия ценой скорострельности.,,
Приводы Infernalis,tahlan_lirefit,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.LIRefit,"Необычайно сложная пиратская модификация двигателей: приводы Infernalis увеличивают максимальную скорость на %s/%s/%s/%s su в зависимости от размера корпуса и повышают уровень ускорения корабля на %s. Кроме того, эти приводы оснащены улучшенной маскировкой выбросов, снижающей сенсорную сигнатуру корабля на %s.%s.",Улучшенные приводы,,graphics/tahlan/hullmods/tahlan_lirefit.png
Аварийные форсажные ускорители,tahlan_afterburners,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.Afterburners,Дает прирост маневренности после исчерпания ракетного боезапаса.,Даёт бонус к манёвренности после расхода ракетного боезапаса,,
Параллельное ядро наведения,tahlan_paralleltargeting,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.ParallelTargetingUnit,Корабль оснащен вторичным ядром наведения для улучшенного определения дальности. Увеличивает базовую дальность малого неракетного оружия на %s для не-ПКО и на %s для оружия ПКО. Несовместимо с %s.,Увеличивает дальность малых орудий,,graphics/hullmods/ballistic_rangefinder.png
Автофабрикатор образца Vund,tahlan_vundautoforge,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.VundAutoforge,"На корабле установлена крупная автофабрика, пассивно производящая ракетные боеприпасы во время боя. Восстанавливает %s от базового максимального боезапаса каждого ракетного оружия %s. Эффект увеличивается на %s, если командир обладает навыком %s. Не зависит от модификаций корпуса, увеличивающих максимальный боезапас ракет.",Восстанавливает ракеты,,graphics/hullmods/missile_autofactory.png
Катализатор потока,tahlan_fluxcatalyst,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.FluxCatalyst,"Trill оснащен экспериментальной системой катализации потока. Используя накопленный поток, корабль может сверхзаряжать свое оружие, увеличивая урон и затраты потока на %s. Урон дополнительно повышается вплоть до %s по мере роста уровня потока.",Повышает урон вместе с уровнем потока,,graphics/tahlan/hullmods/tahlan_fluxcatalyst.png
Лостек-инженерия,tahlan_heavyconduits,,,,defensive,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.HeavyConduits,"Сеть потока этого корабля была серьезно усилена и модифицирована с применением продвинутых и неизвестных утраченных технологий Домейна. Точные характеристики неизвестны, но испытания и глубокий анализ позволили определить большинство эффектов. Подобно обычным усиленным проводникам потока, получаемый EMP-урон снижен на %s. Кроме того, скорость рассеивания потока при сбросе повышена на %s, а полностью интегрированная система авторемонта сокращает время ремонта оружия и двигателей на %s. Детальный анализ указывает, что корабль может обладать и другими, пока не задокументированными возможностями. Из-за ограниченного понимания технологии расходы на обслуживание и снижение боеготовности в бою после окончания пикового времени увеличены на %s. Обширные модификации также несовместимы с %s, а нестандартные генераторы щита несовместимы с обычными %s.","Снижает получаемый ЭМИ-урон, улучшает сброс потока.",,graphics/tahlan/hullmods/tahlan_heavyconduits.png
Самодельные турельные крепления,tahlan_makeshiftmounts,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.MakeshiftMounts,"Турельные крепления этого корабля были «улучшены» кустарным способом. Из-за низкого качества инженерии оружие поворачивается только со скоростью %s, а скорострельность баллистического оружия снижена до %s от базовой.",Снижает скорость поворота оружия и скорострельность.,,graphics/tahlan/hullmods/tahlan_makeshiftmounts.png
Благословлённые механизмы,tahlan_admechrefit,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.AdMechRefit,"Этот корабль благословлен Машинным Богом, что дает ему на %s лучшие характеристики потока и дополнительно увеличивает дальность энергетического оружия на %s, а Дети Марса усилили бронеплиты, повышая броню на %s. Жар боя пробуждает Машинный Дух корабля, и по мере накопления потока урон баллистического и энергетического оружия растет, а скорострельность снижается вплоть до %s для баллистического оружия и до %s для энергетического.",Благословения Машинного Бога.,,graphics/tahlan/hullmods/tahlan_admech.png
,,,,,,,,,,,,,,,,,,,
Ядро Silberherz,tahlan_silberherz,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.Silberherz,"Тайная технология этой боевой машины питается и управляется Silberherz - сверхпродвинутым вычислительно-энергетическим ядром. Regalia проектировались для живучести. Продвинутая матрица наведения крайне эффективна против малых целей, увеличивая урон по истребителям и ракетам на %s, а специализированные микросиловые поля вокруг всех оружейных креплений фактически повышают их прочность на %s. Из-за высокой сложности Regalia напрямую управляются капитаном через нейроинтерфейс. Это позволяет добиваться невероятной точности управления, но только достаточно опытные люди способны раскрыть весь потенциал машины. Поэтому офицер не ниже %s сможет вывести машину на полную мощность, увеличив ее общую эффективность примерно на %s. Кроме того, из-за потребности в специализированном обслуживающем оборудовании расход припасов на обслуживание и время восстановления составляют %s, если во флоте нет корабля с %s.%s",Экзотическое силовое ядро,,graphics/tahlan/hullmods/tahlan_silberherz.png
Подядро Silberherz,tahlan_silberherz_minor,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.SilberherzMinor,"Тайная технология этой боевой машины питается и управляется уменьшенным вариантом Silberherz - сверхпродвинутого вычислительно-энергетического ядра. Regalia проектировались для живучести. Продвинутая матрица наведения крайне эффективна против малых целей, увеличивая урон по истребителям и ракетам на %s, а специализированные микросиловые поля вокруг всех оружейных креплений фактически повышают их прочность на %s. Кроме того, из-за потребности в специализированном обслуживающем оборудовании расход припасов на обслуживание и время восстановления составляют %s, если во флоте нет корабля с %s.%s",Экзотическое силовое ядро,,graphics/tahlan/hullmods/tahlan_silberherz_minor.png
Массив «Adlerauge»,tahlan_adlerauge,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.Adlerauge,"Этот массивный боевой сканер, встроенный в нос корабля, предоставляет улучшенные данные наведения, увеличивая эффективную дальность энергетического и баллистического оружия на %s, повышая скорость снарядов на %s и улучшая точность автоогня. Adlerauge также автоматически связывается с любым Regalia типа %s в радиусе %s, предоставляя им те же бонусы.",Усиливает себя и союзников,,graphics/tahlan/hullmods/tahlan_adlerauge.png
Стапель Regalia,tahlan_regaliagantry,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.RegaliaGantry,Корабль оснащен необходимым оборудованием для обслуживания и поддержания Regalia.,Обслуживание Regalia,,graphics/tahlan/hullmods/tahlan_regaliagantry.png
Артиллерийский интерфейс,tahlan_traummounts,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.TraumMounts,Усиленные крепления снижают стоимость крупного баллистического и энергетического оружия в очках оснащения на %s.,Снижает стоимость ОП больших баллистических и энергетических орудий.,,graphics/hullmods/ballistics_integration.png
,,,,,,,,,,,,,,,,,,,
Темпоральная броня,tahlan_outcast_engineering,2,,,"special, defensive",,9999,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.OutcastEngineering,"Редкий корабль, построенный Великими Домами. Оснащен чрезвычайно продвинутым %s неизвестной конструкции, постоянно ускоряющим течение времени корабля на %s. В отличие от большинства кораблей Kassadari, Metafalica несет экспериментальный вариант этой контурной сети, заменяющий стандартную функцию форсажа уникальной защитной системой, использующей накопленный поток. Броня и корпус корабля получают вплоть до %s меньше урона, а EMP-урон снижается на %s в зависимости от уровня потока. Этот бонус растет вместе с потоком, начиная с %s и достигая максимума при %s. Ежемесячный расход припасов увеличен на %s. Кроме того, хрупкие механизмы заставляют боеготовность снижаться вдвое быстрее после окончания пикового времени.",Повышает скорость при движении по прямой. Даёт дополнительное снижение урона по броне на высоком потоке. Повреждает всё рядом при перегрузке.,,graphics/tahlan/hullmods/tahlan_knightrefit.png
Переменный загрузчик боеприпасов,tahlan_variable_ammo_loader,,,,offensive,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.VariableAmmoLoader,"В главные батареи Metafalica встроены продвинутые переключатели боеприпасов, позволяющие трем пушкам Phira менять режимы через корабельную систему.",Главные орудия могут переключать типы боеприпасов,,graphics/tahlan/hullmods/tahlan_variable_ammo.png
,,,,,,,,,,,,,,,,,,,
Инженерия Legio,tahlan_chmlegio,,,Legio Infernalis,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.CHMLegio,"Инженеры Legio Infernalis умеют настраивать приводы на максимальную эффективность, увеличивая максимальную скорость на %s/%s/%s/%s su/сек в зависимости от размера корпуса и повышая прирост скорости при нулевом потоке на %s.",Повышает скорость,,graphics/tahlan/hullmods/tahlan_chmlegio.png
,,,,,,,,,,,,,,,,,,,
Фазовые гармоники,tahlan_phaseharmonics,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.phaseHarmonics,"Этот экспериментальный корабль использует новую фазовую сеть разработки Tri-Tachyon. Она гораздо глубже интегрирована во все системы корабля и дает преимущества, превосходящие обычные фазовые катушки.",Усиливает защиту и сброс потока во время перезарядки системы.,,graphics/tahlan/hullmods/tahlan_phaseharmonics.png
Волатильные вентиляционные узлы,tahlan_volatilevents,,,,,,,,TRUE,TRUE,0,0,0,0,org.niatahl.tahlan.hullmods.VolatileVents,(Hidden) Venting spawns volatile emp arcs,(Скрыто) Сброс потока создаёт волатильные ЭМИ-дуги,,
Волатильное рассеивание,tahlan_volatiledissipation,,,,,,,,TRUE,TRUE,0,0,0,0,org.niatahl.tahlan.hullmods.VolatileDissipation,(Hidden) Boosts dissipation with hardflux level. Arcs EMP at high flux,(Скрыто) Повышает рассеивание с ростом жёсткого потока. На высоком потоке выпускает ЭМИ-дуги,,
Усиление оружия после сброса потока,tahlan_ventweaponboost,,,,,,,,TRUE,TRUE,0,0,0,0,org.niatahl.tahlan.hullmods.VentWeaponBoost,(Скрыто) Усиливает урон оружия после сброса потока.,(Скрыто) Повышает урон оружия после сброса потока,,
Сбой реальности,tahlan_realityglitch,,,,,,,,TRUE,TRUE,0,0,0,0,org.niatahl.tahlan.hullmods.RealityGlitch,(Hidden) Randomly phases and repairs some armor,(Скрыто) Случайно уходит в фазу и немного ремонтирует броню,,
Критическая сборка,tahlan_10pctCritChance,,,,,,,,TRUE,TRUE,0,0,0,0,org.niatahl.tahlan.hullmods.TenPercentCritChance,(Скрыто) Добавляет кораблю шанс критического попадания.,(Скрыто) Добавляет шанс крита кораблю,,
Жуткая мистическая дребедень,tahlan_spookyFog,,,,,,,,TRUE,TRUE,0,0,0,0,org.niatahl.tahlan.hullmods.CreepyFog,(Скрыто) Добавляет кораблю зловещий туман.,(Скрыто) Добавляет жуткий туман вокруг корабля,,
Ангары Skyrend,tahlan_skyrendBays,,,,,,,,TRUE,TRUE,0,0,0,0,org.niatahl.tahlan.hullmods.SkyrendBays,(Hidden) Removes 2 bays,(Скрыто) Убирает 2 ангара,,
Демоническое сердце,tahlan_daemoncore,,,,,,,TRUE,,,0,0,0,0,org.niatahl.tahlan.hullmods.DaemonHeart,"Корпус типа Daemon оснащен двигателями, которые все лучше оптимизируются при уровнях потока ниже %s, увеличивая максимальную скорость вплоть до %s при нулевом потоке. Кроме того, специализированная интеграция улучшает возможности слежения умных орудий Legio. Похоже, различные протоколы ограничивают возможности корабля без командных кодов Legio, заставляя его работать лишь на %s от пиковой мощности. Более того, ваши техники обнаружили несколько лазеек, которые могут позволить некоторым командным кораблям Daemon напрямую взять этот корабль под удаленный контроль; по их оценке, для этого потребуется близость к такому командному кораблю, хотя некоторые методы электронной борьбы могут перекрыть доступ к этим лазейкам. Увеличивает расход припасов на обслуживание и восстановление на %s.",Демоническая технология,Снимает штраф к эффективности.,graphics/tahlan/hullmods/tahlan_daemoncore.png
Усиление демона,tahlan_daemonboost,,,,,,,,TRUE,TRUE,0,0,0,0,org.niatahl.tahlan.hullmods.DaemonBoost,(Hidden) Dumb workaround,(Скрыто) Костыльное решение,,graphics/tahlan/hullmods/tahlan_lirefit.png
Панцирь Hel,tahlan_daemonarmor,,,,defensive,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.DaemonArmor,"Необычная броня этого корабля обладает регенеративными свойствами, позволяя непрерывно восстанавливать %s от базового значения брони в секунду, но не выше %s. Увеличивает эффективный рейтинг брони при расчете урона на %s. Смягчает особенно тяжелые попадания, превышающие %s единиц урона. Часть урона выше порога снижается на %s. Регенерация составляет %s при перегрузке и %s при активном сбросе потока или в фазе, а также в течение %s после получения урона по броне.",Восстанавливает броню,,graphics/tahlan/hullmods/tahlan_daemonarmor.png
Фазированный панцирь,tahlan_daemonphasearmor,,,,defensive,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.DaemonPhaseArmor,"Поскольку панцирь Hel в значительной степени несовместим с фазовой технологией, этот корабль вместо него оснащен уникальной фазированной броневой системой. Смягчает особенно тяжелые попадания, превышающие %s единиц урона. Часть урона выше порога снижается на %s.",Снижает урон по броне,,graphics/tahlan/hullmods/tahlan_daemonarmor.png
Обшивка Hel,tahlan_daemonplating,,,,"no_drop, defensive",Defenses,,,,,8,12,20,30,org.niatahl.tahlan.hullmods.DaemonPlating,"Прототипная броневая система обладает регенеративными свойствами, позволяя непрерывно восстанавливать %s от базового значения брони в секунду, но не выше %s. Увеличивает эффективный рейтинг брони при расчете урона на %s. Смягчает особенно тяжелые попадания, превышающие %s единиц урона. Часть урона выше порога снижается на %s. Регенерация составляет %s при перегрузке и %s при активном сбросе потока, а также в течение %s после получения урона по броне. Тяжелые модификации снижают общий рейтинг брони на %s, включая прибавки от модификаций корпуса вроде %s.",Восстанавливает броню,"Штраф к рейтингу брони снижен до %s, но регенерация также снижена до %s в секунду.",graphics/tahlan/hullmods/tahlan_daemonarmor.png
Броня «Пёс Hel»,tahlan_helhoundarmor,,,,defensive,,,,TRUE,TRUE,0,0,0,0,org.niatahl.tahlan.hullmods.helHoundArmor,Копирует эффекты демпфера основного корабля.,Копирует эффекты демпфера главного корабля,,graphics/tahlan/hullmods/tahlan_daemonarmor.png
Разогнанные крепления,tahlan_overclockedmounts,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.OverclockedMounts,"Все баллистическое и энергетическое оружие разогнано: баллистическое оружие стреляет на %s быстрее, а урон энергетического оружия увеличен на %s. Генерация потока возрастает пропорционально. Дополнительная нагрузка от работы выше проектных параметров делает все оружие на %s более уязвимым к повреждениям.",Повышает скорострельность.,,
Устройство «Алтарь Hel»,tahlan_helaltar,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.HelAltar,Этот корабль служит узлом командования и управления для всех Daemon в радиусе %s. Все союзные корабли с модификацией корпуса %s в пределах радиуса получают на %s меньше урона и наносят на %s больше урона ракетам и истребителям. Также действует на сам корабль. Эффекты нескольких Алтарей не складываются.,Усиливает себя и союзников,,graphics/tahlan/hullmods/tahlan_helaltar.png
Душа Scathach,tahlan_scathach,,,,,,,,TRUE,TRUE,0,0,0,0,org.niatahl.tahlan.hullmods.Scathach,Applies Scathach,Применяет Scathach,,graphics/tahlan/hullmods/tahlan_helaltar.png
Устройство квантовой связи,tahlan_cieveLink,,,,"no_drop, special, no_build_in",Special,,,,,10,15,20,30,org.niatahl.tahlan.hullmods.CieveLink,"По функциям устройство похоже на стандартную нейросвязь, но содержит передатчик квантовой запутанности, обеспечивающий связь в реальном времени на любом расстоянии.",Позволяет Cieve управлять кораблём,,graphics/tahlan/hullmods/cieve_link.png
Стелс-обшивка,tahlan_stealthplating,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.StealthPlating,Снижает сенсорную сигнатуру корабля на %s.,Снижает сигнатуру сенсоров,,graphics/tahlan/hullmods/tahlan_stealthplating.png
Уникальное,tahlan_notorious,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.Notorious,"Этот корабль %s из-за уникальной конструкции, поэтому его легко опознать даже при отключенном транспондере.",Делает корабль примечательным,,
Комплекс РЭБ Nightwatch,tahlan_ewarsuite,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.EWARSuite,"Корабль несет обширный комплекс электронной борьбы, нарушающий работу всех врагов в радиусе %s. Затронутые вражеские корабли получают на %s больше урона от всех источников и наносят на %s меньше урона ракетам и истребителям. Эффекты нескольких комплексов РЭБ не складываются.",Ослабляет ближайших врагов,,graphics/tahlan/hullmods/tahlan_ewarsuite.png
Гармонизатор поля болтов,tahlan_fieldharmoniser,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.FieldHarmoniser,"Увеличивает базовую дальность энергетического снарядного оружия на %s для средних и на %s для малых креплений, а также снижает расход потока всего энергетического оружия на %s.",Увеличивает дальность энергетических снарядов,,graphics/hullmods/coherer.png
Щит Saveth,tahlan_savethshield,,,,,,,,TRUE,TRUE,0,0,0,0,org.niatahl.tahlan.hullmods.SavethShield,,,,graphics/hullmods/coherer.png
,,,,,,,,,,,,,,,,,,,
Грех Гнева,tahlan_wrath,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.barcodes.Wrath,Увеличивает урон по кораблям на %s за каждый установленный S-мод.,Повышает урон по кораблям,,graphics/tahlan/hullmods/tahlan_daemoncore.png
Грех Чревоугодия,tahlan_gluttony,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.barcodes.Gluttony,Увеличивает характеристики потока на %s за каждый установленный S-мод.,Повышает характеристики потока,,graphics/tahlan/hullmods/tahlan_daemoncore.png
Грех Похоти,tahlan_lust,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.barcodes.Lust,Увеличивает скорость и маневренность на %s за каждый установленный S-мод.,Повышает скорость и манёвренность,,graphics/tahlan/hullmods/tahlan_daemoncore.png
Грех Гордости,tahlan_pride,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.barcodes.Pride,Ускоряет течение времени на %s за каждый установленный S-мод.,Ускоряет течение времени,,graphics/tahlan/hullmods/tahlan_daemoncore.png
Грех Жадности,tahlan_greed,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.barcodes.Wrath,"Улучшает перезарядку системы, восстановление зарядов и дальность на %s за каждый установленный S-мод.","Улучшает откат системы, восстановление зарядов и дальность",,graphics/tahlan/hullmods/tahlan_daemoncore.png
Грех Лености,tahlan_sloth,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.barcodes.Sloth,Снижает получаемый урон на %s за каждый установленный S-мод.,Снижает получаемый урон,,graphics/tahlan/hullmods/tahlan_daemoncore.png
Грех Зависти,tahlan_envy,,,,,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.barcodes.Envy,Увеличивает максимальную боеготовность на %s.,Повышает максимум боеготовности,,graphics/tahlan/hullmods/tahlan_daemoncore.png
,,,,,,,,,,,,,,,,,,,
Переключение Glanzwurf,tahlan_glanzwurf_swap,,,,no_build_in,,,,TRUE,TRUE,0,0,0,0,org.niatahl.tahlan.hullmods.GlanzwurfSwap,(Hidden) Allows skin swapping,(Скрыто) Позволяет менять скин,,graphics/tahlan/hullmods/swap/tahlan_swap_a.png
Kfg.A - стандарт,tahlan_glanzwurf_selectorA,,,,no_build_in,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.RegaliaSelector,Стандартная конфигурация.,,,graphics/tahlan/hullmods/swap/tahlan_swap_a.png
Kfg.B - поддержка,tahlan_glanzwurf_selectorB,,,,no_build_in,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.RegaliaSelector,Конфигурация поддержки и сопровождения.,,,graphics/tahlan/hullmods/swap/tahlan_swap_b.png
,,,,,,,,,,,,,,,,,,,
Переключение Stahlherz,tahlan_stahlherz_swap,,,,no_build_in,,,,TRUE,TRUE,0,0,0,0,org.niatahl.tahlan.hullmods.StahlherzSwap,(Hidden) Allows skin swapping,(Скрыто) Позволяет менять скин,,graphics/tahlan/hullmods/swap/tahlan_swap_a.png
Kfg.A - стандарт,tahlan_stahlherz_selectorA,,,,no_build_in,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.RegaliaSelector,Стандартная конфигурация.,,,graphics/tahlan/hullmods/swap/tahlan_swap_a.png
Kfg.B - баллистика,tahlan_stahlherz_selectorB,,,,no_build_in,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.RegaliaSelector,Баллистическая конфигурация вооружения.,,,graphics/tahlan/hullmods/swap/tahlan_swap_b.png
Kfg.C - дальнобой,tahlan_stahlherz_selectorC,,,,no_build_in,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.RegaliaSelector,Конфигурация дальнего боя.,,,graphics/tahlan/hullmods/swap/tahlan_swap_c.png
Kfg.D - поддержка,tahlan_stahlherz_selectorD,,,,no_build_in,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.RegaliaSelector,Конфигурация огневой поддержки.,,,graphics/tahlan/hullmods/swap/tahlan_swap_d.png
Kfg.E - залп,tahlan_stahlherz_selectorE,,,,no_build_in,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.RegaliaSelector,Конфигурация залпового боя.,,,graphics/tahlan/hullmods/swap/tahlan_swap_e.png
Kfg.F - снайпер,tahlan_stahlherz_selectorF,,,,no_build_in,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.RegaliaSelector,Конфигурация тяжелого снайпера.,,,graphics/tahlan/hullmods/swap/tahlan_swap_f.png
Kfg.G - защитник,tahlan_stahlherz_selectorG,,,,no_build_in,,,,TRUE,,0,0,0,0,org.niatahl.tahlan.hullmods.RegaliaSelector,Конфигурация стойкого защитника.,,,graphics/tahlan/hullmods/swap/tahlan_swap_g.png
