name,id,tier,rarity,tech/manufacturer,tags,uiTags,base value,unlocked,hidden,hiddenEverywhere,cost_frigate,cost_dest,cost_cruiser,cost_capital,script,desc,short,sModDesc,sprite
Аномальные системы,A_S-F_anomalousSystems_c,,,,invisible_in_codex,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_AnomalousSystems_c,RRA SCAN NAN; ES-RESTART FAIL; MANITRACK COMPUTE OOB;,RRA SCAN NAN; ES-RESTART FAIL; MANITRACK COMPUTE OOB;,,graphics/hullmods/A_S-F_anomalousSystems.png
,,,,,,,,,,,,,,,,,,,
# Anarchy Systems,,,,,,,,,,,,,,,,,,,
Неуправляемый баллистический заряжающий,A_S-F_anarchyBallistic,1,,Системы анархии,"offensive, merc",Оружие,10000,,,,1,1,1,1,org.amazigh.foundry.hullmods.ASF_AnarchyBallistic,Модификация баллистики MinMaxer,Модификация баллистики MinMaxer,"Бонус скорострельности баллистического оружия увеличен до %s.
Бонус регенерации боезапаса баллистического оружия увеличен до %s.

Штраф отдачи оружия снижен до %s.
Штраф скорости поворота оружия снижен до %s.",graphics/hullmods/A_S-F_anarchyBallistic.png
Перегружатель энергетических каналов,A_S-F_anarchyEnergy,1,,Системы анархии,"offensive, merc",Оружие,10000,,,,1,1,1,1,org.amazigh.foundry.hullmods.ASF_AnarchyEnergy,Модификация энергетики MinMaxer,Модификация энергетики MinMaxer,"Бонус урона энергетического оружия увеличен до %s.

Штраф длительности перегрузки снижен до %s.
Штраф емкости потока снижен до %s.",graphics/hullmods/A_S-F_anarchyEnergy.png
Открытые потоковые радиаторы,A_S-F_anarchyFlux,1,,Системы анархии,"special, merc",Особое,10000,,,,1,1,1,1,org.amazigh.foundry.hullmods.ASF_AnarchyFlux,Потоковая модификация MinMaxer,Потоковая модификация MinMaxer,"Бонус рассеивания потока увеличен до %s.

Штраф рейтинга брони снижен до %s.
Штраф получаемого ЭМИ-урона снижен до %s.",graphics/hullmods/A_S-F_anarchyFlux.png
Неуправляемый эмиттер щита,A_S-F_anarchyShields,1,,Системы анархии,"defensive, merc",Щиты,10000,,,,1,1,1,1,org.amazigh.foundry.hullmods.ASF_AnarchyShields,Щитовая модификация MinMaxer,Щитовая модификация MinMaxer,"Снижение урона, получаемого щитами, увеличено до %s.

Штраф максимальной скорости и маневренности снижен до %s.
Штраф скорости поворота и развертывания щита снижен до %s.",graphics/hullmods/A_S-F_anarchyShields.png
Разогнанный блок наведения,A_S-F_anarchyTargeting,1,,Системы анархии,"offensive, merc",Оружие,10000,,,,1,1,1,1,org.amazigh.foundry.hullmods.ASF_AnarchyTargeting,Дальнобойная модификация MinMaxer,Дальнобойная модификация MinMaxer,"Бонус дальности оружия увеличен до %s.

Штраф рассеивания потока снижен до %s.
Штраф времени пиковых характеристик снижен до %s.",graphics/hullmods/A_S-F_anarchyTargeting.png
,,,,,,,,,,,,,,,,,,,
# Standard Modular,,,,,,,,,,,,,,,,,,,
Электромагнитный стабилизатор потока,A_S-F_ElectroVent,1,,,"special, merc",Особое,8000,,,,3,6,9,16,org.amazigh.foundry.hullmods.ASF_ElectroVent,Искрящая быстрая перегрузка,Искрящая быстрая перегрузка,Увеличивает емкость потока на %s/%s/%s/%s.,graphics/hullmods/A_S-F_electroVent.png
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
