name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Echoes Caster,ora_echoes,1,,2500,700,,400,4000,250,90,12,,,,ENERGY,800,,0.5,5.5,,,0,,,,,350,350,2,100,-0.75,,"PD, PD_ALSO, NO_TURN_RATE_BOOST_WHEN_IDLE","energy14,ora_wep_bp,rare_bp",,Outer Rim Alliance,,ПКО по площади,,,,,"%s: Снаряды проходят сквозь все, нанося постоянный ЭМИ-урон по всей ширине. Отключают боеголовки всех ракет.",EMP Wave,,,,
Prayer Sender,ora_prayer,1,,1500,1000,,300,,20,30,13,30,0.33,15,ENERGY,100,,0,0.5,5,0.5,5,10,2,5,,500,500,4,25,,,"GUIDED_POOR, DO_NOT_CONSERVE","kinetic10, missile10, ora_wep_bp",,Outer Rim Alliance,,Давление,Быстрая,Плохое,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invocation Launcher,ora_invocation,2,,9000,1150,,2400,150,,10,30,,,,ENERGY,3550,,0.5,5.5,,,,,,,,300,300,4,500,-0.5,5,"STRIKE,USE_VS_FRIGATES,DO_NOT_CONSERVE","energy18,LR,rare_bp",,Outer Rim Alliance,,Поддержка с дистанции,,,,,%s: Попадания по корпусу или броне гасят скорость цели на %s. При попадании по щитам эффект вдвое слабее.,Inertial disruption|25%,%s: Снаряды фазируются перед детонацией и отслеживают цель.,Phased projectiles,,
Sempiternal Repeater,ora_sempiternal,0,,5000,700,,200,,50,90,22,,,,ENERGY,100,,0.5,1,99999,0.2,2,5,1,5,,1000,,,10,0.5,,NO_TURN_RATE_BOOST_WHEN_IDLE,"energy16,SR,ora_wep_bp",,Outer Rim Alliance,,Ближний бой,,,Средняя,,,,,,,
Calling Scatterer,ora_calling,1,,6000,800,,500,400,50,15,23,10,2,5,ENERGY,350,,0.5,1.5,3,0.5,0,5,1,2,,350,500,3,350,-0.5,,,"energy15,ora_wep_bp,rare_bp",,Outer Rim Alliance,,Давление по площади,,,Быстрая,Ужасная,,,"%s: Когда не стреляет и не остывает, работает как импровизированное ПКО-оружие без затрат потока.",PD Casemate,,
Incantation Horn,ora_incantation,1,,8000,900,,750,0,,45,28,,,,ENERGY,900,,0,2,,,5,10,2.5,5,,300,,,200,0.5,,"STRIKE, USE_VS_FRIGATES, NO_TURN_RATE_BOOST_WHEN_IDLE","energy16,rare_bp",,Outer Rim Alliance,,Универсальное,,,Медленная,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# FIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antimatter bomb bay,ora_AMbomb,3,,,600,,1400,,50,,,2,,,ENERGY,,,0,0.66,,,,,,,,150,20,25,150,,,"DO_NOT_AIM, DO_NOT_CONSERVE, SYSTEM",energy0,,,,,,,,,,,,,,
Eschewal Projector (slow),ora_eschewalFighter,2,,2000,600,,400,,0,15,13,,,,ENERGY,,,0,4,,,1,10,1,5,,400,,,,1,,SYSTEM,energy14,,Outer Rim Alliance,,Давление с большой дистанции,,,,,%s: Попадания по корпусу или броне гасят скорость цели на %s. При попадании по щитам эффект вдвое слабее.,Inertial disruption|80/60/40/20%,,,,
Prayer Sender (single salvo),ora_prayerFighter,2,,1500,600,,300,,20,30,13,5,,,ENERGY,,,0,10,5,0.1,5,10,2,5,,500,250,4,25,,,"SYSTEM, GUIDED_POOR, DO_NOT_CONSERVE","kinetic10, missile10",,Outer Rim Alliance,,Давление,Быстрая,Плохое,,,,,,,,
Calling Scatterer (single salvo),ora_callingFighter,3,,6000,600,,500,,50,15,23,5,,,ENERGY,350,,0.5,1.5,,,0,5,1,2,,300,500,3,350,,,SYSTEM,energy15,,Outer Rim Alliance,,Давление по площади,,,Быстрая,Ужасная,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SPAWNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ora_invoked,,,,400,,100,,100,0,10,,,,ENERGY,,,,,,,0,0,0,0,,1000,,,100,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DECOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ora_Zthruster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,ora_ZinstancedScripts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,ora_ZascensionSystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SCRIPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ora_ZshieldScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
