name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Стойка DEM Seadragon,rat_seadragon_rack,2,,600,2000,,400,,15,20,5,2,0.05,1,ENERGY,0,,0,4,1,0.1,0,0,0,0,,200,50,10,500,,,"DO_NOT_CONSERVE, DO_NOT_AIM","damage_special, damage_soft_flux, rat_abyssals,  no_sell, no_dealer, restricted, strike5, missile12, codex_unlockable",,Бездонные,,Подавление,Средняя,Хорошее,,,"Ракета выпускает %s залпа мощных лазеров по ближайшей цели, нанося примерно %s энергетического урона за залп. Этот урон зависит от модификаторов ракетного урона, а не энергетического оружия.",два | 450,,,TRUE,903
Пусковая DEM Seadragon,rat_seadragon,2,,2000,2000,,400,,15,20,12,6,0.125,3,ENERGY,0,,0,5,3,0.5,0,0,0,0,,200,50,10,500,,,"DO_NOT_CONSERVE, DO_NOT_AIM","damage_special, damage_soft_flux, rat_abyssals,  no_sell, no_dealer, restricted, strike5, missile12, codex_unlockable",,Бездонные,,Подавление,Средняя,Хорошее,,,"Ракета выпускает %s залпа мощных лазеров по ближайшей цели, нанося примерно %s энергетического урона за залп. Этот урон зависит от модификаторов ракетного урона, а не энергетического оружия.",два | 400,,,TRUE,903
    Seadragon - боеголовка,rat_seadragon_payload,2,,0,1000,800,,,,20,0,,,,ENERGY,0,,0,0.75,0.25,0.5,,,,,1000000,,,,,,,"SYSTEM, DANGEROUS","fires_one_burst, restricted, hide_in_codex",,,,,,,,,,,,,,903.1
    Целеуказующий лазер Seadragon,rat_seadragon_laser,0,,1,0,100,,,0,200,0,,,,ENERGY,,0,0.05,0.05,,,,,,,1000000,,,,,,,SYSTEM,"restricted, hide_in_codex",,,,Особое,,,,,,,,,,51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterina,rat_asterina,1,,300,1000,80,,,0,20,5,,,,KINETIC,,70,0.1,0.1,,,,,,,2400,,,,,,,,"rat_abyssals, no_sell, no_dealer, restricted, beam10, kinetic9, codex_unlockable",,Бездонные,,Подавление,,,,,Наносит до %s урона по щитам целей с низким уровнем потока. Наносит до %s урона по целям с высоким уровнем потока.,на 33% больше | на 33% меньше,,,,904
Asterias,rat_asterias,2,,1800,1000,150,,,10,15,10,,,,KINETIC,,125,0.1,0.1,,,,,,,2400,,,,,,,,"rat_abyssals, no_sell, no_dealer, restricted, beam13, kinetic12, codex_unlockable",,Бездонные,,Подавление,,,,,Наносит до %s урона по щитам целей с низким уровнем потока. Наносит до %s урона по целям с высоким уровнем потока.,на 33% больше | на 33% меньше,,,,905
Seabream,rat_seabream,1,,2500,700,750,,,0,20,12,2,0.15,1,HIGH_EXPLOSIVE,,700,0.5,0.5,1,1,,,,,3200,,,,,,,USE_LESS_VS_SHIELDS,"rat_abyssals, no_sell, no_dealer, restricted, energy15, beam11, codex_unlockable",,Бездонные,,Против брони,,,,,Луч дополнительно наносит %s урона как %s урон.,20% | осколочный,,,,906
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Seraph Weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дробовик Cecaelia,rat_cecaelia,2,,2000,600,,300,200,5,15,12,,,,ENERGY,250,,0,1,1,0,0,0,0,0,,800,,,30,,,,"rat_seraph, no_sell, no_dealer, restricted, energy16, codex_unlockable",,Серафим,,Универсальное,,,,,"%s
При выстреле разделяется на %s снарядов. Урон %s распределяется между всеми разделившимися снарядами. Дробины могут пробивать ракеты. Любое попадание добавляет цели заряд %s, снижающий ее %s на %s. На корабле может быть не более %s зарядов.",Насыщение потока | 8 | распределяется | насыщения | 5 | рассеивание потока | 0.5% | 20,,,,901
Импульсник Calypso,rat_calypso,2,,2000,600,,100,,5,15,12,30,2.5,3,HIGH_EXPLOSIVE,80,,0.05,0.05,3,0.1,3,15,1,4,,900,,,30,,,USE_LESS_VS_SHIELDS,"rat_seraph, no_sell, no_dealer, restricted, he16, codex_unlockable",,Серафим,,Против брони,,,,,,,,,,901
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Abyss Builtin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Излучатель бездонной волны,rat_merrow_beam,1,,1500,700,300,,10,0,20,0,,,,ENERGY,,100,1,0.5,,,,,,,3200,,,,,,,"SYSTEM, USE_LESS_VS_SHIELDS","no_sell, no_dealer, restricted, codex_require_related",,Бездонные,,Против брони,,,,,"Может стрелять только %s секунд после активации корабельной системы. Выпускает самонаводящиеся ЭМИ-дуги по врагам, на которых наведен луч, каждая наносит %s энергетического и ЭМИ-урона. В отличие от большинства лучевого оружия, наносит %s по щитам.",3 | 50 | жесткий поток,,,,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Регенеративная микропусковая,rat_sariel_launcher_left,1,,1200,2500,,150,,15,0,0,24,0,,ENERGY,0,,0,4,8,0.1,0,0,0,,,400,25,7,100,,,"DO_NOT_AIM, SYSTEM, DO_NOT_CONSERVE","no_sell, no_dealer, restricted, codex_require_related",,,,Универсальное,Средняя,Средняя,,,"Каждые %s урона, нанесенного %s оружием этого корабля, восстанавливают %s ракет для этого оружия.",5000 | другим | 8,,,TRUE,12
Регенеративная микропусковая,rat_sariel_launcher_right,1,,1200,2500,,150,,15,0,0,24,0,,ENERGY,0,,0,4,8,0.1,0,0,0,,,400,25,7,100,,,"DO_NOT_AIM, SYSTEM, DO_NOT_CONSERVE","no_sell, no_dealer, restricted",,,,Универсальное,Средняя,Средняя,,,"Каждые %s урона, нанесенного %s оружием этого корабля, восстанавливают %s ракет для этого оружия.",5000 | другим | 8,,,TRUE,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Аномальная микропусковая,rat_raphael_launcher_left,1,,1200,2500,,125,,15,0,0,24,0,,KINETIC,0,,0,4,8,0.1,0,0,0,,,400,25,7,100,,,"DO_NOT_AIM, SYSTEM, DO_NOT_CONSERVE","no_sell, no_dealer, restricted, codex_require_related",,,,Универсальное,Средняя,Средняя,,,Оружие восстанавливает %s ракет каждый раз при использовании системы %s.,"4 | ""Бездонный сдвиг""",,,TRUE,12
Аномальная микропусковая,rat_raphael_launcher_right,1,,1200,2500,,125,,15,0,0,24,0,,KINETIC,0,,0,4,8,0.1,0,0,0,,,400,25,7,100,,,"DO_NOT_AIM, SYSTEM, DO_NOT_CONSERVE","no_sell, no_dealer, restricted",,,,Универсальное,Средняя,Средняя,,,Оружие восстанавливает %s ракет каждый раз при использовании системы %s.,"4 | ""Бездонный сдвиг""",,,TRUE,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Abyssal Threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Последний зов,rat_prayer_missile_wep,0,,3000,2000,,200,10,,0,0,,,,ENERGY,0,,0,0.25,1,0.1,,,,,,400,0,5,300,,,SYSTEM,"fragment, restricted, hide_from_codex",,Бездонная угроза,,Залповое,Быстрая,Особое,,,"Быстро выпускает осколки, но может использоваться только пока активна %s.",корабельная система,,,TRUE,15.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Genesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Пусковая искажений,rat_genesis_motelauncher,,,,1000,,150,25,,,,,,,ENERGY,75,0,0,5,6,0.2,30,30,1,1,,400,100,3.5,1000,,,"SYSTEM, DO_NOT_AIM","no_sell, no_dealer, restricted, codex_require_related",,Первозданные,,Универсальное,,,,,%s на ближайшие цели и может %s ракеты.,Наводится | пробивать,,,,38.25
Пусковая искажений (ПВО),rat_genesis_motelauncher_pd,,,,800,,100,40,,,,,,,FRAGMENTATION,50,0,0,2,2,0.3,30,30,1,1,,800,100,2,1000,,,"SYSTEM, PD, PD_ONLY, DO_NOT_AIM","no_sell, no_dealer, restricted, codex_require_related",,Первозданные,,ПВО,,,,,%s на ближайшие цели и может %s ракеты.,Наводится | пробивать,,,TRUE,38.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Огнемет конструкта,rat_genesis_construct_flamer,3,,,400,,70,,3,60,,120,6,60,ENERGY,50,,,0.05,2,0.05,0,0,0,0,,500,,,,,,SYSTEM,"no_sell, no_dealer, restricted",,Первозданные,,Универсальное,,,,,,,,,,
Луч конструкта,rat_genesis_construct_beam,1,,,800,500,,,0,20,,,,,ENERGY,0,0,0.5,0.25,1,1,,,,,3200,,,,,,,SYSTEM,"no_sell, no_dealer, restricted",,Первозданные,,Против брони,,,,,,,,,,906
Пусковая мотков конструкта,rat_genesis_construct_mote,,,,800,,100,20,,,,,,,ENERGY,0,0,0,6,1,0.3,30,30,1,1,,300,10,3,1000,,,"SYSTEM, DO_NOT_AIM","no_sell, no_dealer, restricted",,Первозданные,,ПВО,,,,,,,,,TRUE,38.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Первозданное пламя,rat_genesis_construct_flamer_large,3,,,600,,160,5,3,60,,80,3.3333,80,ENERGY,60,,,0.05,2,0.05,0,0,0,0,,500,,,,,,SYSTEM,"no_sell, no_dealer, restricted",,Первозданные,,Универсальное,,,,,Максимальное число зарядов и скорость восстановления боезапаса нельзя увеличить.,заряды | скорость восстановления,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Genesis Weapons Useable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Клинок Азазеля,rat_azazel_blade,2,,2500,700,,150,10,5,15,15,,,,KINETIC,135,,0,0.6,1,0,0,0,0,0,,500,,,,,,DO_NOT_AIM,"no_sell, no_drop, no_dealer, restricted, codex_unlockable",,Первозданные,,Против щитов,,,,,"Выпускает %s снаряда, каждый наносит %s общего урона оружия. Снаряды способны %s к целям, позволяя оружию стрелять без предварительного наведения.",4 | 1/4 | самонаводиться,,,,5001
Конец Аполлиона,rat_apollyons_end,2,,3000,600,,250,,5,15,15,,,,HIGH_EXPLOSIVE,225,,0,0.8,1,0,0,0,0,0,,1000,,,,,,,"no_sell, no_drop, no_dealer, restricted, codex_unlockable",,Первозданные,,Против брони,,,,,,,,,,901
Копье Абаддона,rat_abaddon_lance,3,,50000,1000,,4000,300,2000,20,30,,,,ENERGY,3600,,5,5,1,0,0,0,0,0,,4000,,,,,,,"no_sell, no_drop, no_dealer, restricted, codex_unlockable",,Первозданные,,Аннигиляция,,,,,"После попадания формируется сингулярность, периодически выпускающая волны энергии, которые повреждают любые корабли в радиусе %s единиц, максимум до %s урона оружия в секунду. Этот урон %s.",1500 | 15% | снижается с расстоянием,,,,902
Гнев Люцифера,rat_lucifers_wrath,3,,50000,1000,700,,,0,15,30,,,,ENERGY,,750,1,1,5,4,,,,,10000,,,,,,,FIRE_WHEN_INEFFICIENT,"no_sell, no_drop, no_dealer, restricted, codex_unlockable",,Первозданные,,Аннигиляция,,,,,"Замедляет воспринимаемый ход времени любого корабля, находящегося в прямом контакте с лучом, на %s. Если вместо этого поражен щит цели, эффект снижается до %s.",15% | 10%,,,,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Abyss Decos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Левая крышка Aboleth,aboleth_cover_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Правая крышка Aboleth,aboleth_cover_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Левое крепление Aboleth,aboleth_mount_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Правое крепление Aboleth,aboleth_mount_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Крышка Chuul,chuul_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Крышка Morkoth,morkoth_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Катушка Morkoth,rat_morkoth_coils_location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Левая крышка Makara,rat_makara_cover_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Правая крышка Makara,rat_makara_cover_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Seraph Decos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hide_in_codex,,,,,,,,,,,,,,
Блик линзы Seraph,rat_seraph_lensflare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hide_in_codex,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Левая крышка Sariel,rat_sariel_cover_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Правая крышка Sariel,rat_sariel_cover_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Средняя крышка Sariel,rat_sariel_cover_middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Левая крышка Sarakiel,rat_sarakiel_cover_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Правая крышка Sarakiel,rat_sarakiel_cover_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Средняя крышка Sarakiel,rat_sarakiel_cover_middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,43
Левая крышка Raphael,rat_raphael_cover_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Правая крышка Raphael,rat_raphael_cover_middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Средняя крышка Raphael,rat_raphael_cover_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Левая крышка Raguel,rat_raguel_cover_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Правая крышка Raguel,rat_raguel_cover_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Левая крышка Saint,rat_saint_cover_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
Правая крышка Saint,rat_saint_cover_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Exo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Гиперпространственный дротик,rat_hyper_dart,2,,2000,600,,250,,5,15,14,6,0.6,6,HIGH_EXPLOSIVE,225,,1,3,6,0.1,5,15,5,10,,800,,,30,,,DO_NOT_AIM,"no_sell, no_dealer, restricted, rat_exotech_bp, he20, codex_unlockable",,Экзо-технология,,Против брони,,,Great,Отличное,"Фазовая решетка, встроенная в корпус оружия, необычно влияет на боеприпасы. Все выпущенные снаряды %s. Скорость восстановления боезапаса %s, но максимальный боезапас снижен.",самонаводятся на ближайшие цели | вдвое быстрее в фазе,,,,5001
Гиперпространственный дротик-копье,rat_hyper_javelin,2,,7500,800,,750,,10,15,25,5,0.333333333,5,HIGH_EXPLOSIVE,675,,1,5,5,0.15,5,15,5,10,,900,,,30,,,,"no_sell, no_dealer, restricted, rat_exotech_bp, he20, codex_unlockable",,Экзо-технология,,Против брони,,,Great,Отличное,"Фазовая решетка, встроенная в корпус оружия, необычно влияет на боеприпасы. Все выпущенные снаряды %s. Скорость восстановления боезапаса %s, но максимальный боезапас снижен.",самонаводятся на ближайшие цели | вдвое быстрее в фазе,,,,5001
Лунное копье,rat_moonlight_lance,1,,1500,600,800,,100,0,20,14,,,,KINETIC,,750,0.25,0.5,1,3,,,,,3200,,,,,,,,"no_sell, no_dealer, restricted, rat_exotech_bp, kinetic15, beam10, codex_unlockable",,Экзо-технология,,Универсальное,,,,,"Наносит 33%% урона по щитам как жесткий поток, если попадает одновременно со ""Звезднопылевым копьем""",33% | жесткий поток | Звезднопылевое копье,,,,20
Звезднопылевое копье,rat_stardust_lance,1,,1500,600,900,,,0,20,14,,,,HIGH_EXPLOSIVE,,800,0.25,0.5,1,3,,,,,3200,,,,,,,,"no_sell, no_dealer, restricted, rat_exotech_bp, he15, beam10, codex_unlockable",,Экзо-технология,,Универсальное,,,,,"Наносит на 20%% больше урона, если попадает одновременно с ""Лунным копьем""",20% | урон | Лунное копье,,,,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Пусковая P-Wave,rat_p_wave_launcher,2,,2500,2000,,700,,15,10,12,6,0.375,3,HIGH_EXPLOSIVE,0,,0,3,3,0.6,0,0,0,,,400,200,8,250,,,"DO_NOT_AIM, DO_NOT_CONSERVE","no_sell, no_dealer, restricted, rat_exotech_bp, missile12, strike9, codex_unlockable",,Экзо-технология,,Добивание,Средняя,Средняя,,,"Встроенная фазовая решетка позволяет оружию перезаряжать боезапас во время боя, но эта перезарядка действует только %s.",пока корабль находится в фазе,,,TRUE,12
Микропусковая Starburst,rat_starburst,1,,2500,2500,,50,10,10,10,14,32,2.66666667,16,KINETIC,0,,0,2,16,0.1,0,0,0,,,500,50,6.1,50,,,"DO_NOT_AIM, DO_NOT_CONSERVE","no_sell, no_dealer, restricted, rat_exotech_bp, missile11, codex_unlockable",,Экзо-технология,,Подавление,Хорошее,Хорошее,,,,,,,,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Exo Builtins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Пусковая DEM Callisto,rat_arkas_launcher_left,2,,0,1200,,200,0,15,30,0,2,0.0666,2,KINETIC,0,,0,10,2,1,0,0,0,0,,150,100,5,250,,,"DO_NOT_AIM, SYSTEM, DO_NOT_CONSERVE","no_sell, no_dealer, restricted, damage_special, damage_soft_flux, codex_require_related",,Экзо-технология,,Подавление,Медленная,Хорошее,,,"Ракета выпускает луч по цели, нанося примерно %s кинетического и %s ЭМИ-урона в течение %s секунд. Этот урон зависит от модификаторов ракетного урона, а не энергетического оружия.",1000 | 750 | 10,,,TRUE,11.94
Пусковая DEM Callisto,rat_arkas_launcher_right,2,,0,1200,,200,0,15,30,0,2,0.0666,2,KINETIC,0,,0,10,2,1,0,0,0,0,,150,100,5,250,,,"DO_NOT_AIM, SYSTEM, DO_NOT_CONSERVE","no_sell, no_dealer, restricted, damage_special, damage_soft_flux, codex_require_related",,Экзо-технология,,Подавление,Медленная,Хорошее,,,"Ракета выпускает луч по цели, нанося примерно %s кинетического и %s ЭМИ-урона в течение %s секунд. Этот урон зависит от модификаторов ракетного урона, а не энергетического оружия.",1000 | 750 | 10,,,TRUE,11.94
    Пусковая Arkas - боеголовка,rat_arkas_launcher_payload,2,,0,1000,100,,75,20,30,0,,,,KINETIC,0,,0.1,0.1,10,0.5,,,,,2400,,,,,,,SYSTEM,,,,,,,,,,,,,,,11.95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сумеречный луч,rat_twilightray,1,,1500,500,600,,,0,20,0,1,,,HIGH_EXPLOSIVE,,,5,1,1,5,,,,,3200,,,,,,,"SYSTEM, USE_LESS_VS_SHIELDS","no_sell, no_dealer, restricted, codex_require_related",,Экзо-технология,,Универсальное,,,,,,,,,,20
Рассветное копье,rat_dawnlance,1,,1500,500,250,,,0,20,0,,,,HIGH_EXPLOSIVE,,,1,1,,,,,,,3200,,,,,,,SYSTEM,"no_sell, no_dealer, restricted, codex_require_related",,Экзо-технология,,Универсальное,,,,,,,,,,20
Рассветолом,rat_dawnbreaker,1,,1200,500,,100,50,0,0,0,2,0.5,2,ENERGY,0,,0,5,2,0.3,10,14,2,5,,300,25,5,75,,,"DO_NOT_AIM, SYSTEM, DO_NOT_CONSERVE","no_sell, no_dealer, restricted, codex_require_related",,Экзо-технология,,Универсальное,Средняя,Средняя,,,,,,,TRUE,12
Микропусковая Starburst (И),rat_starburst_fighter,1,,1200,500,,50,10,5,0,0,12,2,12,KINETIC,0,,0,2,12,0.1,0,0,0,,,400,50,2,50,,,"SYSTEM, DO_NOT_AIM, DO_NOT_CONSERVE","no_sell, no_dealer, restricted, codex_require_related",,Экзо-технология,,Подавление,Хорошее,Хорошее,,,,,,,,12
Гиперпространственный импульсник,rat_hyper_pulser,2,,2000,600,,160,,5,80,0,24,3,6,ENERGY,50,,0,0.1,1,0.1,1,10,1,2,,1000,,,30,,,SYSTEM,"no_sell, no_dealer, restricted, codex_require_related",,Экзо-технология,,Универсальное,,,,,,,,,,5006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
