name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Тяжелый ионный бластер,swp_ionblaster,3,0.6,2500,600,,1000,3000,20,12,14,,,,FRAGMENTATION,1200,,0.5,8,1,,0,0,0,0,,1250,,,300,,,"STRIKE,USE_VS_FRIGATES,FIRE_WHEN_INEFFICIENT,GROUP_ALTERNATING","strike14, energy12, SR, rare_bp, merc, ind",SR_strike_only,,,Ударное (подавление),,,,,"Попадания по корпусу или броне вызывают дуги к оружию и двигателям, нанося до %s дополнительного урона и %s дополнительного ЭМИ, распределенных по корпусу цели. Попадания по щитам могут создавать проникающие сквозь щит дуги в зависимости от уровня жесткого потока цели.",1000 | 9000,,,,4361
Флак-пушка «Эгида»,swp_tripleflak,2,,4500,600,,400,,10,30,18,,,,FRAGMENTATION,100,,0,0.4,1,,0,15,3,15,,700,,,50,,,PD,"pd18, SR, rare_bp, hist1t, merc, ind",,,,Точечная оборона (по площади),,,,,,,,,,4362
Легкое фазовое копье,swp_lightphaselance,2,,600,600,650,,,0,30,7,,,,ENERGY,,550,0.25,0.5,0.75,3,,,,,4200,,,,,,,,"energy9, beam8, rare_bp, merc, ind",,,,Универсальное,,,,,,,,,,4363
Мини-бластер,swp_microblaster,0,,100,400,,25,,0,90,1,,,,ENERGY,5,,0,0.7,3,0.15,2.5,2.5,0,0,,800,,,,,,"PD,PD_ALSO","pd0, energy0, base_bp, ind",,,,Оборона,,,,,Будет наводиться на ракеты если в радиусе нет других целей.,,,,,4364
Батарея мини-бластеров,swp_microblaster_array,0,,700,500,,25,,0,90,6,,,,ENERGY,5,,0,0.15,1,,2.5,2.5,0,0,,800,,,,,,"PD,PD_ALSO","pd8, energy6, SR, base_bp, ind",,,,Оборона,,,,,Будет наводиться на ракеты если в радиусе нет других целей.,,,,,666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Искупитель,swp_redeemer,2,,11000,10000,,2000,,1000,2,40,,,,HIGH_EXPLOSIVE,0,,0,12,1,,0,0,0,0,,175,100,60,600,,,"SYSTEM,SHOW_IN_CODEX,DO_NOT_AIM",codex_unlockable,,,,Дальняя поддержка,Медленное,Очень плохое,,,"Выпускает %s суббоеприпасов, каждый из которых наносит %s энергетического урона и ЭМИ. Попадания этих суббоеприпасов по корпусу или броне вызывают дуги к оружию и двигателям, нанося дополнительный урон, равный исходному попаданию.",8 | 175,,,,4365
Субракета Искупителя,swp_redeemer_sub,2,,,1400,,175,175,10,,,,,,ENERGY,0,,0,1,1,,0,0,0,0,,240,100,9,200,,,SYSTEM,,,,,,,,,,,,,,,10
Гипершунтовая пушка,swp_excelsiorcannon,3,,9000,600,,220,220,220,20,50,,,,ENERGY,20,,0,0.25,1,,0,0,0,0,,1000,,,100,,,"SYSTEM,SHOW_IN_CODEX","restricted, codex_unlockable, graphicslib_no_autogen",swp_FSC_only,Неизвестно,,Универсальное,,,Точная доводка,,С каждым выстрелом расходует поток. Урон за выстрел масштабируется от %s до %s в зависимости от текущего уровня потока (до %s).,20 | 220 | 6000,,,,4366
Гипершунтовая пушка,swp_excelsiorcannon_0,3,,,600,,20,20,20,0,25,,,,ENERGY,20,,0,0.25,1,,0,0,0,0,,1000,,,100,,,SYSTEM,,,,,,,,,,,,,,,4366.1
Гипершунтовая пушка,swp_excelsiorcannon_4,3,,,625,,60,60,60,0,25,,,,ENERGY,40,,0,0.25,1,,0,0,0,0,,1100,,,125,,,SYSTEM,,,,,,,,,,,,,,,4366.2
Гипершунтовая пушка,swp_excelsiorcannon_12,3,,,650,,100,100,100,0,25,,,,ENERGY,60,,0,0.25,1,,0,0,0,0,,1200,,,150,,,SYSTEM,,,,,,,,,,,,,,,4366.3
Гипершунтовая пушка,swp_excelsiorcannon_24,3,,,675,,140,140,140,0,25,,,,ENERGY,80,,0,0.25,1,,0,0,0,0,,1300,,,175,,,SYSTEM,,,,,,,,,,,,,,,4366.4
Гипершунтовая пушка,swp_excelsiorcannon_40,3,,,700,,180,180,180,0,25,,,,ENERGY,100,,0,0.25,1,,0,0,0,0,,1400,,,200,,,SYSTEM,,,,,,,,,,,,,,,4366.5
Гипершунтовая пушка,swp_excelsiorcannon_60,3,,,725,,220,220,220,0,25,,,,ENERGY,120,,0,0.25,1,,0,0,0,0,,1500,,,225,,,SYSTEM,,,,,,,,,,,,,,,4366.6
Флак-пушка (дрон),swp_droneflak,1,,1000,600,,200,,10,120,8,3,0.6,,FRAGMENTATION,50,,0,1,1,,0,10,2,10,,700,,,30,,,"SYSTEM, PD",,,,,Точечная оборона (по площади),,,,,,,,,,4
Пушка «Гунгнир»,swp_gungnir,2,,8000,1500,,1500,,100,5,30,,,,HIGH_EXPLOSIVE,1500,,0,4,1,,0,5,2.5,1,,550,,,300,1,,"SYSTEM,SHOW_IN_CODEX",,swp_GC_only,,,Против брони (по площади),,,,,Разделяется на %s суббоеприпасов и каждый из них наносит %s фугасного урона.,8 | 250,,,,4364
Пушка «Гунгнир»,swp_gungnir_r,2,,8000,1500,,1500,,100,5,30,,,,HIGH_EXPLOSIVE,1500,,0,4,1,,0,5,2.5,1,,550,,,300,1,,SYSTEM,,swp_GC_only,,,Против брони (по площади),,,,,Разделяется на %s суббоеприпасов и каждый из них наносит %s фугасного урона.,8 | 250,,,,4364
Суббоеприпас «Гунгнир»,swp_gungnir_sub,2,,,700,,250,,10,0,,,,,HIGH_EXPLOSIVE,,,0,1,1,,0,0,0,0,,700,,,25,,,SYSTEM,,,,,,,,,,,,,,,4.75
Штурмовая пушка «Клутотехнес»,swp_klutotekhnes,1,,6000,900,,120,,5,15,30,30,3,15,HIGH_EXPLOSIVE,80,,0,0.15,1,,0,12.5,1.5,12.5,,800,,,50,,,"SYSTEM,SHOW_IN_CODEX,GROUP_ALTERNATING,USE_LESS_VS_SHIELDS",,swp_KAG_only,,,Против брони,,,,,,,,,,7
Легкий бластер,swp_lightblaster,2,,3000,600,,300,,0,15,10,,,,ENERGY,400,,0,1,,,,,,,,1000,,,,,,SYSTEM,,,,,,,,,,,,,,,22.25
Самонаводящиеся ловушки,swp_burstflare_wpn,2,,,500,,10,400,,,,,0,,ENERGY,0,0,0,0.1,3,0.1,90,90,0,0,,300,200,7,1,,,SYSTEM,,,,,,,,,,,,,,,38
Пушка мини-бластер (истребитель),swp_microblaster_f,1,,600,450,,25,10,0,90,6,,,,ENERGY,5,,0,0.15,1,,5,5,0,0,,800,,,,,,SYSTEM,"show_in_codex, graphicslib_no_autogen",,,,Универсальное (истребитель),,,,,,,,,,4364
Легкая пушка «Девастатор» (истребитель),swp_devastator_f,1,,800,600,,75,,40,12,10,,,,HIGH_EXPLOSIVE,33,,0,1,6,0.1,10,30,5,5,,1000,,,100,,,"SYSTEM,PD,PD_ALSO",show_in_codex,,,,"Против истребителей (по площади, истребитель)",,,,,"Каждый снаряд имеет взрыватель, настроенный на подрыв на случайной дистанции, из-за чего залп становится все опаснее на ближней дистанции.

Будет наводиться на ракеты если в радиусе нет других целей.",,,,,7.4
Мини-пушка «Вулкан» (истребитель),swp_mini_vulcan,0,,50,250,,25,,1,75,2,,,,FRAGMENTATION,1,,0,1.05,20,0.05,0,15,1,15,,800,,,10,,,"SYSTEM,PD",show_in_codex,,,,Точечная оборона (истребитель),,,,,,,,,,1016
Пусковая БРМ «Свармер» (истребитель),swp_swarmer_f,1,,250,1000,,75,,5,50,4,,,,HIGH_EXPLOSIVE,0,,0,9.8,2,0.2,0,0,0,0,,300,100,5,50,,,"SYSTEM,ANTI_FTR, DO_NOT_AIM,DO_NOT_CONSERVE",show_in_codex,,,,Против малых целей (истребитель),Быстрое,Отличное,,,,,,,,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Замаскированная турель,swp_boss_camoturret,2,,7000,900,,400,200,10,25,24,,,,ENERGY,500,,0,0.75,1,,0,5,1,10,,900,,,75,,,"SYSTEM,SHOW_IN_CODEX",codex_unlockable,swp_CT_only,Уникальное,,Универсальное,,,,,,,,,,7.5
Картечная пушка,swp_boss_canistercannon,1,,10000,3000,,3000,,250,3,50,,,,HIGH_EXPLOSIVE,3500,,0,7,1,,3,3,0,1,,500,,,1000,1,,"SYSTEM,SHOW_IN_CODEX,GROUP_ALTERNATING",codex_unlockable,swp_CC_only,Уникальное,,Дальняя поддержка,,,,,Разделяется на %s суббоеприпасов и каждый из них наносит %s фугасного урона.,20 | 200,,,,4364
Картечный суббоеприпас,swp_boss_canister_sub,1,,,800,,200,,20,0,,,,,HIGH_EXPLOSIVE,,,0,1,1,,0,0,0,0,,700,,,40,,,SYSTEM,,,,,,,,,,,,,,,4.75
Гипершунтовый бластер,swp_boss_roycocannon,3,,9000,600,,240,240,240,20,50,,,,ENERGY,20,,0,0.7,4,0.1,0,0,0,0,,1000,,,100,,,"SYSTEM,SHOW_IN_CODEX","restricted, codex_unlockable, graphicslib_no_autogen",swp_FSC_only,Уникальное,,Универсальное,,,Точная доводка,,Урон за выстрел масштабируется от %s до %s в зависимости от текущего уровня потока (до %s).,20 | 220 | 6000,,,,4366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Вспомогательное свечение «Эксельсиора»,swp_excelsior_auxglow,,,,1,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,4368
Левое крыло «Фалькса»,swp_falx_lwing,,,,1,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,4367
Правое крыло «Фалькса»,swp_falx_rwing,,,,1,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,4368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Пушка «Гнев»,swp_arcade_wraithii,4,,8000,800,,100,,50,50,8,,,,ENERGY,100,,0,1,1,,5,10,1,10,,800,,,100,,,SYSTEM,,,,,,,,,,,,,,,420
Мега-импульс,swp_arcade_megapulse,4,,40000,4000,,3500,,1000,0,40,,,,KINETIC,10000,,0,20,1,,0,0,0,0,,600,,,2000,,,"SYSTEM, DO_NOT_AIM",,,,,,,,,,,,,,,420.1
Луч «Зеро»,swp_arcade_zerobeam,4,,100000,1000,,1500,,100,1,100,,,,ENERGY,2000,,1.7,18,32,0.045,0,0,0,0,,1500,,,500,,,SYSTEM,,,,,,,,,,,,,,,420.2
Пушка «Зеро»,swp_arcade_zerocannon,4,,10000,1500,,150,,50,0,15,,,,ENERGY,300,,0,0.5,4,0.15,0,0,0,0,,1000,,,100,,,"SYSTEM, DO_NOT_AIM",,,,,,,,,,,,,,,420.3
Аннигилятор «Зеро»,swp_arcade_zeroannihilator,4,,50000,5000,,275,400,50,0,30,,,,ENERGY,50,,1.2,22,66,0.05,90,90,0,0,,1000,,,25,,,"SYSTEM, DO_NOT_AIM",,,,,,,,,,,,,,,420.4
Аннигилятор «Зеро»,swp_arcade_zeroannihilator2,4,,50000,5000,,275,500,50,0,40,,,,ENERGY,50,,1.8,22,66,0.05,90,90,0,0,,1000,,,25,,,"SYSTEM, DO_NOT_AIM",,,,,,,,,,,,,,,420.4
Аннигилятор «Зеро»,swp_arcade_zeroannihilator3,4,,50000,5000,,275,600,50,0,50,,,,ENERGY,50,,2.4,22,66,0.05,90,90,0,0,,1000,,,25,,,"SYSTEM, DO_NOT_AIM",,,,,,,,,,,,,,,420.4
Сфера «Омега»,swp_arcade_omegaorb,4,,10000,3000,,500,,50,0,,,,,ENERGY,100,,0,2,1,0,0,0,0,0,,1000,,,100,,,SYSTEM,,,,,,,,,,,,,,,420.5
Сфера «Зеро»,swp_arcade_omegaorb2,4,,10000,1500,,500,,50,30,10,,,,ENERGY,100,,0,2,1,0,0,0,0,0,,1000,,,100,,,SYSTEM,,,,,,,,,,,,,,,420.6
Супер-ЭМИ,swp_arcade_empbomb,4,,50000,1,,1,100000,0,0,,1,,,ENERGY,0,,3,3,1,,0,0,0,0,,5000,,,100,,,"SYSTEM, PD",,,,,,,,,,,,,,,420.7
Мега-щит,swp_arcade_godmode,4,,50000,1,,1,,0,0,,1,,,ENERGY,0,,0,3,1,,0,0,0,0,,5000,,,100,,,"SYSTEM, PD",,,,,,,,,,,,,,,420.8
Свечение «Зеро»,swp_arcade_zeroglow,,,,1,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,420.9
Суперсвечение «Зеро»,swp_arcade_superzeroglow,,,,1,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,420.9
Гиперсвечение «Зеро»,swp_arcade_hyperzeroglow,,,,1,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,420.9
