name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Короткодействующий лазер TTSC,TTSC_pdlaser,0,,100,400,45,,,0,80,2,,,,ENERGY,,20,0,0,,,,,,,2400,,,,,,,,"beam0, energy0, TTSCW_bp",,TTSC,,Универсальное,,,,,,,,,,
Фазовое копьё TTSC,TTSC_phasebeam,1,,1500,600,1000,,,0,20,10,,,,HIGH_EXPLOSIVE,,1200,0.25,0.5,1,4,,,,,3200,,,,,,,,"energy14, beam10,TTSCW_bp",,TTSC,,Против брони,,,,,,,,,,
Плазменный луч TTSC,TTSC_plasma,3,,7500,700,500,,,0,20,30,,,,ENERGY,,550,0.33,1.01,3,0.33,,,,,750,,,,,,,,"beam20, TTSCW_bp",,TTSC,,Универсальное,,,,,,,,,,
Разломный луч TTSC,TTSC_riftbeam,3,0.4,125000,600,150,,,0,100,15,,,,ENERGY,,165,0.1,0.2,,,,,,,2400,,,,,,,,"beam10, TTSCW_bp",,TTSC,,Универсальное,,,,,"Создаёт пространственно-временные разломы вдоль луча, нацеленные на ближайшие вражеские корабли. Каждый разлом наносит ближайшим целям до %s ед. энергетического урона.",200,,"Создаёт пространственно-временные разломы вдоль луча, нацеленные на ближайшие вражеские корабли. Каждый разлом наносит ближайшим целям до %s ед. энергетического урона.",,
Излучатель каскада разломов TTSC,TTSC_riftcascade,3,0.4,250000,1000,1000,,,0,7,30,,,,ENERGY,,3300,0.5,2,1,4,,,,,10000,,,,,,,,"energy22, beam17, LR,TTSCW_bp",,TTSC,,Универсальное,,,,,"Создаёт пространственно-временные разломы при попадании. При стрельбе с малой дистанции возникает больше разломов. Каждый разлом наносит ближайшим целям от %s до %s ед. энергетического урона, причём последующие разломы бьют сильнее.",750 | 1250,,"Создаёт пространственно-временные разломы при попадании. При стрельбе с малой дистанции возникает больше разломов. Каждый разлом наносит ближайшим целям от %s до %s ед. энергетического урона, причём последующие разломы бьют сильнее.",,
Разломное копьё TTSC,TTSC_riftlance,3,0.4,37500,600,320,,,0,20,9,,,,KINETIC,,330,0.125,0.5,0.5,2,,,,,3200,,,,,,,,"energy11, beam10, TTSCW_bp",,TTSC,,Против щитов,,,,,,,,,,
Тахионное копьё TTSC,TTSC_tachyonlance,3,,8000,1000,750,,500,0,7,25,,,,HIGH_EXPLOSIVE,,1000,0.5,1,1,4,,,,,10000,,,,,,,FIRE_WHEN_INEFFICIENT,"energy20, beam15, LR, TTSCW_bp",,TTSC,,Подавление,,,,,"Попадания по корпусу или броне часто создают дуги к орудиям и двигателям, нанося дополнительный ЭМИ- и энергетический урон. Попадания по щитам могут создать проходящую сквозь щит дугу в зависимости от уровня жёсткого потока у цели.",,,"Попадания по корпусу или броне часто создают дуги к орудиям и двигателям, нанося дополнительный ЭМИ- и энергетический урон. Попадания по щитам могут создать проходящую сквозь щит дугу в зависимости от уровня жёсткого потока у цели.",,
Тактический лазер TTSC,TTSC_taclaser,0,,200,1000,75,,,0,20,4,,,,KINETIC,,55,0.1,0.1,,,,,,,2400,,,,,,,,"beam9, LR, TTSCW_bp",,TTSC,,Против щитов,,,,,,,,,,
Спаренный горный лазер TTSC,TTSC_twmininglaser,0,,200,600,60,,,0,80,2,,,,ENERGY,,20,0,0.25,,,,,,,2400,,,,,,,PD,"beam0, energy0, pd0, TTSCW_bp",,TTSC,,ПВО,,,,,,,,,,
Дальнобойный горный лазер,TTSC_lrmininglaser,0,,200,1000,50,,,0,80,2,,,,ENERGY,,12,0,0.25,,,,,,,2900,,,,,,,PD,"beam0, energy0, pd0, TTSCW_bp",,TTSC,,ПВО,,,,,,,,,,
