id,name,iconPath,npcSpawnWeight,plugin
sc_smallcraft_low_profile,Малозаметность,graphics/secondInCommand/smallcraft/low_profile.png,1,second_in_command.skills.smallcraft.LowProfile
sc_smallcraft_coordinated_maneuvers,Скоординированные манёвры,graphics/secondInCommand/smallcraft/coordinated_maneuvers.png,1,second_in_command.skills.smallcraft.CoordinatedManeuvers
sc_smallcraft_jumpstart,Быстрый старт,graphics/secondInCommand/smallcraft/jumpstart.png,1,second_in_command.skills.smallcraft.Jumpstart
sc_smallcraft_trapped_prey,Загнанная добыча,graphics/secondInCommand/smallcraft/trapped_prey.png,1,second_in_command.skills.smallcraft.TrappedPrey
sc_smallcraft_together_as_one,Вместе как одно целое,graphics/secondInCommand/smallcraft/together_as_one.png,1,second_in_command.skills.smallcraft.TogetherAsOne
sc_smallcraft_leader_of_the_pack,Вожак стаи,graphics/secondInCommand/smallcraft/leader_of_the_pack.png,1,second_in_command.skills.smallcraft.LeaderOfThePack
sc_smallcraft_support_doctrine,Доктрина поддержки,graphics/secondInCommand/smallcraft/support_doctrine.png,2,second_in_command.skills.smallcraft.SupportDoctrine
sc_smallcraft_quick_as_the_wind,Быстрый как ветер,graphics/secondInCommand/smallcraft/quick_as_the_wind.png,2,second_in_command.skills.smallcraft.QuickAsTheWind
,,,,
#Ударные силы,,,,
sc_strikecraft_fighter_uplink,Истребительный аплинк,graphics/secondInCommand/strikecraft/fighter_uplink.png,1,second_in_command.skills.strikecraft.FighterUplink
sc_strikecraft_mobile_defenses,Мобильная оборона,graphics/secondInCommand/strikecraft/mobile_defenses.png,1,second_in_command.skills.strikecraft.MobileDefenses
sc_strikecraft_huntsman,Охотник,graphics/secondInCommand/strikecraft/huntsman.png,1,second_in_command.skills.strikecraft.Huntsman
sc_strikecraft_carrier_group,Авианосная группа,graphics/secondInCommand/strikecraft/carrier_group.png,1,second_in_command.skills.strikecraft.CarrierGroup
sc_strikecraft_distanced_support,Поддержка с дистанции,graphics/secondInCommand/strikecraft/distanced_support.png,1,second_in_command.skills.strikecraft.DistancedSupport
sc_strikecraft_system_proficiency,Владение системами,graphics/secondInCommand/strikecraft/system_proficiency.png,1,second_in_command.skills.strikecraft.SystemProficiency
sc_strikecraft_swarm_deployment,Роевое развёртывание,graphics/secondInCommand/strikecraft/swarm_deployment.png,1,second_in_command.skills.strikecraft.SwarmDeployment
sc_strikecraft_reconfiguration,Реконфигурация,graphics/secondInCommand/strikecraft/reconfiguration.png,,second_in_command.skills.strikecraft.Reconfiguration
sc_strikecraft_advanced_maneuvers,Продвинутые манёвры,graphics/secondInCommand/strikecraft/advanced_maneuvers.png,2,second_in_command.skills.strikecraft.AdvancedManeuvers
sc_strikecraft_synchronised,Синхронизация,graphics/secondInCommand/strikecraft/synchronised.png,,second_in_command.skills.strikecraft.Synchronised
sc_strikecraft_barrage,Шквальный огонь,graphics/secondInCommand/strikecraft/barrage.png,2,second_in_command.skills.strikecraft.Barrage
,,,,
,,,,
#Техническая,,,,
sc_technology_flux_regulation,Регулировка флюкса,graphics/secondInCommand/technology/flux_regulation.png,1,second_in_command.skills.technology.FluxRegulation
sc_technology_countermeasures,Средства противодействия,graphics/secondInCommand/technology/countermeasures.png,1,second_in_command.skills.technology.Countermeasures
sc_technology_unlocked_engines,Разблокированные двигатели,graphics/secondInCommand/technology/unlocked_engines.png,1,second_in_command.skills.technology.UnlockedEngines
sc_technology_advanced_weaponry,Продвинутое вооружение,graphics/secondInCommand/technology/advanced_weaponry.png,1,second_in_command.skills.technology.AdvancedWeaponry
sc_technology_optimised_shields,Оптимизированные щиты,graphics/secondInCommand/technology/optimised_shields.png,1,second_in_command.skills.technology.OptimisedShields
sc_technology_deep_dive,Глубокое погружение,graphics/secondInCommand/technology/deep_dive.png,2,second_in_command.skills.technology.DeepDive
sc_technology_reinforced_grid,Усиленная сеть,graphics/secondInCommand/technology/reinforced_grid.png,1,second_in_command.skills.technology.ReinforcedGrid
sc_technology_phase_coil_tuning,Настройка фазовых катушек,graphics/secondInCommand/technology/phase_coil_tuning.png,2,second_in_command.skills.technology.PhaseCoilTuning
sc_technology_focused_lenses,Фокусирующие линзы,graphics/secondInCommand/technology/focused_lenses.png,1,second_in_command.skills.technology.FocusedLenses
sc_technology_neural_link,Нейросвязь,graphics/secondInCommand/technology/neural_link.png,,second_in_command.skills.technology.NeuralLink
sc_technology_makeshift_drones,Импровизированные дроны,graphics/secondInCommand/technology/makeshift_drones.png,,second_in_command.skills.technology.MakeshiftDrones
,,,,
#Боевая,,,,
sc_warfare_iron_sight,Железный прицел,graphics/secondInCommand/warfare/iron_sight.png,1,second_in_command.skills.warfare.IronSight
sc_warfare_overprepared,Перестраховка,graphics/secondInCommand/warfare/overprepared.png,0.5,second_in_command.skills.warfare.Overprepared
sc_warfare_reserve_thrusters,Резервные ускорители,graphics/secondInCommand/warfare/reserve_thrusters.png,1,second_in_command.skills.warfare.ReserveThrusters
sc_warfare_stabilised_targeting,Стабилизированное наведение,graphics/secondInCommand/warfare/stabilised_targeting.png,1,second_in_command.skills.warfare.StablisedTargeting
sc_warfare_immovable_object,Нерушимый объект,graphics/secondInCommand/warfare/immovable_object.png,0.5,second_in_command.skills.warfare.ImmovableObject
sc_warfare_surefire_impact,Безошибочное попадание,graphics/secondInCommand/warfare/surefire_impact.png,1,second_in_command.skills.warfare.SurefireImpact
sc_warfare_redundant_bays,Резервные отсеки,graphics/secondInCommand/warfare/redundant_bays.png,1,second_in_command.skills.warfare.RedundantBays
sc_warfare_tenacity,Упорство,graphics/secondInCommand/warfare/tenacity.png,1,second_in_command.skills.warfare.Tenacity
sc_warfare_overwhelming_force,Сокрушающая сила,graphics/secondInCommand/warfare/overwhelming_force.png,2.5,second_in_command.skills.warfare.OverwhelmingForce
sc_warfare_deflective_plating,Отражающая обшивка,graphics/secondInCommand/warfare/deflective_plating.png,2.5,second_in_command.skills.warfare.DeflectivePlating
,,,,
#Импровизация,,,,
sc_improvisation_salvaged_armor,Утилизированная броня,graphics/secondInCommand/improvisation/salvaged_armor.png,1,second_in_command.skills.improvisation.SalvagedArmor
sc_improvisation_preservation,Сохранность,graphics/secondInCommand/improvisation/preservation.png,1,second_in_command.skills.improvisation.Preservation
sc_improvisation_scrappy_maintenance,Импровизированное обслуживание,graphics/secondInCommand/improvisation/scrappy_maintenance.png,1,second_in_command.skills.improvisation.ScrappyMaintenance
sc_improvisation_defensive_configuration,Оборонительная конфигурация,graphics/secondInCommand/improvisation/defensive_configuration.png,1,second_in_command.skills.improvisation.DefensiveConfiguration
sc_improvisation_secured_mounts,Защищённые крепления,graphics/secondInCommand/improvisation/secured_mounts.png,1,second_in_command.skills.improvisation.SecuredMounts
sc_improvisation_mobilization,Мобилизация,graphics/secondInCommand/improvisation/mobilization.png,1.5,second_in_command.skills.improvisation.Mobilization
sc_improvisation_enhanced_overrides,Улучшенные переопределения,graphics/secondInCommand/improvisation/enhanced_overrides.png,0.25,second_in_command.skills.improvisation.EnhancedOverrides
sc_improvisation_redistribution,Перераспределение,graphics/secondInCommand/improvisation/redistribution.png,1.5,second_in_command.skills.improvisation.Redistribution
sc_improvisation_derelict_fortifications,Укрепления на руинах,graphics/secondInCommand/improvisation/derelict_fortifications.png,3,second_in_command.skills.improvisation.DerelictFortifications
sc_improvisation_derelict_operations,Операции на руинах,graphics/secondInCommand/improvisation/derelict_operations.png,3,second_in_command.skills.improvisation.DerelictOperations
,,,,
#Инженерное дело,,,,
sc_engineering_reliable_Engineering,Надёжная инженерия,graphics/secondInCommand/engineering/reliable_engineering.png,1,second_in_command.skills.engineering.ReliableEngineering
sc_engineering_fuel_optimisation,Оптимизация топлива,graphics/secondInCommand/engineering/fuel_optimisation.png,1,second_in_command.skills.engineering.FuelOptimisation
sc_engineering_stealth_coating,Маскировочное покрытие,graphics/secondInCommand/engineering/stealth_coating.png,1,second_in_command.skills.engineering.StealthCoating
sc_engineering_compact_storage,Компактное хранение,graphics/secondInCommand/engineering/compact_storage.png,0,second_in_command.skills.engineering.CompactStorage
sc_engineering_salvaging_equipment,Утилизационное оборудование,graphics/secondInCommand/engineering/salvaging_equipment.png,0.5,second_in_command.skills.engineering.SalvagingEquipment
sc_engineering_cooling_systems,Системы охлаждения,graphics/secondInCommand/engineering/cooling_systems.png,1,second_in_command.skills.engineering.CoolingSystems
sc_engineering_shock_absorption,Шумопоглощение,graphics/secondInCommand/engineering/shock_absorption.png,1,second_in_command.skills.engineering.ShockAbsorption
sc_engineering_resiliency,Живучесть,graphics/secondInCommand/engineering/resiliency.png,1,second_in_command.skills.engineering.Resiliency
sc_engineering_solid_construction,Добротная конструкция,graphics/secondInCommand/engineering/solid_construction.png,0.5,second_in_command.skills.engineering.SolidConstruction
sc_engineering_prepare_for_the_worst,Готовься к худшему,graphics/secondInCommand/engineering/prepare_for_the_worst.png,1,second_in_command.skills.engineering.PrepareForTheWorst
,,,,
#Утилизация,,,,
sc_scavenging_another_mans_treasure,Чужое сокровище,graphics/secondInCommand/scavenging/another_mans_treasure.png,0,second_in_command.skills.scavenging.AnotherMansTreasure
sc_scavenging_reevaluate,Переоценка,graphics/secondInCommand/scavenging/reevaluate.png,0,second_in_command.skills.scavenging.ReEvaluate
sc_scavenging_field_recycling,Полевая переработка,graphics/secondInCommand/scavenging/field_recycling.png,0,second_in_command.skills.scavenging.FieldRecycling
sc_scavenging_makeshift_measures,Временные меры,graphics/secondInCommand/scavenging/makeshift_measures.png,0,second_in_command.skills.scavenging.MakeshiftMeasures
sc_scavenging_scrapforge_constructs,Конструкции из лома,graphics/secondInCommand/scavenging/scrapforge_constructs.png,0,second_in_command.skills.scavenging.ScrapforgeConstructs
sc_scavenging_immediate_action,Немедленные действия,graphics/secondInCommand/scavenging/immediate_action.png,0,second_in_command.skills.scavenging.ImmediateAction
sc_scavenging_explorer,Исследователь,graphics/secondInCommand/scavenging/explorer.png,0,second_in_command.skills.scavenging.Explorer
sc_scavenging_pinpointing,Точное определение,graphics/secondInCommand/scavenging/pinpointing.png,0,second_in_command.skills.scavenging.Pinpointing
sc_scavenging_scrapheap,Свалка,graphics/secondInCommand/scavenging/scrapheap.png,0,second_in_command.skills.scavenging.Scrapheap
sc_scavenging_safe_transport,Безопасная транспортировка,graphics/secondInCommand/scavenging/safe_transport.png,0,second_in_command.skills.scavenging.SafeTransport
sc_scavenging_derelict_automata,Заброшенные автоматоны,graphics/secondInCommand/scavenging/derelict_automata.png,0,second_in_command.skills.scavenging.DerelictAutomata
sc_scavenging_hyperspatial_drifter,Гиперпространственный дрейф,graphics/secondInCommand/scavenging/hyperspatial_drifter.png,0,second_in_command.skills.scavenging.HyperspatialDrifter
,,,,
,,,,
#Звёздный странник,,,,
sc_starfaring_ad_astra,Ad Astra,graphics/secondInCommand/starfaring/ad_astra.png,1,second_in_command.skills.starfaring.AdAstra
sc_starfaring_bulk_transport,Массовые перевозки,graphics/secondInCommand/starfaring/bulk_transport.png,0.33,second_in_command.skills.starfaring.BulkTransport
sc_starfaring_salvaging,Утилизация,graphics/secondInCommand/starfaring/salvaging.png,0.33,second_in_command.skills.starfaring.Salvaging
sc_starfaring_recovery_efforts,Восстановительные работы,graphics/secondInCommand/starfaring/recovery_efforts.png,0.33,second_in_command.skills.starfaring.RecoveryEfforts
sc_starfaring_makeshift_equipment,Импровизированное оборудование,graphics/secondInCommand/starfaring/makeshift_equipment.png,0.33,second_in_command.skills.starfaring.MakeshiftEquipment
sc_starfaring_navigation,Навигация,graphics/secondInCommand/starfaring/navigation.png,1,second_in_command.skills.starfaring.Navigation
sc_starfaring_starmapping,Звёздное картографирование,graphics/secondInCommand/starfaring/starmapping.png,1,second_in_command.skills.starfaring.Starmapping
sc_starfaring_emergency_order,Экстренный приказ,graphics/secondInCommand/starfaring/emergency_order.png,1,second_in_command.skills.starfaring.EmergencyOrder
sc_starfaring_expedition,Экспедиция,graphics/secondInCommand/starfaring/expedition.png,1,second_in_command.skills.starfaring.Expedition
sc_starfaring_continuous_repairs,Непрерывный ремонт,graphics/secondInCommand/starfaring/continuous_repairs.png,,second_in_command.skills.starfaring.ContinuousRepairs
,,,,
#Пиратство,,,,
sc_piracy_generous_donation,Щедрое пожертвование,graphics/secondInCommand/piracy/generous_donation.png,1,second_in_command.skills.piracy.GenerousDonation
sc_piracy_legitimate_salvage,Легитимная утилизация,graphics/secondInCommand/piracy/legitimate_salvage.png,0.33,second_in_command.skills.piracy.LegitimateSalvage
sc_piracy_low_grade_deployment,Низкокачественное развёртывание,graphics/secondInCommand/piracy/low_grade_deployment.png,0.33,second_in_command.skills.piracy.LowgradeDeployment
sc_piracy_outmanoeuvred,Перехитрить,graphics/secondInCommand/piracy/outmanoeuvred.png,1.5,second_in_command.skills.piracy.Outmanoeuvred
sc_piracy_ambush,Засада,graphics/secondInCommand/piracy/ambush.png,1.5,second_in_command.skills.piracy.Ambush
sc_piracy_stockpile,Запасы,graphics/secondInCommand/piracy/stockpile.png,0.33,second_in_command.skills.piracy.Stockpile
sc_piracy_hunting_grounds,Охотничьи угодья,graphics/secondInCommand/piracy/hunting_grounds.png,1,second_in_command.skills.piracy.HuntingGrounds
sc_piracy_all_out,Натиск,graphics/secondInCommand/piracy/all_out.png,1,second_in_command.skills.piracy.AllOut
sc_piracy_steadfast,Непоколебимость,graphics/secondInCommand/piracy/steadfast.png,1,second_in_command.skills.piracy.Steadfast
sc_piracy_bounty_board,Каперство,graphics/secondInCommand/piracy/bounty_board.png,1,second_in_command.skills.piracy.BountyBoard
sc_piracy_provisional_replacements,Временная замена,graphics/secondInCommand/piracy/provisional_replacements.png,1,second_in_command.skills.piracy.ProvisionalReplacements
,,,,
,,,,
#Автоматика,,,,
sc_automated_automated_ships,Автоматические корабли,graphics/secondInCommand/automated/automated_ships.png,1,second_in_command.skills.automated.AutomatedShips
sc_automated_magnetic_shielding,Магнитное экранирование,graphics/secondInCommand/automated/magnetic_shielding.png,1,second_in_command.skills.automated.MagneticShielding
sc_automated_self_repair,Самовосстановление,graphics/secondInCommand/automated/self_repair.png,,second_in_command.skills.automated.SelfRepair
sc_automated_overclock,Разгон,graphics/secondInCommand/automated/overclock.png,1,second_in_command.skills.automated.Overclock
sc_automated_electronic_warfare,Радиоэлектронная борьба,graphics/secondInCommand/automated/electronic_warfare.png,1,second_in_command.skills.automated.ElectronicWarfare
sc_automated_specialised_equipment,Специализированное оборудование,graphics/secondInCommand/automated/specialised_equipment.png,,second_in_command.skills.automated.SpecialisedEquipment
sc_automated_deadly_persistence,Смертельная настойчивость,graphics/secondInCommand/automated/deadly_persistence.png,1.5,second_in_command.skills.automated.DeadlyPersistence
sc_automated_wide_range,Трансляция широкого диапазона,graphics/secondInCommand/automated/wide_range.png,1.5,second_in_command.skills.automated.WideRangeTransmission
sc_automated_expertise,Автономная экспертиза,graphics/secondInCommand/automated/expertise.png,,second_in_command.skills.automated.AutonomousExpertise
sc_automated_limit_breaker,Преодоление предела,graphics/secondInCommand/automated/limit_breaker.png,2.5,second_in_command.skills.automated.LimitBreaker
sc_automated_neural_junction,Нейронный узел,graphics/secondInCommand/automated/neural_junction.png,,second_in_command.skills.automated.NeuralJunction
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
#Особые,,,,
sc_christmas_christmas_spirit,Рождественский дух,graphics/secondInCommand/special/christmas/christmas_spirit.png,1,second_in_command.skills.special.christmas.ChristmasSpirit
