name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Орудие перехвата,SCY_intercept,2,,750,600,,300,50,1000,270,7,4,0.33,,FRAGMENTATION,150,,0,0.5,,,0,0,0,0,,2000,,,30,1,,"PD, ANTI_FTR, NO_TURN_RATE_BOOST_WHEN_IDLE","pd8, SR, scy_wep_bp",,Scyan Engineering,,Точечная оборона,,,,,,,,,,,
Хакерский коммуникатор,SCY_hack,2,0.75,800,600,10,,5,33,180,6,,,,ENERGY,,150,0.05,0.05,,0.5,,,,,3200,,,,,,,"PD, PD_ALSO, NO_TURN_RATE_BOOST_WHEN_IDLE","pd4, energy7, utility7, scy_wep_bp, damage_special, damage_soft_flux",,Scyan Engineering,,Подавление,,,,,%s Наносит %s и %s урона в секунду через щиты.,Саботаж: |50 емп|20 энергетического урона,,,,,
KAcc мк.1,SCY_kacc1,0,,700,650,,150,,5,35,6,,,,KINETIC,150,,0,1,,,0,5,,,,800,,,5,,,,"kinetic7, scy_wep_bp, SR",,Scyan Engineering,,Против щитов,,,,,,,,,,,
ХЕМор мк.1,SCY_hemor1,0,,500,600,,175,,3,30,5,,,,HIGH_EXPLOSIVE,210,,0.05,1.45,,,0,10,1,5,,650,,,30,,,,"he8, scy_wep_bp, SR",,Scyan Engineering,,Против брони,,,,,,,,,,,
Наногильзовый миниган мк.1,SCY_minigun1,2,0.5,700,550,180,,,0,40,6,,,,FRAGMENTATION,,105,0.4,0,,0,,,,,10000,,,,,,,"PD, PD_ALSO, FIRE_WHEN_INEFFICIENT","energy7, beam9, scy_wep_bp, damage_special, damage_soft_flux",,Scyan Engineering,,Против истребителей,,,,,"%s Наносит дополнительные %s жёсткого флюкс-урона в секунду. Дробящий урон наносит мягкий флюкс.",Нестабильные боеприпасы: |60 энергии,Получает преимущества от улучшений лучевого оружия, а не баллистического.,Релятивистское наведение:,,,
,SCY_splinterS,0,,,50,,5,,,,,,,,FRAGMENTATION,,,0,0,1,0,,,,,,500,,,10,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_splinterM,0,,,50,,10,,,,,,,,FRAGMENTATION,,,0,0,1,0,,,,,,500,,,10,,,SYSTEM,,,,,,,,,,,,,,,
Лёгкий энергетический бластер,SCY_seb,2,0.75,900,500,,300,50,1,35,6,,,,ENERGY,360,,0,2.5,,,0,10,3,3,,1000,,,10,,,,"energy8, scy_wep_bp",,Scyan Engineering,,Ударный,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SMALL MISSILES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Гранатомёт,SCY_grenade,0,,300,500,,250,,20,30,4,40,,,HIGH_EXPLOSIVE,0,,0,9.65,8,0.05,10,20,4,5,,100,300,3,75,,,"STRIKE,USE_VS_FRIGATES,MISSILE_SPREAD","rocket10, missile5, scy_wep_bp",,Scyan Engineering,,Против брони,,,,,,,,,,,
Дуговая ракетная установка,SCY_arcSmall,1,0.75,800,1500,,100,2500,0,40,3,12,,,FRAGMENTATION,0,,0.5,14.5,,,,,,,,200,100,30,400,,,"HEATSEEKER,DO_NOT_AIM","utility10, missile7, scy_wep_bp, SR",,Scyan Engineering,,Подавление,,,,,%s Облетает цель, испуская ЭМИ-дуги.,Косвенная атака: ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MEDIUM WEAPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тройной энергетический бластер,SCY_teb,2,,2700,600,,350,50,1,25,11,,,,ENERGY,455,,0,2.7,3,0.15,0,10,1,3,,1200,,,10,,,,"energy14, SR, scy_wep_bp, rare_bp",,Scyan Engineering,,Ударный,,,,,,,,,,,
Рассеивающий луч,SCY_scatter,3,0.75,2000,700,5250,,,0,30,10,,,,ENERGY,,1400,0.5,0.25,0.25,4,,,,,1000000,,,,,,,,"energy14, beam9, scy_wep_bp",,Scyan Engineering,,Ударный,,,,,,,,,,,
KAcc мк.2,SCY_kacc2,1,,2500,700,,400,,12,30,11,,,,KINETIC,480,,0.1,3.6,2,0.3,0,0,0,0,,900,,,5,,,,"kinetic15, scy_wep_bp, SR",,Scyan Engineering,,Против щитов,,,,,,,,,,,
ХЕМор мк.2,SCY_hemor2,1,,2250,700,,500,,50,25,10,,,,HIGH_EXPLOSIVE,600,,0.05,2.45,1,,0,10,2,4,,600,,,30,,,,"he15, scy_wep_bp, SR",,Scyan Engineering,,Против брони,,,,,,,,,,,
Лёгкая система обороны корабля,SCY_lvds,1,,1900,600,200,,,0,180,10,,,,ENERGY,,150,0.25,0.25,,,,,,,10000,,,,,,,"PD, NO_TURN_RATE_BOOST_WHEN_IDLE, IGNORES_FLARES","pd16, beam9, scy_wep_bp",,Scyan Engineering,,Точечная оборона,,,,,Усовершенствованные встроенные сенсоры наведения позволяют оружию распознавать ложные цели и не стрелять по ним.,,Усовершенствованные встроенные сенсоры наведения позволяют оружию распознавать ложные цели и не стрелять по ним.,,,
Наногильзовый миниган мк.2,SCY_minigun2,3,0.5,2600,750,450,,,0,30,10,,,,FRAGMENTATION,,265,0.75,0,,,,,,,10000,,,,,,,FIRE_WHEN_INEFFICIENT,"energy13, beam13, scy_wep_bp, rare_bp, damage_special, damage_soft_flux",,Scyan Engineering,,Против малых кораблей,,,,,"%s Наносит дополнительные %s жёсткого флюкс-урона в секунду. Дробящий урон наносит мягкий флюкс.",Нестабильные боеприпасы: |150 энергии,Получает преимущества от улучшений лучевого оружия, а не баллистического.,Релятивистское наведение:,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MEDIUM MISSILES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Противоракетная установка,SCY_anti2,3,0.5,2700,1000,,150,150,20,45,10,4,0.4,2,FRAGMENTATION,100,,0.15,0.1,,,,,,,,400,10,5,20,,,"PD,PD_ONLY,DO_NOT_AIM","pd16, LR, scy_wep_bp",,Scyan Engineering,,Точечная оборона,,,,,,,,,,,
Дрейфующая ракетная установка,SCY_coasting2,1,,1800,10000,,750,,50,10,10,20,,,HIGH_EXPLOSIVE,,,0,4.5,2,0.5,,,,,,300,50,45,150,,,"STRIKE,USE_VS_FRIGATES,DO_NOT_AIM","utility12, missile12, scy_wep_bp, LR",,Scyan Engineering,,Дистанционная поддержка,,,,,%s Не может запустить новую ракету, пока предыдущий залп находится в полёте.,Дистанционное управление:,,,,
Дуговая ракетная установка,SCY_arc,1,0.5,2400,1500,,100,2500,0,40,10,3,0.1,,FRAGMENTATION,,,0.5,2.5,,,,,,,,200,100,30,400,,,"HEATSEEKER,DO_NOT_AIM,DO_NOT_CONSERVE","utility14, missile10, scy_wep_bp, SR",,Scyan Engineering,,Подавление,,,,,%s Облетает цель, испуская ЭМИ-дуги.,Косвенная атака: ,,,,
Лазерная торпедная установка,SCY_laser2,1,0.75,2600,2000,,2000,1000,0,10,10,4,,,ENERGY,,,0,6,,,,,,,,225,50,12,350,,,"DO_NOT_AIM, STRIKE","strike12, missile15, scy_wep_bp, damage_special, damage_soft_flux",,Scyan Engineering,,Универсальное,,,,,"%s Детонирует на дистанции и создаёт веер из 10 лучей, каждый наносит 200 урона.",Лазерная боеголовка:,Прямое попадание наносит только половину номинального урона.,,,
Кассетная торпедная установка,SCY_cluster2,2,,1900,3000,,1650,0,50,15,12,10,,,HIGH_EXPLOSIVE,0,,0,10,,,,,,,,300,50,12,300,,,"STRIKE,DO_NOT_AIM,CONSERVE_5","strike13, missile14, scy_wep_bp",,Scyan Engineering,,Торпеда,,,,,,,,,,,
,SCY_clusterbomb,,,,100,,300,0,20,,,,,,HIGH_EXPLOSIVE,,,,,,,,,,,,500,0,5,75,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_clusterempty,,,,100,,300,100,20,,,,,,HIGH_EXPLOSIVE,,,,,,,,,,,,500,0,5,75,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# LARGE WEAPONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Зонный испепелитель,SCY_scorcher,1,0.75,6000,1000,,333,,0,60,16,,,,FRAGMENTATION,167,,0,0.5,,,5,15,2,4,,1000,,,50,,,"PD, FIRE_WHEN_INEFFICIENT, NO_TURN_RATE_BOOST_WHEN_IDLE","he15, pd17, scy_wep_bp",,Scyan Engineering,,Точечная оборона (площадная),,,,,"%s Широкая область поражения, снижает точность и скорострельность кораблей в облаке взрывов на %s.",Контузионные боеприпасы: |25 процентов,,,,
KAcc мк.3,SCY_kacc3,2,,7000,850,,500,,20,10,20,,,,KINETIC,625,,0.15,2.85,,,0,0,0,0,,1000,,,5,,,,"kinetic18, scy_wep_bp, SR",,Scyan Engineering,,Против щитов,,,,,,,,,,,
ХЕМор мк.3,SCY_hemor3,2,,5500,800,,500,,100,12,18,,,,HIGH_EXPLOSIVE,600,,0.05,2.45,,,2,10,2,4,,600,,,30,,,,"he17, scy_wep_bp, SR",,Scyan Engineering,,Против брони,,,,,,,,,,,
Наногильзовый миниган мк.3,SCY_minigun3,3,0.5,6500,950,900,,,0,20,18,,,,FRAGMENTATION,,525,1,0,,0,,,,,10000,,,,,,,FIRE_WHEN_INEFFICIENT,"beam19, energy14, scy_wep_bp, damage_special, damage_soft_flux",,Scyan Engineering,,Против малых кораблей,,,,,"%s Наносит дополнительные %s жёсткого флюкс-урона в секунду. Дробящий урон наносит мягкий флюкс.",Нестабильные боеприпасы: |300 энергии,Получает преимущества от улучшений лучевого оружия, а не баллистического.,Релятивистское наведение:,,,
Сверхзаряженный импульсный луч,SCY_scpb,3,0.5,9500,1000,1125,,187,0,5,24,5,0.5,1,HIGH_EXPLOSIVE,,1473,0.05,0.05,0.5,0,,,,,1000000,,,,,,,USE_LESS_VS_SHIELDS,"he19, energy 17, beam15, rare_bp, LR",,Scyan Engineering,,Против брони,,,,,,,,,,,
Ультратяжёлый энергетический бластер,SCY_uheb,2,,9000,750,,350,100,0,7,22,,,,ENERGY,420,,0,1.5,1,,1,10,1,3,,1250,,,10,,,,"energy19, scy_wep_bp, SR",,Scyan Engineering,,Универсальное,,,,,,,,,,,
Артиллерия Ориона,SCY_orion,3,0.75,8000,1000,,1000,,20,5,26,4,0.25,2,KINETIC,1200,,0.2,1.8,,,0,3,1,3,,500,,,50,,,,"kinetic19, LR, rare_bp",,Scyan Engineering,,Дистанционная поддержка,,,,,%s снаряды имеют ограниченную способность к наведению.,Умные боеприпасы:,,,,
,SCY_orionreplacement,0,,,425,,1000,,,,,,,,HIGH_EXPLOSIVE,,,0,0,1,0,,,,,,250,,,10,,,SYSTEM,,,,,,,,,,,,,,,
Рикошетная пушка,SCY_ricochet,2,0.5,7500,900,,600,,20,5,20,4,0.5,,HIGH_EXPLOSIVE,800,,0,0.8,,,0,15,4,8,,500,,,30,,,,"he18, rare_bp",,Scyan Engineering,,Против брони,,,,,%s снаряды могут детонировать половину своего урона, чтобы перенаправиться к ближайшей цели в случае промаха.,Двухступенчатые боеприпасы: |половина урона,,,,
,SCY_ricochetReplacement,0,,,600,,300,,,,,,,,HIGH_EXPLOSIVE,,,0,0,1,0,,,,,,700,,,30,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# LARGE MISSILES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Лазерная торпедная установка,SCY_laser3,2,,5000,2000,,2000,1000,0,7,24,15,,,ENERGY,,,,6,,,,,,,,250,100,16,400,,,"DO_NOT_AIM,STRIKE","strike14, missile18, scy_wep_bp, damage_special, damage_soft_flux",,Scyan Engineering,,Универсальное,,,,,"%s Детонирует на дистанции и создаёт веер из 10 лучей, каждый наносит 200 энергетического урона.",Лазерная боеголовка: |10 |200 энергии,Прямое попадание наносит только половину номинального урона.,,,
Тяжёлый модульный роевик,SCY_swarmer,2,,4000,1500,,75,75,10,5,18,600,,,ENERGY,30,,,10,30,0.1,,,,,,300,50,10,45,,,"DO_NOT_AIM,DO_NOT_CONSERVE,ANTI_FTR","utility18, missile15, scy_wep_bp, SR",,Scyan Engineering,,Подавление истребителей,,,,,,,,,,,
Пусковая установка торпеды сингулярности,SCY_singularity,3,0.2,7000,4000,,2000,2000,75,10,23,15,,,ENERGY,,,,20,,,,,,,,300,50,16,300,,,"DO_NOT_AIM,STRIKE","utility19, missile14, rare_bp, LR",,Scyan Engineering,,Особое,,,,,%s При попадании создаёт временную сингулярность, притягивающую все nearby объекты.,Боеголовка сингулярности:,,,,
Пусковая установка фазовых ракет,SCY_phased,3,0.4,6000,5000,,2000,,20,5,25,15,,,HIGH_EXPLOSIVE,1000,,,8,,,,,,,,300,15,20,200,,,DO_NOT_AIM,"utility15, missile16, scy_wep_bp, LR",,Scyan Engineering,,Торпеда,,,,,"%s Находится в фазе большую часть пути, при приближении к цели выпускает мину. ",Фазовая ракета:,,,,
,SCY_phase_mine,0,,200000,1000,,2000,,,,,,,,HIGH_EXPLOSIVE,0,,,,,,0,0,0,0,,100,0,15,500,,,SYSTEM,,,,,,,,,,,,,,,38.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#BUILT-IN OR SPAWNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Вспомогательная противоракетная установка,SCY_anti1,1,,800,750,,150,150,20,10,8,,,,FRAGMENTATION,,,0.25,2.75,,,,,,,,400,10,5,20,,,"SYSTEM,PD,PD_ONLY,DO_NOT_AIM",,,Scyan Engineering,,,,,,,,,,,,,
Копьеметатель,SCY_stymphalianMain,2,,,750,,1000,,100,5,24,,,,ENERGY,1200,,,3,1,,0,5,1,2,,900,50,2,300,,,"SYSTEM,SHOW_IN_CODEX",,,Scyan Engineering,,Ударный,,,,,,,,,,,
Заряженное копьё,SCY_stymphalianSuper,0,,,700,,200,,0,0,24,,,,HIGH_EXPLOSIVE,,,,,1,,,,,,,900,50,2,300,,,SYSTEM,,,,,,,,,,,,,,,
Луч деконструкции,SCY_telchineMain,2,,,800,200,,,0,,10,,,,FRAGMENTATION,,500,0.5,2,,,,,,,,3200,,,,,,"SYSTEM,SHOW_IN_CODEX,FIRE_WHEN_INEFFICIENT",,,Scyan Engineering,,Особое,,,,,"%s Снижает целостность корпуса цели с постоянной скоростью %s в секунду, игнорируя броню. Полностью блокируется щитами.",Деконструкция:|50 ед. прочности,,,,
Бронтий,SCY_sirenMain,2,,,1200,,2000,500,20,20,20,,,,KINETIC,3000,,1.5,3.5,1,5,0,0,0,0,,1000,,,5,,,"SYSTEM,SHOW_IN_CODEX,FIRE_WHEN_INEFFICIENT",,,Scyan Engineering,,Особое (против щитов),,,,,%s Использование корабельной системы даёт этому оружию способность телепортировать цель ближе к Сирене при прямом попадании в корпус.,Альтернативный боеприпас:,,,,
,SCY_sirenSuper,2,,,1200,,1000,500,,,,,,,FRAGMENTATION,,,,,,,,,,,,1000,,,5,,,SYSTEM,,,,,,,,,,,,,,,
Гамма-лучевой реактор,SCY_khalkotauroiMain,2,,,1000,400,,,0,,30,,,,ENERGY,,400,0.3,2,,,,,,,10000,,,,,,,"SYSTEM,SHOW_IN_CODEX,FIRE_WHEN_INEFFICIENT",,,Scyan Engineering,,Универсальное,,,,,%s Корпус корабля усеян %s. Наносит дополнительные %s и %s за каждый активный модуль.,Внешние усилители:|6 модулей|100 урона/с|100 флюкса/с,,,,
Астрапиос,SCY_ketoMain,2,,,2000,,2500,2500,500,,30,1,,,KINETIC,4000,,1,14,,,,,,,,2000,,,50,,,"SYSTEM,STRIKE,DO_NOT_CONSERVE,SHOW_IN_CODEX,FIRE_WHEN_INEFFICIENT",,,Scyan Engineering,,Дистанционная поддержка,,,,,"%s Массовое ЭМИ-поле при попадании, наносит до %s урона через щиты.",ЭМИ-заряд|2400 ЭМИ,,,,
РСЗО MRM,SCY_mrm2,2,,,3000,,200,,10,,30,48,,,KINETIC,,,0,5.25,3,0.25,,,,,,600,150,6,100,,,"STRIKE,USE_VS_FRIGATES,SYSTEM,DO_NOT_AIM,DO_NOT_CONSERVE,SHOW_IN_CODEX",,,Scyan Engineering,,Против щитов,,,,,,,,,,,
Кластер MRM,SCY_smallMrm,2,,,1500,,150,,10,,12,12,0.5,4,KINETIC,,,0,5.25,4,0.25,,,,,,600,150,5,100,,,"STRIKE,USE_VS_FRIGATES,SYSTEM,DO_NOT_AIM,DO_NOT_CONSERVE,SHOW_IN_CODEX",,,Scyan Engineering,,Против щитов,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DECOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SCY_ZblinkerA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_ZblinkerB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_Zflame1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_Zflame2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_Zflame3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_Zdish1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_Zdish2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_Zdish3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# FRIGATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SCY_ZcentaurHeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_ZfrigateHeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_ZfrigateHeat_noScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_ZstymphalianHeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SCY_ZZtalosSystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_ZZstymphalianCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_ZZstymphalianSpark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_ZZstymphalianSystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_ZZstymphalianWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_ZtisiphoneBridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_ZtalosBridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DESTROYERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SCY_YlamiaSystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_YdestroyerHeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_YdestroyerHeat_noScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_YhydraHeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CRUISERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SCY_XcruiserHeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_XcruiserHeat_noScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SCY_XXsirenDoorFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_XXsirenDoorFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_XXsirenDoorRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_XXsirenDoorRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_XXsirenHeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_XXsirenCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_XXkhalkotauroiWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CAPITALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SCY_WWlionA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_WWlionAFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_WWlionAFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,SCY_WWlionARL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
